"sex","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","labor_migrant_bari_in_bangladesh","years_of_education_wife","husband_occupation","years_of_education_husband","relocate_MI","institutionloan_vs_other","bank_vs_micro","husbandTravelINBangladesh","wifeTravelINBangladesh","wifeAbroadTravel","husbandAbroadTravel","listenRadio_h","useInternet_h","watchTV_mins_per_month_h","bank_vs_micro_h","institutionloan_vs_other_h","occupation_agriculture_dummy","occupation_mkt_connection","occupation_ses","age_wife","age_h","assetMobilePhone","assetSmartphone","assetComputer","assetElectricity","landOwnedFarmAmount"
1,6,100,318905,22000,0,2,6,0,0,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,11.25,52.5,1.99170124481328,16.3636363636364,22.1153846153846,0,0,0,10,1,1,1,3,5,0,1,0,0,1800,0,0,1,0,0,38,38,1,1,0,1,8
1,6,100,62439,9000,1,0,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,10.9090909090909,5.80645161290323,19.0909090909091,2.65193370165746,16.3636363636364,35.9375,1,0,10,1,1,1,1,4,6,0,0,0,0,4500,0,1,1,3,3,32,30,1,0,0,1,2
0,6,100,355225,35000,0,1,6,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,7.5,4.39024390243902,2.30769230769231,1.99170124481328,16.3636363636364,35.9375,4,14,9,12,0,0,0,4,3,0,0,0,NA,NA,NA,NA,1,2,2,36,NA,1,1,0,1,80
1,6,100,196865,28250,0,2,8,0,0,5.90909090909091,8.18181818181818,10.9090909090909,10,5.71428571428571,30,6.7741935483871,2.27488151658768,5.80645161290323,27.3809523809524,10,6,9,0,1,1,0,4,4,0,0,0,0,5400,0,1,1,2,2,66,66,1,1,0,1,10
0,6,100,187900,20000,1,0,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,4.39024390243902,6.7741935483871,2.65193370165746,8.57142857142857,12.5,5,0,4,0,0,1,0,2,2,0,0,0,0,2100,0,1,1,1,0,54,58,1,0,0,1,0
0,6,50,235150,18400,0,1,2,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.33333333333333,5.80645161290323,6.7741935483871,2.27488151658768,5.80645161290323,18.5483870967742,6,0,9,1,0,0,0,8,3,0,0,0,0,1800,1,1,1,2,2,55,65,1,1,0,1,15
1,6,100,80950,23250,7,1,2,0,2,2.5,90,1.9672131147541,10,2.92682926829268,2.95081967213115,6.7741935483871,2.27488151658768,16.3636363636364,18.5483870967742,1,4,4,9,0,0,0,5,5,0,0,0,2,54000,0,1,1,1,0,60,60,1,0,0,1,0
0,6,100,388950,52083.33333,1,2,6,0,2,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,5.71428571428571,8.57142857142857,6.7741935483871,2.65193370165746,16.3636363636364,52.2727272727273,8,5,10,6,0,0,0,8,8,0,0,0,0,NA,NA,NA,1,3,3,50,NA,1,1,0,1,25
1,6,50,344475,21666.66667,1,1,5,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,30,19.0909090909091,2.65193370165746,16.3636363636364,3.1767955801105,5,0,1,0,0,1,0,3,3,0,0,0,0,600,0,1,0,0,1,57,57,1,1,0,1,24
0,5,75,183490,2833.333333,0,1,3,0,0,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,11.25,4.56521739130435,2.65193370165746,11.25,52.2727272727273,0,0,0,5,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,1,0,0,37,NA,1,1,0,0,0
1,4,75,65780,12000,0,0,1,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,13.125,3.96694214876033,4.39024390243902,18.5483870967742,6,4,24,5,1,1,0,1,2,0,0,0,0,54000,0,1,1,1,1,28,28,1,0,0,0,3
1,6,100,292600,52500,8,0,5,0,0,21.6666666666667,8.18181818181818,10.9090909090909,3.75,3.87096774193548,11.25,70,2.65193370165746,16.3636363636364,27.3809523809524,3,5,0,1,0,0,0,2,3,0,0,0,0,54000,0,0,1,0,0,67,67,1,1,0,1,0
0,6,100,87980,15833.33333,2,1,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,6.66666666666667,3.87096774193548,2.95081967213115,10,1.99170124481328,11.25,18.5483870967742,5,5,4,9,1,1,0,12,5,0,1,NA,NA,0,NA,NA,1,1,0,38,NA,1,0,0,1,0
0,6,100,260800,9166.666667,9,0,3,0,0,5.90909090909091,1.47540983606557,1.9672131147541,2.85714285714286,2.35294117647059,5.80645161290323,10,2.65193370165746,8.57142857142857,9.42622950819672,3,0,2,0,0,0,0,2,1,0,0,NA,NA,NA,0,NA,0,0,0,62,NA,1,1,0,1,0
1,6,75,155135,24450,4,1,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,6.7741935483871,1.99170124481328,5.80645161290323,18.5483870967742,11,0,9,0,0,0,0,4,4,0,0,0,0,0,0,0,1,2,2,71,71,1,1,0,1,0
0,6,50,128925,25666.66667,4,0,4,0,0,10.8333333333333,4.28571428571429,5.71428571428571,3.75,7.5,11.25,70,2.27488151658768,11.25,22.1153846153846,4,0,0,2,0,1,0,4,10,0,0,NA,0,70,0,1,1,0,0,55,67,1,1,0,1,24
1,6,100,244000,28000,11,1,6,0,0,3.0952380952381,2.19512195121951,2.92682926829268,2.85714285714286,2.92682926829268,3.52941176470588,6.7741935483871,1.59468438538206,8.57142857142857,12.5,5,3,1,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,62,62,1,1,0,1,39
1,6,75,1075475,30000,5,1,4,0,0,4.0625,5.625,7.5,3.75,7.5,8.57142857142857,3.44262295081967,2.65193370165746,11.25,35.9375,31,0,1,1,0,0,0,10,2,0,0,1,0,1800,0,0,0,0,1,58,58,1,1,0,1,100
0,5,75,298575,17633.33333,8,0,1,0,3,10.8333333333333,4.28571428571429,5.71428571428571,10,10.9090909090909,2.53521126760563,1.73553719008264,1.59468438538206,16.3636363636364,18.5483870967742,4,5,4,0,0,0,0,2,5,0,1,NA,NA,900,0,0,1,1,0,61,57,1,1,0,1,21.28
0,5,50,67500,13950,1,1,4,0,0,5.90909090909091,4.28571428571429,5.71428571428571,2.85714285714286,3.87096774193548,2.95081967213115,10,1.99170124481328,11.25,52.2727272727273,7,5,23,9,0,1,0,3,3,0,1,0,0,1800,0,1,1,1,0,35,44,1,0,0,0,40
0,5,100,115345,8000,0,1,4,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,5.80645161290323,4.56521739130435,2.65193370165746,16.3636363636364,18.5483870967742,19,10,9,10,1,0,0,4,4,0,0,0,1,0,0,0,1,2,2,31,34,1,0,0,1,0
1,5,100,235230,63533.33333,9,2,5,0,0,10.8333333333333,1.11111111111111,2.35294117647059,2.85714285714286,2.35294117647059,3.91304347826087,3.44262295081967,3.96694214876033,8.57142857142857,11.2745098039216,9,1,2,0,0,1,0,10,5,0,0,0,0,900,0,0,0,0,0,64,64,1,1,0,1,0
0,6,100,181390,14000,0,1,3,0,0,3.0952380952381,1.95652173913043,2.60869565217391,10,2.60869565217391,3.52941176470588,6.7741935483871,2.65193370165746,30,9.42622950819672,3,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,1,0,0,0,49,64,1,0,0,0,0
0,6,100,380740,26000,0,0,7,0,2,3.0952380952381,4.28571428571429,5.71428571428571,10,5.71428571428571,8.57142857142857,19.0909090909091,1.59468438538206,30,27.3809523809524,4,10,4,0,1,1,1,4,6,0,0,NA,1,0,1,1,1,1,0,48,59,1,1,0,1,0
0,6,100,357925,15000,8,1,6,0,2,10.8333333333333,4.28571428571429,5.71428571428571,10,7.5,5.80645161290323,19.0909090909091,2.65193370165746,30,35.9375,0,7,9,9,1,1,0,6,4,0,4,0,0,NA,NA,NA,1,2,2,64,NA,1,1,0,1,0
1,6,100,268850,55000,6,1,6,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,2.92682926829268,2.95081967213115,6.7741935483871,2.65193370165746,8.57142857142857,11.2745098039216,3,1,0,0,0,0,0,8,5,0,0,0,0,0,0,0,1,0,0,68,68,1,1,0,1,0
0,6,100,114425,15200,1,0,2,0,0,5.90909090909091,2.19512195121951,2.92682926829268,10,3.87096774193548,5.80645161290323,35,1.99170124481328,30,18.5483870967742,6,5,7,0,0,1,0,8,9,0,0,0,0,900,1,1,1,1,1,42,49,1,0,0,1,0
0,6,25,185775,6583.333333,1,2,4,0,0,4.0625,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,2.95081967213115,3.44262295081967,15.4838709677419,30,18.5483870967742,8,8,10,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,1,3,3,37,NA,1,0,0,1,19
0,5,100,58310,26800,1,0,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,6.7741935483871,3.96694214876033,16.3636363636364,18.5483870967742,0,0,5,1,0,0,0,6,2,0,0,NA,NA,900,0,0,0,0,1,46,54,1,0,0,1,0
0,6,100,234775,40000,3,0,5,0,2,5.90909090909091,3.46153846153846,4.61538461538461,5.45454545454545,3.87096774193548,5.80645161290323,1.73553719008264,1.99170124481328,16.3636363636364,18.5483870967742,2,0,4,0,0,1,0,2,2,0,0,0,0,0,NA,NA,1,1,0,55,NA,1,1,0,1,0
0,6,100,183425,5000,10,1,2,0,2,3.0952380952381,4.28571428571429,5.71428571428571,10,20,5,19.0909090909091,3.17880794701987,30,9.42622950819672,0,0,9,5,0,1,0,2,2,0,0,0,0,NA,NA,NA,1,2,2,68,NA,1,1,0,0,0
1,6,100,59595,4000,8,0,4,0,0,21.6666666666667,2.90322580645161,3.87096774193548,5.45454545454545,30,5,35,3.17880794701987,30,95.8333333333333,2,5,9,8,1,1,0,5,6,0,0,0,0,0,0,1,1,2,2,68,68,1,0,0,1,132
1,6,100,670775,22500,2,1,7,0,1,10.8333333333333,5.625,7.5,10,20,3.91304347826087,19.0909090909091,2.65193370165746,30,18.5483870967742,20,10,9,9,0,0,0,10,5,0,0,0,1,900,1,1,1,2,2,65,65,1,0,1,1,0
1,6,100,347025,68000,1,2,7,3,1,10.8333333333333,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,0.994475138121547,10,1.99170124481328,16.3636363636364,52.2727272727273,4,15,12,16,1,1,1,9,16,0,2,0,1,900,1,1,1,3,3,54,54,1,1,0,0,188
0,6,100,135385,0,4,0,2,0,0,4.0625,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,2.95081967213115,3.44262295081967,2.27488151658768,5.80645161290323,9.42622950819672,9,0,2,1,1,0,0,4,4,0,0,NA,NA,NA,NA,NA,0,0,0,66,NA,1,0,0,0,0
0,5,100,154180,53000,2,0,2,0,4,10.8333333333333,2.90322580645161,1.31868131868132,2.85714285714286,1.9672131147541,1.48760330578512,13.125,15.4838709677419,2.09302325581395,5.42452830188679,2,0,10,2,0,0,0,7,4,0,0,0,0,NA,0,NA,1,3,3,57,NA,1,0,0,0,0
0,6,100,250475,10000,2,1,5,2,0,3.0952380952381,2.90322580645161,3.87096774193548,2.85714285714286,2.92682926829268,4.39024390243902,19.0909090909091,2.65193370165746,8.57142857142857,0.998263888888889,0,2,5,10,0,1,0,5,4,0,0,2,NA,600,0,1,0,0,1,56,47,1,1,0,1,0
0,6,100,101430,4500,10,0,4,0,0,5.90909090909091,1.60714285714286,2.35294117647059,1.93548387096774,3.87096774193548,5.80645161290323,19.0909090909091,2.27488151658768,5.80645161290323,18.5483870967742,11,0,1,7,0,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,1,67,NA,1,0,0,1,0
0,6,100,169300,50166.66667,7,2,4,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,5.80645161290323,10,3.96694214876033,8.57142857142857,18.5483870967742,16,0,0,7,0,0,0,8,5,0,0,0,0,0,NA,NA,1,0,0,58,NA,1,1,0,1,0
0,6,100,597125,130000,2,1,5,0,1,3.0952380952381,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,19.0909090909091,3.96694214876033,11.25,18.5483870967742,4,0,9,0,1,0,0,8,7,0,8,NA,0,140,1,1,1,2,2,59,73,1,1,1,1,0
0,6,100,385350,34166.66667,2,1,4,0,4,10.8333333333333,15,20,10,10.9090909090909,11.25,19.0909090909091,2.27488151658768,30,35.9375,4,14,9,12,1,0,0,2,3,0,0,0,0,6300,0,0,1,2,2,49,58,0,1,0,1,0
1,6,100,409485,80000,6,0,6,0,0,3.0952380952381,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,10,1.99170124481328,8.57142857142857,18.5483870967742,13,0,1,2,0,0,0,3,3,0,8,0,0,1050,0,0,0,0,1,65,65,1,0,0,1,60
1,6,25,329255,22083.33333,4,2,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,3.44262295081967,2.65193370165746,16.3636363636364,12.5,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,64,64,1,0,0,1,0
0,6,75,375415,14166.66667,10,0,5,0,2,5.90909090909091,8.18181818181818,10.9090909090909,1.93548387096774,2.35294117647059,2.53521126760563,3.44262295081967,2.65193370165746,30,95.8333333333333,1,8,2,0,1,1,0,4,1,0,0,0,NA,NA,0,0,0,0,0,70,76,1,0,0,1,0
0,6,100,377000,14166.66667,0,1,5,0,0,2.09677419354839,5.625,7.5,10,5.71428571428571,8.57142857142857,19.0909090909091,1.59468438538206,16.3636363636364,18.5483870967742,11,10,9,10,1,1,0,9,2,0,0,0,1,600,0,0,1,2,2,36,54,1,1,0,1,0
0,5,75,80270,18000,0,0,4,1,0,5.90909090909091,2.90322580645161,3.87096774193548,3.75,3.87096774193548,4.39024390243902,2.30769230769231,1.99170124481328,8.57142857142857,14.0243902439024,10,0,2,0,0,0,0,4,1,0,0,NA,0,0,NA,NA,0,0,0,64,71,1,0,0,0,0
1,6,100,237250,2000,2,0,5,0,1,2.09677419354839,90,1.9672131147541,1.93548387096774,3.87096774193548,2.95081967213115,5.1219512195122,5.27472527472527,4.39024390243902,18.5483870967742,3,0,10,6,0,1,1,3,3,0,0,0,1,900,0,1,1,3,3,35,34,0,1,0,0,0
1,6,75,108762,60000,5,0,4,0,0,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,7.5,11.25,19.0909090909091,2.65193370165746,8.57142857142857,3.1767955801105,3,0,13,0,1,0,0,5,5,0,3,0,0,1800,0,0,1,0,1,60,60,1,0,0,1,0
1,6,100,202925,6333.333333,2,NA,3,0,0,4.0625,2.19512195121951,2.92682926829268,1.46341463414634,2.92682926829268,5.80645161290323,13.125,2.27488151658768,5.80645161290323,18.5483870967742,5,7,23,8,1,1,1,3,0,0,0,0,0,54000,0,1,1,1,0,50,50,1,0,0,1,12
0,6,50,389385,132166.6667,4,2,4,0,1,16.25,2.19512195121951,2.92682926829268,5.45454545454545,3.87096774193548,5.80645161290323,13.125,3.96694214876033,60,27.3809523809524,18,0,1,9,0,0,0,4,8,0,0,0,0,NA,NA,NA,0,0,1,58,NA,1,1,0,1,42
0,6,100,359625,65000,3,1,5,0,2,3.0952380952381,4.28571428571429,5.71428571428571,2.85714285714286,5.71428571428571,8.57142857142857,6.7741935483871,2.65193370165746,5.80645161290323,27.3809523809524,2,0,4,1,0,0,0,3,2,0,0,NA,NA,NA,NA,NA,1,1,0,61,NA,1,1,0,1,0
1,6,75,224895,65500,1,2,6,0,3,5.90909090909091,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,10,1.99170124481328,30,18.5483870967742,2,0,9,9,0,0,0,2,2,0,0,0,3,900,0,0,1,2,2,48,48,1,0,0,1,125
1,5,100,121155,6500,1,1,2,0,0,10.8333333333333,90,1.9672131147541,10,7.5,2.95081967213115,5.1219512195122,3.96694214876033,30,9.42622950819672,7,0,9,0,0,1,0,5,2,0,0,0,0,900,0,0,1,2,2,50,50,1,1,0,1,0
0,6,100,318100,56000,0,2,7,0,2,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,7.5,30,10,1.99170124481328,16.3636363636364,95.8333333333333,4,0,4,8,1,0,0,6,6,0,0,0,2,4500,0,0,1,1,0,57,63,1,1,0,1,0
1,6,75,267640,13166.66667,2,1,5,0,1,5.90909090909091,5.625,7.5,20,7.5,11.25,19.0909090909091,2.65193370165746,30,52.2727272727273,1,10,2,3,0,0,0,3,3,0,1,0,1,900,0,0,0,0,0,39,39,1,1,0,1,0
0,6,100,240975,50000,6,0,2,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,11.25,18.5483870967742,10,0,0,0,0,0,0,5,2,0,0,0,0,0,NA,0,1,0,0,53,NA,1,0,0,1,30
1,6,25,376025,20416.66667,4,1,6,0,2,3.0952380952381,8.18181818181818,10.9090909090909,10,3.87096774193548,5.80645161290323,8.07692307692308,1.99170124481328,30,27.3809523809524,11,7,10,1,0,1,1,6,3,0,0,0,2,1800,1,1,1,3,3,50,50,1,1,0,1,130
1,6,50,424775,17000,3,1,5,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,3.91304347826087,19.0909090909091,2.27488151658768,16.3636363636364,52.2727272727273,10,4,0,9,0,0,0,7,13,0,1,0,0,900,1,1,1,0,0,52,52,1,1,1,0,52
0,6,100,632925,35000,1,2,6,0,3,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,19.0909090909091,1.59468438538206,16.3636363636364,18.5483870967742,0,0,0,12,1,1,1,3,3,0,2,0,NA,0,NA,0,1,0,0,36,59,0,1,0,1,16
1,6,100,381250,0,4,1,6,0,0,65,90,120,60,120,180,210,480,16.3636363636364,35.9375,21,5,7,8,0,0,0,10,4,0,8,0,0,1800,0,0,1,1,1,50,50,1,1,1,0,0
1,6,100,183425,3800,5,1,1,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,4.39024390243902,70,2.65193370165746,16.3636363636364,18.5483870967742,7,0,0,0,0,1,0,0,0,0,0,0,0,900,0,1,1,0,0,42,42,1,0,0,1,0
1,6,100,344775,32320,6,1,7,0,0,5.90909090909091,4.28571428571429,5.71428571428571,10,3.87096774193548,5.80645161290323,3.44262295081967,1.99170124481328,16.3636363636364,18.5483870967742,3,0,9,5,0,0,0,2,2,0,0,0,0,450,0,0,1,2,2,62,62,1,1,0,1,0
1,6,100,187700,1083.333333,2,0,3,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,2.95081967213115,3.44262295081967,2.27488151658768,30,9.42622950819672,5,0,0,3,1,0,0,5,2,0,0,0,0,600,0,0,1,0,0,68,68,1,0,0,1,0
0,6,100,120930,6500,2,0,3,0,0,5.90909090909091,90,1.9672131147541,5.45454545454545,3.87096774193548,4.39024390243902,3.44262295081967,1.99170124481328,5.80645161290323,18.5483870967742,2,5,9,2,0,0,0,5,2,0,0,0,0,NA,NA,NA,1,2,2,31,NA,1,0,0,0,0
1,5,100,180875,11500,0,1,3,0,0,10.8333333333333,1.47540983606557,1.69014084507042,1.93548387096774,1.9672131147541,2.53521126760563,3.44262295081967,1.32963988919668,16.3636363636364,9.42622950819672,6,0,4,0,1,1,0,4,1,0,0,0,0,1800,0,0,1,1,0,44,44,1,0,0,0,0
1,5,100,293650,22500,0,0,3,0,1,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,7.5,11.25,52.5,2.65193370165746,16.3636363636364,9.42622950819672,0,9,10,16,0,0,0,4,3,0,8,0,1,210,0,0,1,3,3,35,34,1,1,0,1,0
0,6,100,298245,24000,6,2,6,0,0,5.90909090909091,5,7.5,3.75,7.5,11.25,52.5,1.99170124481328,11.25,35.9375,2,4,10,9,0,1,0,8,5,0,0,0,0,NA,NA,1,1,3,3,71,75,1,0,0,1,0
1,5,100,293650,66000,1,1,6,0,0,10.8333333333333,11.25,15,1.93548387096774,0.991735537190083,2.95081967213115,2.95774647887324,1.99170124481328,2.95081967213115,9.42622950819672,7,0,9,0,0,0,0,4,2,0,0,0,0,0,0,0,1,2,2,59,59,1,1,0,0,0
0,6,50,149930,65000,1,2,5,0,1,5.90909090909091,2.90322580645161,3.87096774193548,3.75,5.71428571428571,3.91304347826087,6.7741935483871,2.65193370165746,8.57142857142857,27.3809523809524,5,0,1,0,0,0,0,4,2,0,0,0,0,1800,0,0,0,0,1,34,53,1,1,0,1,28
0,4,75,131025,583.3333333,0,1,4,0,0,3.0952380952381,5.625,7.5,5.45454545454545,3.87096774193548,5.80645161290323,3.44262295081967,1.59468438538206,30,18.5483870967742,0,8,1,5,1,0,0,3,0,0,0,0,NA,900,0,0,0,0,1,38,43,1,0,0,1,5.32
1,6,75,428150,211916.6667,7,2,5,0,0,3.0952380952381,8.18181818181818,10.9090909090909,5.45454545454545,7.5,4.39024390243902,35,2.65193370165746,30,35.9375,11,5,1,14,0,0,0,8,8,0,0,0,0,2700,0,0,0,0,1,72,73,1,1,1,1,6
1,6,100,250625,30000,2,1,6,0,0,5.90909090909091,5.625,7.5,10,10.9090909090909,1.48760330578512,10,3.17880794701987,5.80645161290323,35.9375,10,3,5,7,1,1,0,7,4,0,0,0,0,0,0,1,0,0,1,50,50,1,1,0,1,60
0,6,25,270090,47666.66667,7,1,9,0,1,8.125,1.95652173913043,2.60869565217391,2.85714285714286,5.71428571428571,8.57142857142857,13.125,15.4838709677419,8.57142857142857,9.42622950819672,15,2,1,3,1,1,0,8,1,0,0,NA,NA,900,1,0,0,0,1,64,67,0,1,0,1,3
1,6,100,231025,9500,1,1,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,3.52941176470588,6.7741935483871,2.65193370165746,8.57142857142857,18.5483870967742,1,0,10,12,0,0,0,11,4,0,0,0,0,900,0,0,1,3,3,51,51,1,0,0,1,25
1,5,100,180875,12000,0,0,4,0,0,5.90909090909091,0.989010989010989,1.9672131147541,2.85714285714286,7.5,2.95081967213115,6.7741935483871,3.17880794701987,8.57142857142857,35.9375,41,5,9,1,0,0,0,1,1,0,8,0,0,900,0,1,1,2,2,48,48,1,0,0,1,0
0,6,50,80655,18000,1,1,3,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,5.80645161290323,10,2.65193370165746,16.3636363636364,18.5483870967742,44,9,11,10,0,0,0,8,9,0,0,0,0,3600,0,0,1,1,1,59,62,1,0,0,1,170
1,3,100,136800,0,2,1,2,0,0,5.90909090909091,5.625,7.5,3.75,7.5,5.80645161290323,6.7741935483871,1.59468438538206,11.25,52.2727272727273,4,10,2,9,1,1,0,8,4,0,0,0,0,3600,0,0,0,0,0,54,54,1,0,0,1,0
0,5,100,153635,24450,4,1,3,0,0,5.90909090909091,4.28571428571429,5.71428571428571,10,30,4.39024390243902,5.1219512195122,1.99170124481328,30,6.31868131868132,8,0,12,0,0,0,0,8,9,0,0,0,0,420,0,1,1,1,2,50,58,1,0,1,1,0
1,6,25,227945,87500,1,2,4,0,1,3.0952380952381,15,20,10,2.92682926829268,4.39024390243902,6.7741935483871,2.27488151658768,5.80645161290323,52.2727272727273,4,3,1,0,1,0,0,6,5,0,8,0,1,900,1,1,0,0,1,50,50,1,1,0,1,0
0,6,100,430175,98333.33333,12,0,6,0,2,5.90909090909091,4.28571428571429,5.71428571428571,20,7.5,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,27.3809523809524,5,2,24,0,0,0,0,8,10,0,1,NA,NA,NA,NA,NA,1,0,1,67,NA,1,1,0,1,29
0,6,75,375415,14166.66667,8,0,5,0,2,5.90909090909091,5.625,7.5,10,10.9090909090909,2.95081967213115,3.44262295081967,2.65193370165746,16.3636363636364,9.42622950819672,5,5,23,0,0,0,0,8,1,0,8,0,1,900,0,1,1,3,3,59,70,1,1,0,1,0
0,4,75,65780,12000,0,0,3,0,0,5.90909090909091,2.90322580645161,3.87096774193548,3.75,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,18.5483870967742,1,0,9,5,1,1,0,2,1,0,0,0,0,450,0,1,1,2,2,33,36,1,0,0,1,0
1,5,75,200500,8416.666667,0,1,4,0,0,5.90909090909091,5.625,7.5,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,18.5483870967742,19,6,2,5,1,1,0,2,2,0,0,0,0,5400,0,1,0,0,0,44,44,1,0,0,1,0
0,6,100,109235,50000,3,1,4,0,1,5.90909090909091,2.90322580645161,3.87096774193548,10,4.61538461538461,2.95081967213115,6.7741935483871,2.65193370165746,30,27.3809523809524,1,0,4,8,0,0,0,2,3,0,0,0,NA,0,NA,NA,1,1,0,61,NA,1,1,0,1,4.5
1,6,100,145725,44000,10,0,2,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,1.97802197802198,19.0909090909091,3.96694214876033,16.3636363636364,27.3809523809524,10,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,74,75,1,1,0,1,6.65
0,4,100,160420,27600,9,0,1,0,0,3.0952380952381,2.90322580645161,1.31868131868132,10,3.87096774193548,1.97802197802198,10,2.27488151658768,20,9.42622950819672,2,0,23,7,0,1,0,6,2,0,0,0,0,0,NA,NA,1,1,0,62,NA,1,0,0,1,23.94
0,5,100,161900,5000,0,0,3,0,0,10.8333333333333,90,1.9672131147541,2.85714285714286,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,8.57142857142857,2.20306513409962,9,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,0,NA,1,0,0,54,NA,1,0,0,1,12
1,6,100,84700,16000,0,2,9,0,1,3.0952380952381,2.90322580645161,3.87096774193548,15,20,2.95081967213115,10,15.4838709677419,30,18.5483870967742,8,6,9,5,1,1,0,11,4,0,0,0,1,300,0,1,1,2,2,80,68,1,0,0,1,0
1,5,100,122462,6500,0,1,2,0,0,4.0625,5.625,7.5,2.85714285714286,3.87096774193548,5.80645161290323,19.0909090909091,1.99170124481328,11.25,18.5483870967742,4,5,9,5,1,1,0,4,2,0,0,0,0,7200,0,0,1,2,2,38,38,1,0,0,1,0
1,6,100,187700,1083.333333,1,0,3,0,0,2.09677419354839,1.47540983606557,1.9672131147541,1.93548387096774,1.9672131147541,2.95081967213115,6.7741935483871,2.65193370165746,4.39024390243902,12.5,27,4,1,1,0,0,0,4,3,0,0,0,0,0,0,1,0,0,1,49,49,1,0,0,0,26.6
1,6,100,214975,66500,4,1,9,0,0,3.0952380952381,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,35,1.99170124481328,8.57142857142857,18.5483870967742,21,0,9,6,0,0,0,2,4,0,8,0,0,420,1,1,1,2,2,58,58,1,0,0,1,23.94
0,6,100,414780,32500,5,1,5,0,0,4.0625,8.18181818181818,10.9090909090909,10,2.60869565217391,3.91304347826087,19.0909090909091,2.65193370165746,30,31.9444444444444,12,9,12,12,1,0,0,16,4,0,0,NA,0,900,0,0,1,3,3,55,67,1,1,0,0,21
