"sex","age_wife","age_h","MI_geo_proximity","MI_economic_capital","MI_human_capital","NW_total","non_rels","parents_kids","pat_rels","mat_rels","in_laws","far_rels","geo_distance_non_rels","geo_distance_rels","rels_in_NW","rels_in_NW_h","percent_rels_in_NW","percent_rels_in_NW_h","rels_econ_help","rels_econ_help_h","non_rels_econ_help","non_rels_econ_help_h","percent_rels_econ_help","percent_rels_econ_help_h","emot_support_rels","emot_support_rels_h","emot_support_non_rels","emot_support_non_rels_h","percent_rels_emot_support","percent_rels_emot_support_h","childcare_help_rels","childcare_help_non_rels","childcare_help_rels_percent","overall_help_rels","overall_help_rels_h","overall_help_non_rels","overall_help_non_rels_h","percent_overall_help_rels","percent_overall_help_rels_h","religion","religious_knowledge_scale","hh_total","kids_in_hh","familyBariReligiousBefore","familyBariReligiousAfter","religious_change","R_NUM_SIBS"
0,37,NA,-0.212330086794864,1.91727301576144,0.955240759680293,14,3,4,0,2,4,1,2,2.25,11,NA,1,NA,3.001,NA,0.001,NA,0.99966688874084,NA,5.001,NA,0.001,NA,0.999800079968013,NA,1.001,2.001,0.66655562958028,11.004,NA,2.004,NA,0.845940959409594,NA,0,-0.62696335078534,0.365183246073299,1.09031413612565,1,1,0,7
0,58,47,-0.385360159252585,-1.18914841288095,-0.54894812490937,6,0,2,0,0,2,0,NA,2.2,6,6,0.8,1,1.001,0,0.001,6,0.999001996007984,0,4.001,7,0.001,0,0.999750124937531,1,1.001,0.001,0.999750124937531,9.004,16,0.004,23,0.9995004995005,0.36,0,-0.62696335078534,-1.6348167539267,0.0903141361256545,1,0,-1,5
0,28,34,0.266267856564587,1.54613206049989,2.56127206682693,7,1,6,5,1,0,1,2,2.4,6,4,0.857142857142857,1,4.001,3,0.001,0,0.999750124937531,1,5.001,2,1.001,0,0.833222259246918,1,5.001,0.001,0.999750124937531,19.004,8,2.004,2,0.933217808584377,0.875,0,3.87303664921466,-1.6348167539267,-2.90968586387435,1,1,0,4
0,60,NA,1.0570165501499,-0.51621569749075,-0.880011621536119,6,1,2,2,0,2,0,4,2,5,NA,1,NA,1.001,NA,1.001,NA,0.5,NA,4.001,NA,0.001,NA,0.999750124937531,NA,2.001,0.001,0.999750124937531,8.004,NA,1.004,NA,0.899680255795364,NA,1,-2.62696335078534,-1.6348167539267,0.0903141361256545,1,-1,-2,6
1,50,50,0.0430296386796147,0.0305271711137758,0.300348365679921,9,1,2,1,0,0,4,2,2,8,7,0.75,1,4.001,3,1.001,3,0.999857183661811,0.5,3.001,2,1.001,4,0.749875062468766,0.4,3.001,0.001,0.9995004995005,13.004,14,5.004,8,0.749875062468766,0.692307692307692,0,-2.62696335078534,-1.6348167539267,0.0903141361256545,0,-1,-1,5
0,62,65,-0.24326290670937,-0.487652601173947,-0.876476412446897,18,1,8,0,0,10,2,2,1.84615384615385,17,6,0.75,1,5.001,1,1.001,0,0.999857183661811,1,13.001,11,1.001,1,0.909016542446828,0.928571428571429,2.001,0.001,0.9995004995005,21.004,18,1.004,4,0.947180134680135,0.884615384615385,0,0.87303664921466,0.365183246073299,0.0903141361256545,-1,0,1,7
1,60,60,-0.176595301923638,0.441157190439155,0.56281076928591,15,9,6,2,0,0,0,2.33333333333333,2.36363636363636,7,18,1,1,3.001,6,3.001,1,0.999750124937531,0.857142857142857,12.001,11,3.001,0,0.666629637858254,1,4.001,0.001,0.999750124937531,21.004,22,11.004,2,0.631523569023569,0.91304347826087,0,-0.62696335078534,3.3651832460733,2.09031413612565,1,1,0,5
1,65,66,-0.456071919909353,-0.395566570012822,-0.877724724029567,6,0,3,0,0,2,0,NA,2.4,6,6,0.857142857142857,1,2.001,3,0.001,0,0.9995004995005,1,3.001,4,0.001,0,0.99966688874084,1,1.001,0.001,0.99966688874084,10.004,14,0.004,0,0.999600319744205,1,0,-0.62696335078534,-1.6348167539267,0.0903141361256545,0,1,1,0
0,54,NA,0.113826560043872,-0.375509941064036,-0.332069029958381,15,1,6,0,0,7,0,3,2.6,14,NA,0.9375,NA,6.001,NA,0.001,NA,0.999888913574761,NA,4.001,NA,2.001,NA,0.599960015993603,NA,6.001,3.001,0.599960015993603,17.004,NA,1.004,NA,0.940968955785513,NA,0,-2.62696335078534,-0.634816753926701,0.0903141361256545,0,0,0,5
0,54,NA,0.113826560043872,1.09405281613196,0.826351048114936,8,1,3,0,1,5,0,2,2.22222222222222,7,NA,0.833333333333333,NA,1.001,NA,1.001,NA,0.999001996007984,NA,8.001,NA,0.001,NA,0.999857183661811,NA,3.001,0.001,0.99966688874084,13.004,NA,1.004,NA,0.922816728167282,NA,0,1.37303664921466,-0.634816753926701,-0.909685863874345,1,1,0,7
0,44,NA,0.00826995514308267,0.618887184781084,0.0617537253242411,11,0,2,0,2,2,0,NA,2,11,NA,0.833333333333333,NA,5.001,NA,0.001,NA,0.999857183661811,NA,4.001,NA,0.001,NA,0.999750124937531,NA,4.001,0.001,0.9995004995005,14.004,NA,0.004,NA,0.999733475479744,NA,0,-0.62696335078534,-1.6348167539267,0.0903141361256545,0,0,0,0
0,55,62,-0.0153793436997329,-0.839688014741339,-0.192697338669591,7,1,4,0,0,0,2,2,1.66666666666667,6,11,0.875,1,5.001,5,0.001,0,0.857040845472722,1,7.001,6,0.001,1,0.99987503124219,0.857142857142857,4.001,0.001,0.999750124937531,16.004,11,0.004,5,0.999789562289562,0.705882352941177,1,1.37303664921466,-1.6348167539267,0.0903141361256545,0,0,0,5
0,68,NA,0.0177909532953483,0.609948335364888,-1.10079476841858,12,0,4,0,NA,3,2,NA,2.16666666666667,12,NA,0.75,NA,1.001,NA,0.001,NA,0.999001996007984,NA,10.001,NA,0.001,NA,0.999900019996001,NA,5.001,0.001,0.999800079968013,18.004,NA,0.004,NA,0.999750124937531,NA,0,-2.12696335078534,14.3651832460733,3.09031413612565,0,0,0,4
1,59,59,-0.198588736132106,-0.551242226760412,-0.617057625052623,10,2,5,0,0,1,1,2,1.83333333333333,8,4,1,1,3.001,0,0.001,4,0.33344437041972,0,3.001,5,0.001,0,0.99966688874084,1,4.001,0.001,0.999750124937531,11.004,8,0.004,17,0.999636627906977,0.458333333333333,0,-2.62696335078534,-2.6348167539267,-0.909685863874345,0,0,0,2
0,59,NA,-0.339603047173321,-1.27551696519005,-0.765038058496684,7,1,0,8,0,1,2,2,2.55555555555556,6,NA,0.636363636363636,NA,2.001,NA,2.001,NA,0.99966688874084,NA,4.001,NA,1.001,NA,0.799880047980808,NA,3.001,0.001,0.999800079968013,10.004,NA,8.004,NA,0.33344437041972,NA,0,-2.62696335078534,-0.634816753926701,1.09031413612565,-1,1,2,4
0,39,51,-0.412371612256483,-1.14294528094648,1.13747093386364,10,0,4,0,1,0,2,NA,1.5,10,6,0.9,1,4.001,0,0.001,0,0.999800079968013,NA,6.001,5,0.001,0,0.999857183661811,1,1.001,0.001,0.999750124937531,12.004,13,0.004,1,0.999714448886351,0.962962962962963,0,1.87303664921466,-1.6348167539267,0.0903141361256545,0,1,1,4
0,59,NA,-0.173786868216233,-0.986339934657339,-0.75731871644948,9,6,5,0,0,NA,0,2,2.16666666666667,4,NA,1,NA,3.001,NA,1.001,NA,0.9995004995005,NA,3.001,NA,2.001,NA,0.666611129623459,NA,2.001,0.001,0.999750124937531,9.004,NA,3.004,NA,0.856938892061679,NA,0,-2.62696335078534,-0.634816753926701,0.0903141361256545,1,-1,-2,6
1,52,53,-0.27205483529596,-0.608758597059208,-0.548014925593035,10,0,2,0,2,2,0,NA,2.09090909090909,10,10,0.833333333333333,1,5.001,0,0.001,0,0.999750124937531,NA,5.001,9,0.001,6,0.999800079968013,0.6,2.001,0.001,0.999750124937531,14.004,24,0.004,4,0.999714448886351,0.842105263157895,0,-2.62696335078534,-2.6348167539267,-0.909685863874345,0,0,0,6
0,41,48,1.00827024164225,-0.578114655228405,0.214234942426394,11,0,0,1,2,1,3,NA,2.2,11,4,0.857142857142857,1,9.001,2,0.001,1,0.999833388870377,0.666666666666667,7.001,8,0.001,0,0.999857183661811,1,4.001,0.001,0.999800079968013,17.004,17,0.004,5,0.999750124937531,0.8,0,0.37303664921466,-1.6348167539267,0.0903141361256545,-1,0,1,5
1,41,40,-0.33547590758834,-0.866403112599617,0.579305804529207,11,0,3,0,2,3,0,NA,2.27272727272727,11,6,0.909090909090909,1,4.001,0,0.001,6,0.999857183661811,0,4.001,2,0.001,2,0.999750124937531,0.5,0.001,0.001,0.999750124937531,13.004,7,0.004,13,0.999714448886351,0.35,0,-0.12696335078534,-1.6348167539267,-0.909685863874345,0,0,0,4
0,53,NA,0.219559894765478,-0.0014143888140667,-0.674235704509556,10,0,6,0,0,2,1,NA,2.5,10,NA,0.8,NA,7.001,NA,0.001,NA,0.999888913574761,NA,7.001,NA,0.001,NA,0.999833388870377,NA,3.001,0.001,0.999750124937531,20.004,NA,0.004,NA,0.999750124937531,NA,0,-2.62696335078534,0.365183246073299,1.09031413612565,1,1,0,7
0,35,NA,-0.225774741274079,-0.427837749432415,0.723916879135737,13,1,2,3,0,3,1,2,3.4,11,NA,0.75,NA,5.001,NA,0.001,NA,0.999888913574761,NA,4.001,NA,0.001,NA,0.999750124937531,NA,6.001,0.001,0.999750124937531,13.004,NA,0.004,NA,0.999692496924969,NA,0,2.87303664921466,-1.6348167539267,-0.909685863874345,0,-1,-1,4
1,43,44,-0.295365054208555,-0.81680299620323,-0.275845172649099,6,1,1,0,0,3,0,2,2,5,6,0.8,1,2.001,1,1.001,0,0.9995004995005,1,3.001,6,0.001,0,0.99966688874084,1,1.001,0.001,0.9995004995005,10.004,16,1.004,0,0.908793604651163,1,0,-2.62696335078534,-2.6348167539267,-0.909685863874345,0,0,0,4
0,32,NA,-0.0850018623059772,0.936176345529943,1.72312968438827,7,1,4,2,1,0,0,2,2.30769230769231,6,NA,0.857142857142857,NA,2.001,NA,0.001,NA,0.9995004995005,NA,3.001,NA,0.001,NA,0.99966688874084,NA,5.001,0.001,0.5,9.004,NA,0.004,NA,0.9995004995005,NA,0,0.37303664921466,-2.6348167539267,-0.909685863874345,0,0,0,2
0,52,NA,-0.338194209951026,-1.1094612274193,-0.441949589786045,12,1,1,0,0,6,0,2,2.2,11,NA,0.818181818181818,NA,6.001,NA,0.001,NA,0.999857183661811,NA,5.001,NA,0.001,NA,0.999800079968013,NA,3.001,0.001,0.999750124937531,19.004,NA,0.004,NA,0.999764816556914,NA,0,0.87303664921466,-0.634816753926701,1.09031413612565,NA,1,1,5
0,37,NA,-0.314382193933225,-0.285470237199258,0.636444655669509,8,1,1,0,1,5,0,2,1.71428571428571,7,NA,0.714285714285714,NA,1.001,NA,1.001,NA,0.9995004995005,NA,3.001,NA,0.001,NA,0.99966688874084,NA,3.001,0.001,0.999750124937531,10.004,NA,1.004,NA,0.9163890739507,NA,0,-2.62696335078534,-2.6348167539267,-0.909685863874345,0,0,0,2
0,29,NA,-0.10346285640092,0.158883277069904,1.708299713746,8,3,2,2,0,0,0,4,2.54545454545455,6,NA,0.8,NA,3.001,NA,1.001,NA,0.4000199960008,NA,3.001,NA,0.001,NA,0.99966688874084,NA,4.001,0.001,0.99966688874084,11.004,NA,1.004,NA,0.874625374625375,NA,0,0.87303664921466,-1.6348167539267,-2.90968586387435,1,-1,-2,4
1,62,62,0.453258309643028,0.0197789402326719,-0.487467974718642,9,1,NA,2,0,1,2,2.5,2.1,8,7,0.5,1,4.001,2,0.001,1,0.999800079968013,0.666666666666667,6.001,0,0.001,9,0.99987503124219,0.166666666666667,4.001,0.001,0.9995004995005,15.004,17,0.004,7,0.999692496924969,0.647058823529412,0,0.87303664921466,0.365183246073299,-0.909685863874345,1,1,0,1
0,53,56,-0.317516495914461,1.51960424104758,-0.1581822467042,10,1,6,0,0,3,0,3.66666666666667,1.57142857142857,9,6,0.9,1,4.001,0,0.001,8,0.999750124937531,0,8.001,9,0.001,3,0.999857183661811,0.833333333333333,4.001,0.001,0.999800079968013,26.004,17,0.004,13,0.999818247909851,0.517241379310345,0,1.37303664921466,0.365183246073299,0.0903141361256545,1,1,0,4
0,68,78,-0.228661744038702,-0.138112844196897,-1.09504564867036,9,2,2,0,0,5,0,2,2.16666666666667,7,5,0.6,1,0.001,2,0.001,0,0.5,1,3.001,9,0.001,0,0.99966688874084,1,3.001,0.001,0.9995004995005,8.004,15,0.004,0,0.99955595026643,1,0,2.37303664921466,0.365183246073299,2.09031413612565,0,0,0,7
1,70,70,-0.169351047195516,0.409881307825492,-0.980888137106275,11,3,6,0,0,1,0,2,2.90909090909091,7,9,1,1,4.001,6,0.001,2,0.799880047980808,0.714285714285714,8.001,4,0.001,1,0.999833388870377,0.8,2.001,0.001,0.9995004995005,18.004,19,0.004,2,0.999789562289562,0.888888888888889,0,-1.62696335078534,1.3651832460733,0.0903141361256545,1,1,0,NA
1,64,64,-0.016900719090446,0.137433053723723,-0.487467974718642,14,0,3,0,0,4,4,NA,1.875,14,5,0.777777777777778,0.923076923076923,1.001,0,0.001,0,0.999001996007984,NA,4.001,6,0.001,1,0.999750124937531,0.857142857142857,3.001,0.001,0.9995004995005,10.004,14,0.004,3,0.999600319744205,0.869565217391304,0,-1.62696335078534,-0.634816753926701,-0.909685863874345,1,1,0,5
0,66,NA,0.113187001591949,-0.636352061500446,-0.574055595955787,10,2,5,0,0,1,0,2,2.11111111111111,8,NA,0.888888888888889,NA,2.001,NA,0.001,NA,0.99966688874084,NA,3.001,NA,0.001,NA,0.99966688874084,NA,6.001,0.001,0.999833388870377,11.004,NA,0.004,NA,0.999636627906977,NA,0,-2.12696335078534,-0.634816753926701,-1.90968586387435,0,1,1,5
1,60,60,-0.096413598183504,0.441157190439155,0.317277552506437,11,0,5,0,0,4,0,NA,1.54545454545455,11,10,0.8125,1,4.001,6,0.001,0,0.999857183661811,1,13.001,8,0.001,0,0.999888913574761,1,4.001,0.001,0.99966688874084,21.004,27,0.004,0,0.999846201168871,1,0,-0.62696335078534,4.3651832460733,8.09031413612565,0,1,1,6
0,53,NA,-0.058659934123078,-0.988305820547913,-0.580096572955173,13,0,4,0,0,3,1,NA,1.77777777777778,13,NA,0.769230769230769,NA,2.001,NA,0.001,NA,0.9995004995005,NA,4.001,NA,0.001,NA,0.999750124937531,NA,3.001,0.001,0.9995004995005,12.004,NA,0.004,NA,0.999692496924969,NA,0,-2.12696335078534,-1.6348167539267,0.0903141361256545,0,0,0,5
0,54,NA,-0.444811269786828,-0.699095863286632,0.16477640862199,13,4,3,0,0,3,0,2,1.85714285714286,9,NA,0.857142857142857,NA,4.001,NA,0.001,NA,0.33344437041972,NA,3.001,NA,0.001,NA,0.99966688874084,NA,4.001,1.001,0.833222259246918,10.004,NA,4.004,NA,0.736742424242424,NA,0,-0.62696335078534,-1.6348167539267,0.0903141361256545,1,1,0,2
0,39,40,-0.401673122200516,-0.223639426828986,1.44705581346146,17,0,6,0,0,3,0,NA,2.09090909090909,17,5,0.75,1,8.001,0,0.001,6,0.999857183661811,0,5.001,3,0.001,2,0.999800079968013,0.6,5.001,0.001,0.999750124937531,23.004,9,0.004,10,0.999851895734597,0.266666666666667,0,-2.62696335078534,-0.634816753926701,-0.909685863874345,1,0,-1,6
0,53,NA,-0.249414187586619,0.14939954021972,-0.0799290092552218,10,2,6,0,1,0,0,2,2.2,8,NA,0.8,NA,1.001,NA,1.001,NA,0.5,NA,5.001,NA,0.001,NA,0.999800079968013,NA,5.001,0.001,0.99966688874084,11.004,NA,1.004,NA,0.908793604651163,NA,0,-0.62696335078534,0.365183246073299,-0.909685863874345,1,1,0,2
1,67,67,-0.225690322723607,0.879813712909266,-0.913129017253309,17,2,5,0,0,4,3,2,2.28571428571429,14,5,0.9,1,11.001,2,0.001,0,0.99987503124219,1,10.001,6,0.001,2,0.999916680553241,0.777777777777778,11.001,0.001,0.99966688874084,39.004,14,0.004,3,0.999833388870377,0.884615384615385,0,3.87303664921466,7.3651832460733,3.09031413612565,1,0,-1,6
1,67,67,0.218331137411822,0.106997854323901,-0.653804810926371,11,1,8,0,0,0,1,2,2.6,10,9,0.909090909090909,1,0.001,2,0.001,0,0.5,1,7.001,8,0.001,0,0.999833388870377,1,3.001,0.001,0.999800079968013,16.004,20,0.004,3,0.999789562289562,0.875,0,-2.12696335078534,2.3651832460733,2.09031413612565,1,1,0,7
0,56,NA,-0.145672375553187,0.303540990128616,-0.475598071654581,8,0,3,0,0,3,0,NA,1.66666666666667,8,NA,0.714285714285714,NA,2.001,NA,0.001,NA,0.9995004995005,NA,2.001,NA,0.001,NA,0.9995004995005,NA,1.001,0.001,0.999750124937531,7.004,NA,0.004,NA,0.999429223744292,NA,1,2.37303664921466,-1.6348167539267,-1.90968586387435,0,1,1,4
1,34,37,0.154921740769751,-0.660342029989684,0.957646290455445,10,0,2,0,2,5,0,NA,2.2,10,6,0.727272727272727,1,7.001,1,0.001,0,0.999750124937531,1,5.001,3,0.001,0,0.999800079968013,1,4.001,0.001,0.99966688874084,19.004,11,0.004,4,0.999750124937531,0.862068965517241,0,-0.62696335078534,-1.6348167539267,-1.90968586387435,1,0,-1,7
0,45,47,-0.407126988278158,0.59373886574953,-0.458330884618011,17,0,8,0,0,0,1,NA,1.91666666666667,17,17,1,1,6.001,6,0.001,0,0.999888913574761,1,7.001,7,0.001,3,0.99987503124219,0.625,5.001,0.001,0.999833388870377,20.004,25,0.004,0,0.999777876499334,1,0,0.37303664921466,2.3651832460733,-2.90968586387435,0,0,0,4
0,62,65,0.124155160448506,0.631552689248396,-1.27394881439334,7,0,5,0,0,0,0,NA,2.14285714285714,7,9,0.857142857142857,1,4.001,5,0.001,0,0.999750124937531,1,5.001,6,0.001,1,0.999800079968013,0.833333333333333,1.001,0.001,0.999800079968013,12.004,16,0.004,1,0.999692496924969,0.916666666666667,0,-2.12696335078534,5.3651832460733,2.09031413612565,1,1,0,4
0,57,NA,-0.0159741725536697,-1.06152352245268,-0.645633698582728,13,0,5,0,0,3,1,NA,3.125,13,NA,0.833333333333333,NA,9.001,NA,0.001,NA,0.999750124937531,NA,5.001,NA,0.001,NA,0.999800079968013,NA,4.001,0.001,0.5,17.004,NA,0.004,NA,0.999800079968013,NA,0,-0.62696335078534,4.3651832460733,4.09031413612565,0,0,0,6
0,59,67,0.311982709746879,0.239182783898286,-0.262517647185879,12,0,6,0,1,3,0,NA,2.88888888888889,12,6,0.928571428571429,1,5.001,2,0.001,1,0.999750124937531,0.666666666666667,3.001,7,0.001,0,0.99966688874084,1,5.001,0.001,0.999750124937531,16.004,17,0.004,3,0.999750124937531,0.885714285714286,0,-2.12696335078534,1.3651832460733,0.0903141361256545,0,0,0,5
0,59,80,-0.39598330112144,0.684093510066479,0.548529955992415,17,0,2,0,0,11,1,NA,1.4,16,13,0.8,0.923076923076923,3.001,7,0.001,0,0.99966688874084,1,3.001,9,0.001,0,0.99966688874084,1,2.001,0.001,0.5,10.004,22,0.004,3,0.999600319744205,0.851851851851852,0,0.37303664921466,4.3651832460733,2.09031413612565,0,1,1,3
0,53,55,-0.465199905274959,0.496167800354659,-0.854953697164268,9,2,3,0,0,1,0,2,1.88888888888889,6,10,0.833333333333333,1,5.001,2,0.001,2,0.99987503124219,0.5,10.001,10,0.001,0,0.999900019996001,1,5.001,0.001,0.999800079968013,22.004,23,0.004,3,0.999826147426982,0.869565217391304,0,1.37303664921466,1.3651832460733,1.09031413612565,1,0,-1,6
1,74,73,0.125301760607369,0.758411444706953,-0.851157419311181,7,1,6,0,0,0,1,2,2.16666666666667,6,9,0.857142857142857,1,4.001,4,0.001,0,0.999800079968013,1,7.001,4,0.001,0,0.999857183661811,1,2.001,0.001,0.999750124937531,14.004,15,0.004,0,0.999733475479744,1,0,-0.12696335078534,5.3651832460733,2.09031413612565,1,1,0,4
0,66,71,-0.167266391998526,-0.41314454109148,-0.910546904282056,14,0,5,0,0,5,0,NA,1.85714285714286,14,4,0.75,0.833333333333333,4.001,3,0.001,0,0.999750124937531,1,6.001,5,0.001,0,0.999857183661811,1,4.001,0.001,0.99966688874084,16.004,12,0.004,2,0.999789562289562,0.91304347826087,0,-0.62696335078534,-0.634816753926701,0.0903141361256545,0,1,1,7
0,56,61,0.026154270429713,0.636398513188837,-0.576973321434529,12,3,1,0,0,7,1,2,1.8,9,7,1,1,4.001,0,0.001,6,0.999857183661811,0,9.001,11,0.001,0,0.999888913574761,1,8.001,0.001,0.9995004995005,19.004,31,0.004,13,0.999789562289562,0.555555555555556,0,-0.62696335078534,-0.634816753926701,1.09031413612565,1,1,0,5
0,36,35,0.369351915162568,0.586196093168519,1.51561290046888,9,0,4,1,0,2,1,NA,2.5,9,3,1,1,2.001,0,0.001,7,0.9995004995005,0,4.001,3,0.001,7,0.999750124937531,0.333333333333333,3.001,0.001,0.5,12.004,4,0.004,10,0.999714448886351,0.5,0,-2.62696335078534,-3.6348167539267,-1.90968586387435,0,1,1,4
0,59,NA,0.0529163622752297,-0.614921528313825,-0.498813240135914,9,0,3,0,0,3,0,NA,2,9,NA,0.846153846153846,NA,4.001,NA,0.001,NA,0.999800079968013,NA,9.001,NA,0.001,NA,0.999909107435012,NA,3.001,0.001,0.9995004995005,27.004,NA,0.004,NA,0.999866702212743,NA,0,1.87303664921466,2.3651832460733,2.09031413612565,0,1,1,5
0,54,57,-0.342529165075795,-0.75312086798781,-0.727618301935279,10,3,4,0,0,2,0,2,2.66666666666667,7,7,0.75,1,4.001,3,0.001,1,0.999833388870377,0.75,8.001,7,0.001,0,0.999833388870377,1,0.001,0.001,0.999750124937531,18.004,19,0.004,3,0.999777876499334,0.846153846153846,0,-0.62696335078534,0.365183246073299,1.09031413612565,1,0,-1,4
0,73,NA,0.256335149894423,-0.63335710918196,-1.42524890817779,7,0,3,0,0,0,1,NA,2.375,7,NA,0.857142857142857,NA,0.001,NA,0.001,NA,0.5,NA,5.001,NA,0.001,NA,0.999800079968013,NA,4.001,0.001,0.99966688874084,10.004,NA,0.004,NA,0.999600319744205,NA,0,-2.62696335078534,4.3651832460733,3.09031413612565,0,0,0,7
0,34,43,-0.138950294030946,0.478769606309346,1.32895488501246,5,0,4,0,0,0,0,NA,1.2,5,7,0.875,1,1.001,2,0.001,0,0.999001996007984,1,6.001,7,0.001,2,0.99987503124219,0.75,6.001,0.001,0.999857183661811,15.004,20,0.004,2,0.999733475479744,0.9,0,-0.62696335078534,0.365183246073299,-1.90968586387435,-1,0,1,6
0,42,NA,-0.0132857884674197,1.27972597980382,0.361121881658343,14,0,3,0,0,1,5,NA,2.25,14,NA,0.8,NA,5.001,NA,0.001,NA,0.999750124937531,NA,9.001,NA,0.001,NA,0.999888913574761,NA,7.001,0.001,0.999800079968013,21.004,NA,0.004,NA,0.999826147426982,NA,0,1.37303664921466,5.3651832460733,-1.90968586387435,1,1,0,0
0,46,48,-0.343674215333632,-0.201128521122366,0.34739910497112,NA,0,4,0,0,0,1,NA,1,4,5,1,1,0.001,0,0.001,0,0.5,NA,4.001,6,0.001,0,0.999750124937531,1,2.001,0.001,0.999750124937531,10.004,14,0.004,0,0.999600319744205,1,0,0.37303664921466,-1.6348167539267,0.0903141361256545,1,0,-1,6
1,28,31,-0.197628792067229,-0.797551088333045,1.81058194293054,12,0,5,0,0,2,0,NA,1.92307692307692,12,5,0.8,1,4.001,1,0.001,0,0.999750124937531,1,5.001,4,0.001,0,0.999800079968013,1,7.001,0.001,0.999800079968013,20.004,13,0.004,0,0.999764816556914,1,0,-0.62696335078534,-2.6348167539267,-1.90968586387435,0,0,0,0
0,36,NA,9.62002402283533,-0.578114655228405,0.297255048726862,NA,0,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.004,NA,NA,NA,NA,NA,1,-1.62696335078534,-3.6348167539267,-3.90968586387435,0,0,0,4
0,42,NA,0.700161705937535,-0.51621569749075,0.214234942426394,14,7,2,2,3,0,0,3,2.36363636363636,7,NA,0.8,NA,2.001,NA,3.001,NA,0.5,NA,2.001,NA,3.001,NA,0.400039984006397,NA,2.001,0.001,0.999800079968013,8.004,NA,8.004,NA,0.33344437041972,NA,0,-1.62696335078534,-2.6348167539267,-0.909685863874345,0,0,0,NA
1,57,57,0.0896577328116822,0.0781293085941938,-0.0984638502618068,10,0,6,0,0,2,4,NA,1.88,10,9,0.846153846153846,1,4.001,4,0.001,2,0.999750124937531,0.6,8.001,2,0.001,0,0.99987503124219,1,5.001,0.001,0.999800079968013,22.004,15,0.004,9,0.999826147426982,0.5,0,-2.12696335078534,3.3651832460733,1.09031413612565,0,1,1,5
0,33,NA,0.165777129632558,-0.095155117002809,1.68299212050041,9,3,4,0,0,2,1,2,2.125,7,NA,1,NA,5.001,NA,0.001,NA,0.666611129623459,NA,1.001,NA,2.001,NA,0.5,NA,6.001,1.001,0.749875062468766,14.004,NA,1.004,NA,0.940968955785513,NA,0,-0.62696335078534,NA,-1.90968586387435,1,0,-1,0
1,56,57,-0.206337619067195,-1.35335904145243,-0.579845189131984,13,0,4,0,0,4,0,NA,2.33333333333333,13,6,0.857142857142857,1,4.001,2,0.001,1,0.999833388870377,0.666666666666667,2.001,13,0.001,0,0.9995004995005,1,2.001,0.001,0.9995004995005,11.004,21,0.004,2,0.999600319744205,0.9,0,0.37303664921466,-2.6348167539267,-0.909685863874345,1,-1,-2,5
1,60,60,0.0524064236369451,0.739315102564319,-0.704705746791066,14,1,7,0,0,0,1,2.5,2.4,13,12,1,1,4.001,4,6.001,1,0.999800079968013,0.8,14.001,6,1.001,6,0.916597233794368,0.6,2.001,0.001,0.999750124937531,25.004,22,3.004,2,0.841961279461279,0.833333333333333,0,-2.62696335078534,4.3651832460733,5.09031413612565,1,-1,-2,8
0,60,63,-0.183594498456324,0.893143381478922,-1.01450543415896,6,0,4,0,0,1,0,NA,1.8,6,9,0.75,1,3.001,5,0.001,0,0.99966688874084,1,7.001,1,0.001,4,0.999857183661811,0.333333333333333,3.001,0.001,0.9995004995005,13.004,14,0.004,6,0.999692496924969,0.727272727272727,0,-2.62696335078534,4.3651832460733,2.09031413612565,1,1,0,5
1,56,56,-0.312957550819269,-1.18914841288095,-0.526103699312853,12,0,1,0,1,8,0,NA,2.2,12,9,0.75,1,7.001,6,0.001,0,0.999857183661811,1,4.001,8,0.001,0,0.999750124937531,1,4.001,0.001,0.999833388870377,14.004,22,0.004,2,0.999692496924969,0.909090909090909,0,2.37303664921466,-3.6348167539267,-2.90968586387435,0,1,1,2
0,50,62,0.251159552528599,0.775386940698273,1.84859028405089,9,3,3,0,0,4,0,2.66666666666667,2.625,7,5,0.8,1,3.001,2,2.001,3,0.666611129623459,0.4,5.001,3,0.001,0,0.999800079968013,1,0.001,1.001,0.66655562958028,9.004,11,5.004,10,0.764581373471308,0.375,0,2.37303664921466,-1.6348167539267,0.0903141361256545,1,0,-1,6
0,59,NA,0.534360690131426,-0.894108151421204,0.369954994000233,8,0,4,1,0,1,2,NA,2.625,8,NA,1,NA,0.001,NA,0.001,NA,0.5,NA,4.001,NA,0.001,NA,0.999750124937531,NA,2.001,0.001,0.9995004995005,8.004,NA,0.004,NA,0.9995004995005,NA,1,0.37303664921466,1.3651832460733,1.09031413612565,0,0,0,2
1,71,71,-0.317866806252451,0.409881307825492,-1.1724825425107,7,0,4,0,0,2,0,NA,2,7,4,0.8,1,2.001,0,0.001,1,0.9995004995005,0,5.001,1,0.001,1,0.999800079968013,0.5,4.001,0.001,0.999800079968013,19.004,7,0.004,7,0.999764816556914,0.416666666666667,0,-1.62696335078534,-0.634816753926701,0.0903141361256545,0,1,1,6
