"id","religion","skilledWork","skilledWorkWhich","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","No_in_hh","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","travel_in_bangladesh","labor_migrant_bari_in_bangladesh","gender","yearOfBirth","ageAtDeath","maritalStatus","mainOccupation","edulevel_years_of_education_values_0to19__blank_is_dont_know","inschool","educationmedium","husband_occupation","husband_years_education","husband_in_school","husband_ed_medium","watchTV_mins_per_month","relocate_MI","bank_vs_micro","institutionloan_vs_other","idhusband","foodSourceNow_h","skilledWork_h","MacArthurLadderPresent_h","MacArthurLadderTelephonePresent_h","listenRadio_h","useInternet_h","yearOfBirth_h","mainOccupation_h","travel_in_bangladesh_h","travel_abroad_h","watchTV_mins_per_month_h","bank_vs_micro_h","institutionloan_vs_other_h","total_income_h"
"36CFABE1-0368-9848-B769-DBE891C8F319","ISLAM",1,"PATI",2,"all from bazar",121155,4,10300,0,"more",5,0,0,10,60,60,5,30,90,30,150,5,60,7,1,"F",1987,0,2,18,8,"No","Bangla",12,7,"No","Bangla",0,0,0,0,"21407310-D259-6049-A7D2-1A3813781EC0","all from bazar",1,3,0,0,1,1982,12,5,2,900,0,1,0
"370A9077-EC5E-6C42-8305-5CA79C6567C4","ISLAM",0,NA,1,"all from bazar",160337,5,60300,7,"more",3,0,3,65,0,60,10,60,120,120,240,10,120,11,2,"F",1961,0,4,18,0,"No","No educaiton",10,4,"No","Bangla",5400,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718CFBB-6898-465A-AF57-B2808ACA7B64","HINDU",1,"HANDY CRAFT",2,"all from bazar",122462,10,9000,0,"more",3,0,0,30,30,30,2,5,5,30,210,2,20,10,0,"F",1974,0,2,18,8,"No","Bangla",8,7,"No","Bangla",2700,0,0,1,"0463400E-A1C2-224E-8325-2E430A6ABB77","all from bazar",1,3,0,0,0,1961,8,6,0,1800,0,1,10000
"372EB208-16EC-FE4D-89B4-F6ECC04C922E","ISLAM",1,"TAILOR",1,"all from bazar",344775,6,32320,2,"less",5,0,2,10,30,30,10,10,25,5,240,10,25,14,13,"F",1983,0,2,10,12,"No","Bangla",10,12,"No","Bangla",1800,1,0,1,"A4C56846-0ABC-B54A-836B-39F24561474D","all from bazar",0,5,0,0,1,1980,10,11,0,240,0,0,40000
"37908474-E485-4C44-B7D9-113F5F1CD015","ISLAM",0,NA,1,"all from bazar",80950,6,62000,5,"less",4,0,2,5,30,30,15,30,30,50,150,15,30,13,13,"F",1957,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",1800,0,0,0,"271C8699-4458-9843-9F97-EFAB120A285C","all from bazar",1,3,0,0,0,1951,12,6,0,900,0,1,13000
"383A9932-6B20-1F43-B4CE-6A9DD5D1B7BE","HINDU",0,NA,1,"all from bazar",181380,5,11416.6666666667,0,"less",3,0,0,10,30,30,10,10,60,30,90,10,10,5,10,"F",1974,0,2,18,0,"No","No educaiton",9,0,"No","No educaiton",900,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384ED69E-07DC-824B-A741-7E9E515361C0","ISLAM",0,NA,1,"all from bazar",402850,5,1e+05,4,"average",9,0,1,10,30,30,10,45,45,90,240,10,45,18,6,"F",1972,0,2,18,5,"No","Bangla",9,10,"No","Bangla",1800,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3853B589-4B85-3746-80E5-7B2FC1B99FBF","ISLAM",0,NA,1,"50 percent from own work",165195,9,18000,3,"less",5,0,0,20,30,30,15,30,30,60,180,15,30,11,14,"F",1957,0,4,0,0,"No","No educaiton",1,10,"No","Bangla",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3886A240-8434-6B4C-BCC3-9245968D3A1D","ISLAM",1,"MORA BANAY",1,"all from bazar",229175,5,37000,1,"average",4,0,1,5,45,45,10,15,15,15,180,10,15,4,3,"F",1984,0,2,18,9,"No","Bangla",10,5,"No","Bangla",900,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396D0CA3-3502-1242-9A03-C91625D00783","ISLAM",0,NA,2,"all from bazar",149735,9,11900,0,"more",2,0,0,20,40,40,10,10,60,30,120,20,20,16,3,"F",1969,0,2,18,0,"No","No educaiton",10,0,"No","No educaiton",0,0,0,1,"BFAAAE61-FD78-8447-8295-83B0A0CCD69F","all from bazar",0,0,3,0,0,1963,10,16,0,1800,0,1,17000
"3A54ADE8-2FE3-CF4E-9D0C-2B9ADB229B94","ISLAM",0,NA,2,"50 percent from own work",59045,6,27000,1,"less",3,0,0,15,30,30,15,30,30,20,180,20,30,3,6,"F",1952,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,0,"EB3DAA68-C443-2A47-9F6B-67279DB4AFAB","all from bazar",0,1,0,0,0,1944,0,6,0,0,0,0,5500
"3A8DC9EA-61BB-CA4A-8B28-92B2705D7021","ISLAM",0,NA,2,"25 percent from own work",84280,7,36375,3,"less",2,0,3,5,0,60,20,30,60,70,240,5,60,19,4,"F",1960,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",480,0,0,0,"3FA91B41-7927-AC4B-9CD6-6F8174910E42","50 percent from own work",0,2,0,0,0,1958,4,6,0,600,0,0,7000
"3AF0E16B-F464-B140-95E5-DD68004B61BB","ISLAM",1,"TAILORING",1,"50 percent from own work",299400,6,12166.6666666667,0,"average",2,0,0,10,20,20,10,10,30,10,150,10,10,5,6,"F",1970,0,2,18,8,"No","Bangla",2,5,"No","Bangla",900,0,0,1,"23F32056-B918-A34A-83CF-AEB69ECA60F5","75 percent from own work",0,4,0,0,0,1968,2,6,0,900,0,1,12000
"3B4269C0-C942-7C40-B60F-0A457C27AEA3","ISLAM",1,"Tailor",2,"all from bazar",251735,5,19100,1,"less",3,0,0,10,20,20,10,15,30,30,150,15,30,6,11,"F",1979,0,2,18,6,"No","Bangla",23,3,"No","Bangla",3600,0,0,1,"D036F20F-8FE6-3F4A-BCB3-E866086060CD","all from bazar",0,3,0,0,1,1978,23,6,0,1800,0,1,18000
"3B5908FA-1781-9449-8CAB-7AE34A1C79C9","ISLAM",0,NA,1,"all from bazar",141800,5,10000,2,"average",5,0,1,30,20,20,30,30,60,30,180,30,30,8,9,"F",1988,0,2,18,0,"0","0",13,5,"No","Bangla",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3BA1AF92-2849-5840-AEEA-EDDFD5C1AAF0","ISLAM",0,NA,3,"25 percent from own work",69955,5,13950,0,"less",2,0,0,30,40,40,30,30,40,30,210,30,30,5,5,"F",1973,0,2,18,5,"No","Bangla",4,0,"No","No educaiton",450,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3BB321FD-7740-AF47-878A-916341305743","ISLAM",0,NA,2,"all from bazar",204465,9,12500,10,"less",3,0,0,5,90,30,20,20,120,60,120,20,20,26,27,"F",1963,0,2,18,0,"No","No educaiton",6,0,"No","No educaiton",0,0,0,0,"2EA157DF-F67C-794D-BEFF-733C9ABC02B4","25 percent from own work",0,3,0,0,0,1968,2,6,0,0,0,1,4500
"3BD7964F-4254-FF4C-B658-C00C88709A93","ISLAM",0,NA,2,"all from bazar",122875,7,9000,3,"less",2,0,0,3,0,60,15,15,60,20,120,20,20,12,6,"F",1966,0,2,18,5,"No","Bangla",9,9,"No","Bangla",0,0,0,1,"EA21B94F-E511-6048-96C6-EC6DAE8629A3","25 percent from own work",0,3,0,0,0,1958,9,9,0,900,0,1,13000
"3C585ED9-405C-7B49-9382-11ECEAC60EAF","HINDU",0,NA,1,"all from bazar",108850,11,48000,8,"less",4,0,0,10,20,20,10,10,60,10,120,10,10,1,10,"F",1945,0,4,18,0,"No","No educaiton",4,0,"No","No educaiton",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3CC113D3-8F75-D540-8B9D-B921A640AA4A","HINDU",1,"HOGLA",1,"all from bazar",125645,10,30500,0,"average",4,0,0,15,45,45,5,30,30,30,180,30,30,4,2,"F",1948,0,4,18,0,"No","No educaiton",9,1,"No","Don't know",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3E64739D-90B1-1442-B809-05BC43B40E23","ISLAM",0,NA,2,"all from bazar",97695,9,6500,1,"average",1,0,0,25,30,30,15,30,30,25,240,15,30,1,2,"F",1954,0,4,18,0,"No","No educaiton",9,0,"No","No educaiton",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3EC4AB44-2BF7-EF4A-99D7-A7C13A80A448","ISLAM",0,NA,1,"75 percent from own work",396650,13,6333.33333333333,2,"average",5,0,2,7,25,25,8,20,30,20,240,20,30,6,10,"F",1953,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,0,0,"A183D9AD-44D4-7943-9EA8-1875311CFFE9","all from bazar",0,4,0,0,0,1947,1,5,0,0,0,0,32000
"3EC53681-AF22-2147-BF79-2DCE941F0A6F","ISLAM",1,"PATI,PAKHA",1,"75 percent from own work",189255,8,6583.33333333333,1,"more",4,0,0,10,30,30,10,10,15,10,120,10,10,16,8,"F",1983,0,2,18,9,"No","Bangla",2,5,"No","Bangla",0,0,0,0,"9145E251-3F45-2E4B-A3A0-236ECB28162E","75 percent from own work",0,4,0,0,0,1977,1,6,1,900,0,0,40500
"3ED58F06-3FE8-0448-AEEB-82D1BDC7DD51","ISLAM",0,NA,1,"all from bazar",249245,6,49000,2,"less",4,0,1,10,10,10,3,25,30,7,240,10,10,10,1,"F",1980,0,2,18,7,"No","Bangla",10,9,"No","Bangla",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3F2C96D9-069E-A644-A141-EA5805D33F98","ISLAM",0,NA,1,"75 percent from own work",193075,5,8333.33333333333,1,"less",5,0,0,10,10,10,7,15,60,20,240,20,20,1,4,"F",1956,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3FAD54F5-40B5-9446-9D4D-7E15A82260E1","HINDU",0,NA,2,"all from bazar",127425,4,0,4,"less",3,0,0,10,30,30,3,5,35,3,180,3,5,20,0,"F",1982,0,2,18,5,"No","Bangla",10,0,"0","0",0,0,0,0,"658D6DCB-0789-4546-BB87-3AF26CDAAA40","all from bazar",0,3,0,0,0,1974,10,12,0,1800,0,0,13400
"3FB2839A-DE6E-CB47-860A-E76E2A25BA2C","ISLAM",1,"KANTHA SEWING.",1,"all from bazar",192525,5,40000,3,"less",3,0,3,15,10,10,5,10,30,2,180,10,30,24,0,"F",1975,0,4,18,0,"0","0",0,0,"No","Don't know",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3FB58AC4-1920-9641-BE02-35D11DFE8C98","ISLAM",0,NA,1,"75 percent from own work",77125,6,2183.33333333333,1,"average",5,0,0,10,0,60,5,60,60,90,300,5,60,6,4,"F",1980,0,2,18,0,"0","0",2,8,"No","Bangla",1800,0,0,1,"25FBBF35-0EA6-6947-9EE0-443B3342FD2F","75 percent from own work",0,2,0,0,0,1978,2,6,0,900,0,0,7000
"3FD04800-B1CE-5F47-BCB8-9D6B4329D467","ISLAM",0,NA,3,"all from bazar",121595,6,3000,0,"less",3,0,0,10,0,60,10,20,60,20,240,20,60,11,2,"F",1975,0,2,18,0,"No","No educaiton",4,0,"No","No educaiton",0,0,0,1,"4B880BB3-50E6-4444-9313-C0D66FA25E70","25 percent from own work",0,4,0,0,0,1961,4,6,0,80,0,1,7500
"3FFAA2E3-E0C8-B04F-B758-43A2BB768CE4","ISLAM",0,NA,1,"all from bazar",416025,8,32500,9,"less",6,0,0,5,10,10,5,20,30,60,180,10,30,4,2,"F",1950,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",3600,0,0,0,"83F9CD69-A053-FF42-A881-61277B565DA1","all from bazar",0,5,0,0,0,1947,0,7,0,54000,0,0,9000
"400634F0-0849-7D49-85D3-69CD6CFB5B37","HINDU",0,NA,1,"25 percent from own work",157525,9,29500,1,"less",6,0,0,10,30,30,5,30,30,45,180,5,45,3,7,"F",1989,0,2,18,5,"No","Bangla",24,5,"No","Bangla",5400,0,0,0,"AEA15822-50F2-4E40-9C6F-C23E8F289F2A","all from bazar",1,4,0,0,0,1989,4,3,0,1800,0,1,12000
"40FB8BF2-7A59-754E-B647-9EF07C267D6D","ISLAM",0,NA,2,"all from bazar",99795,10,4500,4,"less",1,0,0,5,20,20,5,20,30,10,180,8,20,2,6,"F",1956,0,2,18,0,"0","0",0,0,"No","No educaiton",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41467FAB-C98E-824E-9DBE-15E7AB99952D","ISLAM",0,NA,1,"all from bazar",336725,13,118666.666666667,8,"less",4,0,2,0,0,0,5,10,10,10,240,5,25,10,3,"F",1953,0,2,18,0,"No","No educaiton",9,0,"0","0",0,1,0,0,"35F828E9-F4CC-CC48-9E52-AA28F26F3E16","all from bazar",0,4,0,0,0,1944,9,6,0,900,0,0,20000
"41B6B1F2-EC9F-4B48-BC80-62D04DBDA9CA","ISLAM",1,"PATI,DULA,CHALUN",1,"25 percent from own work",445370,11,65250,3,"less",6,3,2,10,10,10,2,10,20,0,180,2,20,13,2,"F",1963,0,2,18,8,"No","Bangla",1,0,"0","0",1800,0,0,0,"03700B6C-520B-5F4E-B2D7-353FB9E41018","50 percent from own work",0,5,0,0,0,1957,1,7,0,0,1,1,143000
"427B885D-5E95-C94B-BF4C-97772DF2F4FD","ISLAM",0,NA,1,"50 percent from own work",286835,10,8083.33333333333,0,"average",4,0,0,5,35,35,20,30,30,30,180,10,30,6,0,"F",1964,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4295CCBD-E4BC-2541-A996-DDA96472C160","ISLAM",0,NA,1,"all from bazar",232325,8,15000,10,"less",4,0,3,10,20,20,2,10,50,15,180,5,20,8,0,"F",1965,0,2,18,0,"No","No educaiton",9,4,"No","Bangla",1800,0,0,1,"28B3A672-591E-4846-BF5A-2C828590407A","all from bazar",0,4,0,0,2,1950,9,6,0,3600,0,1,30000
"42AB45F8-A191-0D46-8BC9-E65F2CB398DA","ISLAM",1,"Tailor",1,"all from bazar",145100,10,2000,6,"average",4,0,0,20,0,60,10,70,70,70,300,10,70,14,11,"F",1960,0,4,18,7,"No","Bangla",9,12,"No","Bangla",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432C8D8B-9AEE-224B-AC40-DB65042D5254","HINDU",0,NA,1,"all from bazar",379220,16,41000,1,"more",6,0,2,30,30,30,20,30,90,20,150,20,60,6,0,"F",1954,0,4,18,0,"No","No educaiton",0,0,"No","No educaiton",120,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43BC815B-9425-D54D-80A2-ED0F0ECACD5E","ISLAM",0,NA,1,"all from bazar",188400,5,10000,0,"average",5,0,0,5,20,20,5,15,90,30,240,5,60,8,7,"F",1977,0,2,18,0,"No","No educaiton",9,5,"No","Don't know",3600,1,0,1,"F62EBDEC-D69E-D048-BA2E-27F68A4A6D1F","all from bazar",0,4,0,0,0,1971,9,6,0,80,0,1,16000
"44338905-41EF-0044-AF06-CEF795342D6E","ISLAM",0,NA,2,"all from bazar",176845,5,50000,2,"less",5,0,1,10,30,30,10,30,30,40,180,10,30,15,23,"F",1988,0,2,18,8,"No","Bangla",10,0,"0","0",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44B2D52A-DF71-F349-BF79-5BF1BB67FD05","ISLAM",0,NA,1,"all from bazar",196875,7,46000,2,"less",5,0,1,30,10,10,10,10,30,60,180,10,30,12,17,"F",1987,0,2,18,8,"No","Bangla",10,9,"No","Bangla",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457D27D5-38BD-F945-A2AD-598C688092E8","ISLAM",0,NA,1,"all from bazar",343400,8,105583.333333333,3,"average",4,0,2,7,15,15,20,20,30,30,150,20,30,7,17,"F",1971,0,2,18,7,"No","Bangla",5,9,"No","Bangla",900,0,0,1,"9B9D7A9F-F3B8-2248-A372-148A7C28EE48","all from bazar",0,0,2,0,0,1958,9,10,0,80,0,0,15000
"4593CAED-21B9-0D48-AC9F-C5DB82BC15EB","ISLAM",0,NA,2,"50 percent from own work",207950,9,59933.3333333333,2,"less",3,0,3,30,0,60,30,120,180,20,60,10,30,2,8,"F",1959,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,0,0,"515335B1-6A91-4D40-8130-485CE5BF7B4B","50 percent from own work",0,3,0,0,0,1955,1,10,0,0,0,0,45000
"45E831D1-6ECC-A14E-A054-98A9C7B0CA35","ISLAM",1,"TAILORING,PATI BANANO",1,"all from bazar",232350,6,9500,0,"average",4,0,0,10,0,60,10,10,10,5,300,30,30,8,13,"F",1983,0,2,18,12,"No","Bangla",9,0,"0","0",1800,0,0,1,"B482DE05-B85C-1F48-A9E1-2CDBCFAC9595","all from bazar",0,5,0,0,0,1972,9,10,0,1800,0,1,15000
"45F88584-7E02-3640-8B38-F5B857563BCB","ISLAM",0,NA,3,"all from bazar",53095,10,5600,1,"less",2,0,0,40,30,30,10,60,60,40,240,10,60,12,6,"F",1959,0,2,18,0,"No","No educaiton",9,0,"0","0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45F8FD23-7998-0947-B1AF-593AD943E02C","ISLAM",0,NA,2,"all from bazar",185795,8,17000,2,"average",3,0,0,15,60,60,10,10,60,25,210,10,20,16,10,"F",1969,0,2,18,0,"0","0",10,0,"0","0",3600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47CC7F92-5033-4749-A6FF-8BF3998B6BBC","ISLAM",1,"Mat, Hand fan",2,"all from bazar",194225,5,53000,1,"average",5,0,0,20,0,60,10,30,90,10,120,5,60,14,12,"F",1950,0,2,18,2,"No","Bangla",0,0,"No","No educaiton",0,0,0,0,"BE4ADE93-149D-BA46-BBC8-B727CA83B457","all from bazar",0,3,0,0,0,1943,0,6,0,0,0,0,6000
"47E10D4F-4F69-FD44-8C25-5EDB2C16A0C0","HINDU",0,NA,1,"all from bazar",597125,11,130000,2,"average",5,0,2,30,10,10,10,10,80,30,120,10,10,16,5,"F",1961,0,2,18,0,"No","No educaiton",9,0,"No","No educaiton",0,1,0,0,"6E2C5910-55CA-E345-A91F-2FACC84307D6","all from bazar",0,5,0,0,0,1957,0,6,0,3600,0,0,15000
"47E27870-12FC-DA44-9E76-1C9CD310F11A","ISLAM",1,"MORA",1,"75 percent from own work",411225,5,5833.33333333333,1,"more",4,0,4,10,0,60,20,30,30,30,180,20,30,6,3,"F",1974,0,2,18,10,"No","Bangla",1,10,"No","Bangla",3600,0,0,0,"183DC19F-0C9E-D644-8B7F-85409FFD3722","75 percent from own work",0,5,0,0,0,1971,1,6,2,300,0,0,2e+05
"47F0960F-59E2-A543-B138-E371A0E8CDB2","HINDU",0,NA,1,"all from bazar",292600,3,24000,1,"more",6,0,2,10,10,10,10,10,45,10,240,5,10,11,4,"F",1977,0,2,18,14,"No","Bangla",10,14,"No","Bangla",3600,1,0,0,"B150E860-5793-FD4D-8E46-96B139778DDD","all from bazar",0,6,0,0,2,1975,10,4,0,1800,0,0,61300
"47FD1043-5D27-E54C-96BB-0214682D95CD","ISLAM",0,NA,5,"all from bazar",214225,5,0,1,"less",5,0,3,15,20,20,10,30,30,30,360,60,360,14,13,"F",1960,0,2,18,5,"No","Bangla",10,6,"No","Bangla",900,0,0,0,"EC549EB4-9379-BB4F-A145-9652C1F2E8AF","all from bazar",0,6,0,0,1,1971,10,7,1,900,0,0,40000
"48608AE3-95D2-3D40-A554-C8B4C10E9249","ISLAM",0,NA,1,"75 percent from own work",427350,5,63333.3333333333,2,"less",5,0,2,10,0,60,5,20,20,20,120,10,20,5,4,"F",1985,0,2,18,9,"No","Bangla",10,0,"0","0",5400,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48AAB21C-FA75-354A-83E4-133122365E95","ISLAM",1,"Pati bona",1,"75 percent from own work",90230,5,0,0,"less",5,0,0,20,60,60,15,60,60,60,240,15,60,3,1,"F",1990,0,2,18,5,"No","Bangla",4,5,"No","Bangla",30,0,0,1,"9CEDBE66-4ED1-FD46-926C-A885DFBD4B18","75 percent from own work",0,3,0,0,0,1984,4,6,0,0,0,1,9000
"48DD4A12-5947-0A48-A6E2-87605A8B9125","ISLAM",1,"PATI. PAKHA",2,"25 percent from own work",86450,4,5875,2,"less",3,0,0,30,30,30,5,30,30,30,180,30,30,12,2,"F",1982,0,2,18,7,"No","Bangla",10,0,"No","No educaiton",0,1,0,0,"83EE8AAD-A523-D54D-8B00-B8836C99ABDE","25 percent from own work",0,3,0,0,0,1972,10,10,0,0,0,0,5000
"48FD434D-AFEA-E548-B980-CF251600D7F3","ISLAM",0,NA,1,"all from bazar",487550,6,60500,1,"more",9,0,0,30,30,30,10,30,30,30,210,10,30,5,19,"F",1979,0,2,18,7,"No","Bangla",12,7,"No","Bangla",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499D4359-E1F7-2144-8557-D5085AC5BEB3","ISLAM",1,"Tailor",1,"all from bazar",243520,4,75000,2,"average",4,0,1,10,30,30,5,5,60,70,150,5,60,9,7,"F",1986,0,2,18,0,"0","0",9,4,"No","Bangla",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49F156BE-45E1-A247-AEF0-D9069CA3BF0F","ISLAM",1,"Pati banano.",1,"50 percent from own work",369380,9,74166.6666666667,4,"average",6,1,2,2,15,15,2,30,30,60,240,2,30,8,9,"F",1962,0,2,18,5,"No","Bangla",1,8,"No","Bangla",0,0,0,1,"873BDF3E-9B0F-3A46-9B78-09F00653C4B8","75 percent from own work",0,3,0,0,0,1959,1,5,0,900,0,0,22500
"4A302C98-B479-684A-828E-D47C8A4357D6","ISLAM",0,NA,1,"25 percent from own work",295250,3,29000,2,"average",8,0,0,5,10,10,5,20,20,2,210,5,20,14,10,"F",1968,0,2,18,14,"No","Bangla",11,14,"No","Bangla",0,0,0,0,"BB7285FD-E656-6F40-A787-0EFB71BD3BE6","all from bazar",0,5,0,0,0,1956,0,7,0,1800,0,0,39000
"4AA41350-175E-4249-BF88-3BC354A6C889","ISLAM",0,NA,2,"25 percent from own work",209700,6,4333.33333333333,0,"less",3,0,0,10,0,60,30,30,30,20,180,30,90,4,0,"F",1973,0,2,18,3,"No","Bangla",2,0,"0","0",0,0,0,0,"D093FE5A-CF3D-9745-9CF5-8198A18CEAA7","50 percent from own work",0,3,0,0,0,1971,4,5,0,2700,0,1,8000
"4AB0E27C-D6D9-6A41-9BC4-D94286BF1A80","HINDU",0,NA,1,"all from bazar",182385,10,16000,0,"average",2,0,0,10,0,60,10,10,5,5,120,5,90,2,10,"F",1960,0,4,18,5,"No","Don't know",9,5,"No","Bangla",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4AC8BE04-F546-674B-ACB3-DFF34E083761","ISLAM",0,NA,1,"all from bazar",287075,3,2000,4,"DK",5,0,0,15,30,30,10,20,20,60,180,15,60,9,0,"F",1958,0,5,18,0,"No","No educaiton",10,1,"No","Bangla",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4AD838D0-3263-1B47-BB99-ADA3A0214584","ISLAM",0,NA,2,"all from bazar",331520,10,51000,0,"more",8,0,0,5,0,60,60,60,30,30,240,60,240,4,17,"F",1948,0,4,18,5,"No","Bangla",9,0,"No","Don't know",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4AFE2755-4220-5D43-BA97-17B663956036","ISLAM",1,"TAILOR",1,"all from bazar",414225,9,211666.666666667,8,"less",6,0,1,30,30,30,7,60,60,10,240,20,20,17,19,"F",1962,0,4,18,0,"0","0",0,0,"No","No educaiton",3600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4B055EA0-9DAD-5A48-AC39-76E7E6210171","ISLAM",1,"NOKSHI KATHA",1,"25 percent from own work",345270,6,28000,0,"more",7,0,2,5,30,30,10,30,30,20,180,20,40,10,42,"F",1990,0,2,18,5,"No","Bangla",9,5,"No","Bangla",7200,1,0,0,"992CF1D8-BFF5-A543-B8AE-9918F1E9538F","50 percent from own work",0,4,0,0,0,1963,9,8,0,900,0,0,22000
"4B45F529-6DB8-9743-B1E4-9081B85D1317","HINDU",0,NA,1,"all from bazar",274975,4,25000,0,"less",3,0,0,15,20,20,6,10,5,5,180,5,15,10,0,"F",1988,0,2,18,7,"No","Bangla",9,6,"No","Bangla",1800,1,0,0,"0638F7C6-FAB6-A746-A1A4-B920CB99F867","all from bazar",0,4,0,0,0,1970,9,4,0,1800,0,0,12000
"4BC34671-5517-1040-92DC-54E582316918","ISLAM",1,"PATI,PAKHA",1,"all from bazar",216250,5,10000,2,"more",4,0,2,5,15,15,2,25,60,2,180,15,10,13,10,"F",1982,0,2,18,0,"0","0",0,12,"No","Bangla",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4C06909C-DAF8-D248-A79B-8DE4BE3CFAF3","ISLAM",0,NA,2,"all from bazar",152255,8,65000,1,"more",3,0,0,10,45,45,20,30,60,20,240,20,20,2,1,"F",1951,0,4,18,0,"0","0",0,0,"No","No educaiton",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4C6D6EC7-9217-C54B-B856-E519AFEF4C45","ISLAM",0,NA,1,"all from bazar",157960,6,30416.6666666667,2,"average",4,0,0,20,20,20,20,20,30,30,180,20,30,12,3,"F",1975,0,2,18,0,"No","No educaiton",10,5,"No","Bangla",1800,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4CEF32D2-1C74-0A48-83C6-3FDC0AC3AC6E","ISLAM",1,"Katha shali .",2,"all from bazar",89445,4,6000,1,"less",2,0,0,15,15,15,10,30,30,30,180,10,60,9,2,"F",1982,0,2,18,6,"No","Bangla",9,6,"No","Bangla",0,1,0,0,"8F226709-D0BC-4847-85F6-DA7B64509C4C","25 percent from own work",0,4,0,0,0,1978,9,8,2,900,0,0,10000
