id,religion,skilledWork,religiousEducationMuslim,religiousEducationFromSchool,religiousEducationFromReligiousLeader,religiousEducationFromFamily,religiousEducationFromTemple,religiousEducationFromNoOne,religiousEducationFromRelatives,religiousEducationNeverLearned,religiousEducationFromOthers,religiousEducationReadReligiousText,religiousEducationReadTextLevel,religiousEducationReadTextBangla,religiousEducationReadTextSanskrit,religiousEducationReciteText,religiousEducationMemorizeTextLevel,religiousEducationGoneOnUmrah,religiousEducationGoneOnHajj,religiousEducationNumberFamilyUmrah,religiousEducationNumberFamilyHajj,religiousEducationReadOtherHolyBooks,religiousEducationGoneOnPilgrimageIndia,religiousEducationGoneToHolyPlaces,religiousEducationNumberPilgrimageIndia,religiousEducationNumberHolyPlaces,assetPrimaryResidence,assetOwnHouse,assetInheritHouse,assetNumberOfHousesOwned,assetPrimaryResidenceAge,assetPrimaryResidenceRooms,assetPrimaryResidenceRoof,assetPrimaryResidenceRoofOther,assetPrimaryResidenceWall,assetPrimaryResidenceWallOther,assetPrimaryResidenceFloor,assetPrimaryResidenceFloorOther,assetPrimaryResidenceFuel,assetPrimaryResidenceToiletType,assetPrimaryResidenceToiletOwnShared,assetElectricity,assetElectricityYears,assetChargerLight,assetChargerLightNumber,assetElectricFan,assetElectricFanNumber,assetElectricLight,assetElectricLightDegree,assetSolarPanel,assetSolarPanelSize,assetGenerator,assetGeneratorNumber,assetTelevision,assetTelevisionNumber,assetFridge,assetFridgeNumber,assetQuilt,assetQuiltNumber,assetMattress,assetMattressNumber,assetCot,assetCotNumber,assetChair,assetChairNumber,assetSofa,assetSofaNumber,assetSofaSet,assetSofaSetNumber,assetRack,assetRackNumber,assetCabinet,assetCabinetNumber,assetTable,assetTableNumber,assetDressingTable,assetDressingTableNumber,assetCookingPotsDegree,assetChickenDucks,assetChickenDucksNumber,assetGoats,assetGoatsNumber,assetCowsOxen,assetCowsOxenNumber,assetRickshaw,assetRickshawNumber,assetAutorickshaw,assetAutorickshawNumber,assetBicycle,assetBicycleNumber,assetMotorcycle,assetMotorcycleNumber,assetCNGTomTom,assetCNGTomTomNumber,assetBoat,assetBoatEngine,assetShop,assetShopSize,assetTractor,assetTractorNumber,assetTubeWell,assetTubeWellOwn,assetDeepTubewell,assetPond,assetPondSize,assetPondOwn,assetMobilePhone,assetMobilePhoneNumber,assetSmartphone,assetSmartphoneNumber,assetComputer,assetComputerNumber,notesHouseholdAssets,notesFoodSecurity,FoodSecurity,landOwnedHouseAmount,landOwnedFarmAmount,landOwnedUnit,landInheritanceHusband,landInheritanceHusbandLater,landInheritanceRespondent,landPurchasedHusband,landPurchasedRespondent,foodSourceChildhood,foodSourceNow,notesLandInheritance,landPurchasedHusbandNA,landInheritanceHusbandNA,landInheritanceRespondentLater,landInheritanceRespondentNA,landPurchasedRespondentNA,WEALTH_TOTAL_VAL,familyBariSocialClassAfter,MacArthurLadderPresent,MacArthurLadderPast,id_Questionaire,id,gender,relationToRespondent,incomeTotalMonthly,incomeYearlyCrops,incomeMonthlyRentsInvestments,incomeMonthlyPension,remittance,incomeMonthlyRemittance,id_Questionaire,NoInHH,hh_income,HHInc_per_cap,,correlations
29322BE2-1C9D-3140-9924-8A28325E9963,Islam,1,1,,1,,,,1,,,,,,,,,1,1,1,1,,,,,,2,,,3,7,9,3,,3,,2,,1,3,own,1,7,1,5,1,9,1,average,1,M,,,,,1,2,1,10,1,9,1,9,1,6,1,,,10,1,2,1,6,1,2,1,2,more,,,,,,,,,,,,,,1,,,,,1,own,,,1,,,1,M,own,,12,1,2,,,,,1,0,0,,1,,,,,75 percent from own work,25 percent from own work,,,,,,,1075475,2,6,4,29322BE2-1C9D-3140-9924-8A28325E9963,E8EF3118-5F9D-2841-B629-6832A0AB7715,F,Respondent,,,,,No,,29322BE2-1C9D-3140-9924-8A28325E9963,13,NA,,,
2AF1A838-7F8D-3C49-A5AE-ADFF6964DC08,ISLAM,,1,,1,1,,,,,,1,Can,,,,,,,1,1,,,,,,1,,,1,60,5,2,,2,,2,,2,2,own,1,40,1,2,1,5,1,more,1,S,,,1,2,1,1,1,7,1,5,1,5,1,6,1,6,,,,,1,2,1,3,1,2,average,1,9,,,,,,,,,,,,,,,,,,,,,1,own,1,1,M,own,1,1,1,4,,,,,1,0,0,0,,,,,,25 percent from own work,all from bazar,,,,,,,518125,2,5,7,2AF1A838-7F8D-3C49-A5AE-ADFF6964DC08,F96B06CF-E209-C649-BAC3-3608E1F2B870,F,Respondent,,,,,No,0,2AF1A838-7F8D-3C49-A5AE-ADFF6964DC08,10,NA,,,
2B32C751-B571-B04F-9AD8-4645277169F4,HINDU,,,,,1,,,,,,1,Can,1,,1,Little,,,,,,,1,5,5,1,1,,1,150,3,3,,3,,2,,1,2,shared,1,35,1,1,1,3,1,average,,,,,1,1,1,1,1,2,1,3,1,3,1,2,1,,,1,1,1,1,1,1,1,1,1,average,,,,,,,,,,,1,1,,,,,,,,,,,1,shared,,1,M,shared,1,2,,,,,,,1,0,0,0,,,,,,all from bazar,all from bazar,,,,,,,202925,2,3,3,2B32C751-B571-B04F-9AD8-4645277169F4,83D858F9-1B35-E54B-A177-41A408B2D214,F,Respondent,0,0,0,0,No,0,2B32C751-B571-B04F-9AD8-4645277169F4,4,0,0,,
2B5F16FC-5791-2A4F-8B5E-3FFB14D005FA,ISLAM,,1,,1,,,,,,,,,,,,,,,0,1,,,,,,1,1,1,1,8,5,2,,2,,2,,1,2,own,1,1,1,1,1,3,1,less,1,M,,,,,1,1,1,3,1,3,1,3,1,6,1,,,1,,,1,1,1,2,,,average,1,4,,,1,4,,,,,,,,,,,1,non-engine,,,,,1,own,,,S,own,1,1,,,,,,,1,8,16,5,1,,,,,all from own work,75 percent from own work,,,,1,,,505425,2,5,5,2B5F16FC-5791-2A4F-8B5E-3FFB14D005FA,CB882EDF-BE00-AA49-8135-CB076391CD98,F,Respondent,0,0,0,0,Yes,5000,2B5F16FC-5791-2A4F-8B5E-3FFB14D005FA,8,32000,4000,,
2B6EAE86-5927-524D-8978-54AE2E337DFF,ISLAM,1,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,,1,20,3,3,,3,,2,,1,2,own,1,26,1,2,1,3,1,average,,,,,1,1,1,1,1,4,1,3,1,3,1,4,1,,,1,1,1,1,4,1,1,,,average,1,8,,,,,,,,,,,,,,,,,1,S,,,1,own,1,1,M,shared,1,2,1,1,,,,,1,2.5,0,1,1,,,,,75 percent from own work,all from bazar,,,,,,,305500,2,5,3,2B6EAE86-5927-524D-8978-54AE2E337DFF,5D1B5FD5-894B-C740-A97D-8D6B0FFEFC19,F,Respondent,0,0,0,0,No,0,2B6EAE86-5927-524D-8978-54AE2E337DFF,8,12000,1500,,
2B9585E7-700A-EF4F-A946-08D7B1F7394E,Islam,,1,,1,,,,,,,,,,,,,,,1,0,,,,,,1,1,,2,2,4,3,,3,,1,,1,2,own,,,1,2,,,,,1,L,,,,,,,1,14,1,6,1,5,1,9,1,,,1,,,1,2,1,2,,,average,1,9,,,,,,,,,1,1,,,,,,,,own,,,1,,,1,L,shared,1,2,1,1,1,1,,,1,6,21,1,,,1,,,25 percent from own work,25 percent from own work,,,,,,,397225,2,6,3,2B9585E7-700A-EF4F-A946-08D7B1F7394E,A1FD83F2-C041-D94A-8B02-E7D3C5A3733F,F,Respondent,,,,500,Yes,15000,2B9585E7-700A-EF4F-A946-08D7B1F7394E,9,NA,,,
2BB50B79-85AE-A741-804E-97B6171A59BE,ISLAM,,1,,1,,,,,,,1,Good,,,,,,,1,0,,,,,,1,1,1,1,35,6,3,,2,,2,,1,2,own,1,14,1,2,1,4,1,average,,,,,1,1,1,1,1,6,1,4,1,4,1,8,,,,,1,1,1,3,1,3,,,more,1,3,,,1,1,,,,,,,,,,,,,,,,,1,own,,1,M,own,1,2,1,1,,,,,1,20,130,1,1,,1,1,,75 percent from own work,50 percent from own work,,,,,,,432125,2,4,3,2BB50B79-85AE-A741-804E-97B6171A59BE,DF4EF194-5C6B-F843-AE0D-D5864A02A784,F,Respondent,0,0,0,0,No,0,2BB50B79-85AE-A741-804E-97B6171A59BE,8,5000,625,,
2BF0545B-019A-DC49-AA2E-908EC44A177A,Islam,1,1,,1,1,,,,,,1,Can,,,,,,,0,4,,,,,,1,1,1,1,95,2,3,,3,,1,,1,3,own,1,2,1,1,1,2,1,average,1,L,,,1,1,1,1,1,4,1,2,1,2,1,2,,,,,1,1,1,2,1,2,,,average,,,,,,,,,,,1,1,1,1,,,,,1,M,,,1,,,1,L,shared,1,2,1,1,1,1,,,1,27,0,1,1,,1,1,,all from bazar,all from bazar,,,,,,,410105,2,5,4,2BF0545B-019A-DC49-AA2E-908EC44A177A,E08B8A76-6FA7-CD4B-9A75-DC1F0A9A7CA9,F,Respondent,1000,,,,No,,2BF0545B-019A-DC49-AA2E-908EC44A177A,4,NA,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,ISLAM,1,1,,1,,,,,,,1,Can,,,1,Little,,,0,2,,,,,,1,1,1,1,80,3,3,,3,,1,,1,3,own,1,1,1,3,1,5,1,less,,,,,,,1,1,1,6,1,6,1,3,1,4,,,,,1,1,1,2,1,2,,,average,1,11,,,1,1,,,,,,,,,,,1,non-engine,,own,,,1,,1,1,L,shared,1,1,,,,,,,2,0,60,1,,1,,1,,all from own work,all from bazar,,,,1,,,268050,2,4,2,2BF9D548-A943-1A42-A194-A758B076AF5B,85D4A1B0-CF64-F944-97D9-9B811F5DC1D8,F,Respondent,0,0,0,0,No,0,2BF9D548-A943-1A42-A194-A758B076AF5B,12,37000,3083.333333,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,ISLAM,1,1,,1,,,,,,,1,Can,,,,,1,,1,4,,,,,,1,1,1,2,100,5,3,,3,,1,,1,1,own,1,15,1,1,1,4,1,average,,,,,1,1,1,1,1,8,1,5,1,5,1,6,1,,,5,1,1,1,3,1,1,,,more,1,11,,,1,4,,,,,,,1,1,,,1,non-engine,,,,,1,own,,1,M,shared,,2,,3,,,,,1,6,54,1,1,,,,,all from own work,25 percent from own work,,,,,,,739130,3,10,10,2C6F2A94-8E91-C142-8D5D-49204E71F705,F35C6AAD-FEB9-2F4F-AC94-17876739E718,F,Respondent,1000,0,0,0,Yes,4000,2C6F2A94-8E91-C142-8D5D-49204E71F705,12,48000,4000,,
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,ISLAM,1,1,,1,1,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,,1,24,3,3,,3,,1,,1,2,own,1,12,1,1,1,3,1,average,,,,,1,1,1,1,1,5,1,4,1,4,1,10,,,,,1,1,,,1,2,1,1,average,1,13,,,,,,,,,,,,,,,,,,own,,,1,,1,1,M,own,1,1,1,1,1,1,,,1,56,170,1,,,,1,,all from own work,75 percent from own work,,,,,,,281950,2,6,4,2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,1AF5E2A6-54B1-E141-8F94-9F2CAB05F639,F,Respondent,,31000,,,No,,2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,8,NA,,,
2C9161D6-39C4-574F-BF34-AC2179E73EF3,Islam,1,1,,1,1,,,,,,,,,,,,,,0,1,,,,,,1,1,,1,100,4,3,,3,,1,,1,3,own,,,1,1,,,,,1,L,,,,,,,1,2,1,1,1,2,1,4,,,,,,,1,1,1,1,,,average,,,,,,,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,2,,,,,,,1,5,0,1,,,,,,25 percent from own work,all from bazar,,,,,,,126965,2,4,2,2C9161D6-39C4-574F-BF34-AC2179E73EF3,E38B2B70-102B-614B-A07B-33D6D6E45DF1,F,Respondent,0,0,0,0,Yes,6000,2C9161D6-39C4-574F-BF34-AC2179E73EF3,9,30000,3333.333333,,
2C94506B-2808-3D4F-A8D1-A92616B39808,ISLAM,,1,,1,,,,,,,,,,,,,1,,1,0,,,,,,1,1,1,1,0,3,3,,3,,1,,1,3,own,1,30,1,1,1,2,1,average,,,,,1,1,,,1,2,1,2,1,2,,,,,,,1,1,1,1,1,1,,,average,1,2,,,,,,,,,,,,,,,,,,shared,,,1,,,,,,1,1,1,1,,,,,1,12,108,1,1,,,,,all from own work,all from bazar,,,,,,,152875,2,6,5,2C94506B-2808-3D4F-A8D1-A92616B39808,BB255162-C081-544F-B9F1-9C2506ADE3AD,F,Respondent,,,,,No,,2C94506B-2808-3D4F-A8D1-A92616B39808,12,NA,,,
2CAFCDBA-4331-2140-B198-60FA4296FCF7,Islam,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,1,1,200,4,3,,3,,1,,1,3,shared,1,8,,,1,3,1,average,1,S,,,,,1,1,1,4,1,3,1,3,1,3,,,,,1,1,1,1,1,2,,,average,1,6,,,,,,,,,,,,,,,1,non-engine,,,,,1,own,,,,,1,1,,,,,,,1,8,0,1,1,,,,,50 percent from own work,25 percent from own work,,,,,,,191340,1,3,1,2CAFCDBA-4331-2140-B198-60FA4296FCF7,633D180A-9DF6-584B-97FA-26BEEE6B7123,F,Respondent,0,0,0,0,Yes,3000,2CAFCDBA-4331-2140-B198-60FA4296FCF7,10,50000,5000,,
2D267D92-2CCE-274D-8B45-15E729AFF9B5,ISLAM,1,1,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,1,1,0,3,3,,3,,1,,1,3,own,1,10,1,1,1,3,1,average,,,,,,,,,1,4,1,3,1,3,1,2,1,,,5,1,1,1,3,1,1,,,average,1,3,,,,,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,1,1,1,,,,,1,3,0,3,1,,,,,all from own work,all from bazar,,,,,,,291900,2,6,5,2D267D92-2CCE-274D-8B45-15E729AFF9B5,BC7C18AC-12DF-9B4C-8048-0DB28220149A,F,Respondent,0,0,0,0,No,0,2D267D92-2CCE-274D-8B45-15E729AFF9B5,10,40000,4000,,
2D903A55-C33A-3444-8F9C-918430DC1004,ISLAM,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,2,1,1,1,0,3,3,,3,,1,,1,3,own,1,6,,,1,1,1,less,,,,,,,,,1,4,1,2,1,3,1,4,,,,,1,1,1,1,1,1,,,less,1,1,,,,,,,,,,,,,,,,,,,,,1,shared,1,1,L,shared,1,2,,,,,,,1,0,0,0,1,,,1,,all from own work,all from own work,,,,,,,147545,2,10,6,2D903A55-C33A-3444-8F9C-918430DC1004,C3571154-59BC-5C4D-8061-F7C1B7119E0C,F,Respondent,0,0,0,0,No,0,2D903A55-C33A-3444-8F9C-918430DC1004,6,6000,1000,,
2DF71B65-A044-C942-B848-E640338F8EEF,ISLAM,1,1,,1,,,,,,,1,Can,,,,,,,0,3,,,,,,1,1,1,1,300,1,3,,3,,1,,1,3,shared,1,20,1,2,1,1,1,less,,,,,,,,,1,2,1,1,1,1,1,3,,,,,1,1,,,,1,,,less,,,,,,,,,,,,,,,,,,,,,,,1,shared,,1,M,own,1,2,,,,,,,1,0,0,0,1,,1,,,50 percent from own work,all from bazar,,,,,,,63990,2,4,3,2DF71B65-A044-C942-B848-E640338F8EEF,382D6054-A644-D349-A69F-719EC856EBFD,F,Respondent,0,0,0,0,No,0,2DF71B65-A044-C942-B848-E640338F8EEF,3,12000,4000,,
2EF41874-1336-8041-BD42-7C09133D04BB,Islam,1,1,,,1,,,1,,,,,,,,,,,0,0,,,,,,1,1,1,1,100,3,3,,3,,1,,1,2,shared,1,20,1,2,1,2,1,average,,,,,1,1,1,1,1,3,1,2,1,3,1,4,,,,,1,1,1,2,1,1,,,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,3,5,0,,1,,,,,all from bazar,all from bazar,,,,,,,185700,1,3,4,2EF41874-1336-8041-BD42-7C09133D04BB,75029774-8C8E-5345-8F28-DF47B6637C3B,F,Respondent,,,,,,,2EF41874-1336-8041-BD42-7C09133D04BB,13,NA,,,
2F94CEAC-93C3-0142-AEEE-378D98068C3A,ISLAM,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,,1,200,4,3,,3,,1,,1,3,own,1,13,1,,1,2,1,average,,,,,1,1,1,1,1,4,1,2,1,3,1,3,,,,,1,1,1,1,1,1,,,average,1,19,1,6,1,1,,,,,,,,,,,,,,own,,,1,,,1,M,own,1,2,1,1,,,,,1,10,24,1,1,,,,,all from own work,50 percent from own work,,,,,,,278065,1,2,1,2F94CEAC-93C3-0142-AEEE-378D98068C3A,F03B8DC8-4EE1-0D4E-947A-262603A50D22,F,Respondent,,,,,No,,2F94CEAC-93C3-0142-AEEE-378D98068C3A,9,NA,,,
2FD452B7-1F27-4746-9F80-7F318DF61440,ISLAM,,1,,1,,,,,,,,NA,,,,NA,,,0,1,,,,,,1,1,1,1,200,3,3,,2,,1,,1,3,own,1,5,,,1,3,1,less,,,,,,,,,1,8,1,4,1,4,1,2,,,,,1,2,1,2,1,2,1,1,less,1,1,,,1,3,,,,,,,,,,,,,1,S,,,1,own,,1,S,shared,1,3,1,1,,,,,1,0,2.5,6,1,,,,,75 percent from own work,75 percent from own work,,,,,,,272145,1,,6,2FD452B7-1F27-4746-9F80-7F318DF61440,BAB2E6AC-9C06-FC4C-ACF6-90793D266A17,F,Respondent,,,,,No,0,2FD452B7-1F27-4746-9F80-7F318DF61440,15,NA,,,
2FDF12DF-4448-1049-962D-23D1530A51AD,Islam,,1,,1,,,,,,,,,,,,,,,1,0,,,,,,1,1,1,1,100,3,3,,3,,1,,1,3,shared,1,6,1,1,1,2,1,average,1,M,,,,,,,1,3,1,2,1,2,1,4,,,,,1,1,1,1,1,1,,,average,,,1,2,,,,,,,,,,,,,,,,,,,1,shared,,1,L,shared,1,2,1,1,,,,,2,0,0,,1,,1,,,25 percent from own work,all from bazar,,,,,,,143125,2,5,3,2FDF12DF-4448-1049-962D-23D1530A51AD,FCAB2090-3BFF-A44A-9876-3AB198D26381,F,Respondent,,,,,No,0,2FDF12DF-4448-1049-962D-23D1530A51AD,6,NA,,,
304C7FBC-4B5E-834A-A238-59D93500B7A6,Islam,,1,,1,,,,,,,1,,,,,,,,0,0,,,,,,5,,,1,100,2,3,,3,,1,,,3,own,1,12,1,2,1,2,,,,,,,,,,,1,3,1,1,1,2,1,2,,,,,,,1,1,1,2,,,average,1,6,,,1,2,,,,,,,,,,,,,,,,,,,,1,L,shared,1,1,,,,,,,3,0,0,1,,1,,,,50 percent from own work,50 percent from own work,,,,,,,135114,1,3,5,304C7FBC-4B5E-834A-A238-59D93500B7A6,126C759E-E6C4-FB49-80EF-A132118774DB,F,Respondent,,,,,No,0,304C7FBC-4B5E-834A-A238-59D93500B7A6,5,NA,,,
30B92210-726C-5040-A12D-95A18C8382E9,ISLAM,1,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,1,1,200,3,3,,3,,1,,1,3,own,1,25,1,2,1,3,1,average,,,,,,,,,1,3,1,2,1,3,1,6,,,,,1,1,1,2,1,1,,,average,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,L,shared,1,2,1,1,,,,,2,5,100,1,1,,,,,all from own work,all from bazar,,,,,,,147975,2,5,5,30B92210-726C-5040-A12D-95A18C8382E9,70717A8A-6B51-3247-9FB7-0DEBF0358110,F,Respondent,0,0,0,0,No,0,30B92210-726C-5040-A12D-95A18C8382E9,10,0,0,,
30C53B6F-1A68-5D4E-81FF-8B8CD4AF03B7,ISLAM,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,2,,1,1,48,4,2,,2,,2,,1,2,own,1,3,1,2,1,2,1,average,1,M,,,1,2,1,1,1,6,1,2,1,3,,,,,,5,,,1,1,1,1,1,1,average,1,7,,,,,,,,,,,,,,,,,,own,,,1,,,1,L,shared,1,1,1,1,,,,,1,20,82,1,1,,,,,25 percent from own work,all from bazar,,,,,,,430175,2,10,9,30C53B6F-1A68-5D4E-81FF-8B8CD4AF03B7,28FAF0FA-83BF-F340-9232-12FFE9FC08F3,F,Respondent,,,,,Yes,3000,30C53B6F-1A68-5D4E-81FF-8B8CD4AF03B7,12,NA,,,
30D08DE3-156C-3046-92CD-9746C22506B7,ISLAM,,1,,,,,,,,,1,Good,,,,,,1,0,1,,,,,,1,1,1,2,200,3,3,,3,,1,,1,3,own,1,4,,,1,2,1,average,1,S,,,,,,,1,3,1,2,1,3,1,2,,,,,1,1,1,2,1,1,,,average,1,6,,,1,2,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,1,1,2,,,,,1,0,0,0,1,,,,,all from own work,all from bazar,,,,,,,258500,2,7,6,30D08DE3-156C-3046-92CD-9746C22506B7,8F0E0B8C-F042-074A-A4D3-F4087111997A,F,Respondent,0,0,0,0,No,0,30D08DE3-156C-3046-92CD-9746C22506B7,11,20000,1818.181818,,
310E7C77-1F21-A24E-9938-94EE5351EB1D,ISLAM,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,1,1,,1,0,3,3,,3,,1,,1,3,own,,,,,,,,,1,S,,,,,,,1,3,1,1,1,3,1,2,,,,,1,1,1,1,1,1,1,2,average,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2,30,7,1,,1,,,,75 percent from own work,25 percent from own work,,,,,,,155325,3,5,7,310E7C77-1F21-A24E-9938-94EE5351EB1D,2AD0ED1F-BF9B-B548-B8C6-C2E5A745526B,F,Respondent,0,0,0,0,No,0,310E7C77-1F21-A24E-9938-94EE5351EB1D,8,NA,,,
314F032B-ACB8-794B-999F-B259C7BDC555,ISLAM,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,1,1,0,4,2,,2,,2,,1,2,own,1,4,1,2,1,2,1,average,,,,,1,1,1,1,1,4,1,3,1,3,1,10,1,,,5,1,1,1,3,1,2,1,1,average,,,,,,,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,1,1,1,,,,,1,0,0,0,1,,1,1,1,75 percent from own work,all from bazar,,,,,,,491000,3,9,6,314F032B-ACB8-794B-999F-B259C7BDC555,88B919F6-2DFB-2F48-8C8F-8C273875FBB9,F,Respondent,0,0,0,0,Yes,10000,314F032B-ACB8-794B-999F-B259C7BDC555,7,40000,5714.285714,,
3183A18E-DCFB-ED44-BCD4-11B99194B6C5,ISLAM,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,,2,1,2,3,,3,,1,,1,3,own,,,1,1,,,,,1,M,,,,,,,1,5,1,2,1,2,1,2,,,,,1,1,1,2,,,,,average,1,1,,,,,,,,,,,,,,,,,,,,,1,own,,1,L,shared,1,1,1,1,,,,,2,13,0,0,,,1,,,25 percent from own work,all from bazar,,,,,,,207750,2,4,5,3183A18E-DCFB-ED44-BCD4-11B99194B6C5,DA5F1D99-4DD1-EB42-9079-DF4A71E6C161,F,Respondent,0,0,0,0,No,0,3183A18E-DCFB-ED44-BCD4-11B99194B6C5,7,9000,1285.714286,,
3196AA57-D350-FD42-A62F-D03C43879737,ISLAM,,1,,,,,1,,,,,,,,,,,,0,0,,,,,,1,1,,1,0,2,3,,3,,1,,1,1,own,1,3,1,2,1,2,1,less,1,S,,,,,,,1,2,,,1,2,,,,,,,,,,,,,,,less,1,4,1,1,,,,,,,,,,,,,,,,,,,,,1,1,M,shared,1,1,,,,,,,3,10,0,1,,,1,,,25 percent from own work,all from bazar,,,,,,,135170,1,3,3,3196AA57-D350-FD42-A62F-D03C43879737,00CE288C-DB5A-5A4C-BF35-B15B5601EF3E,F,Respondent,0,0,0,0,No,0,3196AA57-D350-FD42-A62F-D03C43879737,16,14000,875,,
31C722A8-F467-F649-BBE1-5CB8B2E57C7A,HINDU,1,,,,,1,,,,,,,,,,,,,,,,,,2,1,1,1,,1,25,3,3,,3,,1,,1,3,own,,,,,,,,,1,M,,,,,,,1,3,1,1,1,3,1,1,,,,,1,1,1,2,1,1,,,average,1,4,,,1,5,,,,,,,,,,,,,1,S,,,1,own,,,,,1,1,1,1,,,,,2,10,0,1,,,,1,,25 percent from own work,all from bazar,,,,,,,281950,1,4,3,31C722A8-F467-F649-BBE1-5CB8B2E57C7A,AAC751D0-6490-314E-96AF-52BE4F7A9FF3,F,Respondent,2500,0,0,0,No,0,31C722A8-F467-F649-BBE1-5CB8B2E57C7A,9,22500,2500,,
321D046F-A2EF-F541-9A93-AE81DB6715EF,ISLAM,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,1,1,1,1,15,3,3,,3,,1,,1,3,own,,,,,,,,,1,S,,,,,,,1,3,1,3,1,3,1,2,,,,,1,1,1,1,1,1,,,average,1,2,1,2,1,3,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,1,,,,,,,2,11,0,1,,,,1,,all from own work,50 percent from own work,,,,,,,215500,1,4,3,321D046F-A2EF-F541-9A93-AE81DB6715EF,04D37746-F7EC-5A4C-8D09-B7ABDAE00A95,F,Respondent,0,0,0,0,No,0,321D046F-A2EF-F541-9A93-AE81DB6715EF,6,14000,2333.333333,,
32A2C0D9-75C7-1345-9E0A-2F93097A6B64,Islam,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,1,,1,100,4,3,,3,,1,,1,3,shared,1,15,,,1,2,1,less,,,,,,,,,,,,,1,2,1,1,,,,,1,1,1,1,1,1,,,less,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,shared,1,1,,,,,,,4,5,0,1,,,,,1,75 percent from own work,all from bazar,,,,,,,88860,1,1,1,32A2C0D9-75C7-1345-9E0A-2F93097A6B64,B609DEB5-1099-1548-8A41-99CD2C9C5024,F,Respondent,0,0,0,500,No,0,32A2C0D9-75C7-1345-9E0A-2F93097A6B64,6,0,0,,
32F76FEF-7F63-F243-8278-DB551816CCDF,ISLAM,,1,,1,,,,,,,,,,,,,,,0,1,,,,,,1,1,1,1,0,2,3,,3,,1,,1,3,own,1,20,,,1,1,1,average,,,,,,,,,1,2,1,1,1,1,1,6,,,,,,,1,1,,,,,less,1,4,,,,,,,,,,,,,,,,,,,,,1,own,,1,L,shared,1,1,,,,,,,3,4,0,1,1,,,,1,50 percent from own work,all from bazar,,,,,,,102120,2,2,1,32F76FEF-7F63-F243-8278-DB551816CCDF,4E946603-3B83-104E-AB3D-CB20D4887A60,F,Respondent,0,0,0,0,No,0,32F76FEF-7F63-F243-8278-DB551816CCDF,8,47000,5875,,
330D3EAF-FD78-6043-ADF2-4DD03893EE2A,ISLAM,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,1,,1,1,0,3,3,,3,,1,,1,3,own,1,16,1,1,1,4,1,less,,,,,1,1,1,1,1,2,1,3,1,3,1,6,,,,,,,1,1,1,1,1,1,average,1,1,,,1,1,,,,,,,,,,,,,,,,,1,own,,1,M,shared,1,1,,,,,,,1,0,2,5,,,1,,,all from bazar,all from bazar,,,,,,,237250,1,5,5,330D3EAF-FD78-6043-ADF2-4DD03893EE2A,53AA275F-3D6C-4F4F-95C7-59686FF7FEE5,F,Respondent,0,0,0,0,No,0,330D3EAF-FD78-6043-ADF2-4DD03893EE2A,9,0,0,,
335618A3-CC5B-5444-BBD5-16ACC3B51700,ISLAM,1,1,,1,,,,,,,1,Can,,,1,Little,,,2,1,,,,,,1,1,1,1,,4,2,,2,,2,,2,2,own,1,40,1,1,1,3,1,average,,,,,1,1,1,1,1,7,1,3,1,3,1,5,1,,,1,,,1,2,1,1,1,1,average,,,,,,,,,,,,,,,,,,,,,,,1,own,1,1,M,shared,1,2,1,3,1,1,,,2,2,0,1,1,,,,,all from bazar,all from bazar,,,,,,,458425,3,6,5,335618A3-CC5B-5444-BBD5-16ACC3B51700,A6044197-7827-B74D-926E-51000F9E4FD2,F,Respondent,,,,,No,0,335618A3-CC5B-5444-BBD5-16ACC3B51700,5,NA,,,
