"id","religion","skilledWork","skilledWorkWhich","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","No_in_hh","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","travel_in_bangladesh","labor_migrant_bari_in_bangladesh","gender","yearOfBirth","ageAtDeath","maritalStatus","mainOccupation","edulevel_years_of_education_values_0to19__blank_is_dont_know","inschool","educationmedium","husband_occupation","husband_years_education","husband_in_school","husband_ed_medium","watchTV_mins_per_month","relocate_MI","bank_vs_micro","institutionloan_vs_other"
"20E178CA-04AB-C045-9E11-9A2524FAB306","ISLAM",0,"",1,"all from bazar",115450,14,89500,11,"average",5,0,2,10,30,30,15,30,30,30,210,10,25,8,8,"F",1955,0,2,18,0,"No","No educaiton",0,5,"No","Bangla",0,0,0,0
"217864AB-C175-674D-800A-0997833E4C31","ISLAM",0,"",1,"all from bazar",180490,9,30000,6,"average",6,0,2,10,30,30,20,20,20,15,150,20,20,3,2,"F",1959,0,2,18,5,"No","Bangla",0,9,"No","Bangla",0,0,0,0
"21856158-F942-3C40-9879-047AA6384618","HINDU",0,"",2,"all from bazar",174100,5,27000,0,"more",8,0,0,10,10,10,10,10,5,5,240,5,20,8,5,"F",1976,0,2,18,14,"No","Bangla",10,14,"No","Bangla",1800,1,0,0
"2283F967-B396-F14E-BED3-75091BAF262C","ISLAM",0,"",1,"25 percent from own work",150000,10,16833.3333333333,8,"more",6,0,0,2,15,15,15,60,60,75,300,15,15,11,4,"F",1948,0,4,18,1,"No","Don't know",10,10,"No","Bangla",0,0,0,0
"23495656-296B-FE49-8C3A-5C34185A1098","ISLAM",0,"",1,"all from bazar",173700,4,38000,2,"average",5,0,1,10,30,90,10,10,90,210,210,10,10,11,3,"F",1983,0,2,18,9,"No","Aliya Madrassa",13,3,"No","Bangla",0,0,0,0
"23898066-E05F-FA44-849B-6C19C452EDC1","ISLAM",0,"",1,"25 percent from own work",57780,6,11808.3333333333,1,"average",7,0,0,10,30,30,5,30,30,90,240,5,30,7,4,"F",1985,0,2,18,1,"No","Bangla",4,5,"No","Bangla",40,1,0,0
"2411CF31-B500-4D4A-BED3-6EFD3FD97013","ISLAM",0,"",1,"25 percent from own work",267640,12,9166.66666666667,9,"average",5,0,0,10,30,30,10,30,120,30,180,10,30,10,8,"F",1962,0,2,18,3,"No","Bangla",1,5,"No","Bangla",1800,0,0,0
"2419AF3A-D10A-964E-A621-3AFA6CCE5AE1","ISLAM",1,"TAILORING",1,"all from bazar",291750,4,57001,0,"more",5,0,0,5,10,10,5,10,10,20,240,10,15,16,3,"F",1977,0,2,18,8,"No","Bangla",9,9,"No","Bangla",3600,0,0,0
"243F2D6B-AF0A-6848-B2BD-72AA9DB815E7","ISLAM",0,"",1,"all from bazar",100980,6,500,1,"less",5,0,0,10,60,120,30,60,60,60,300,15,30,16,14,"F",1988,0,2,18,8,"No","Bangla",23,5,"No","Bangla",900,1,0,1
"2461F9E7-61DC-A747-96D2-6B83C7A96D07","ISLAM",0,"",1,"25 percent from own work",327365,8,60833.3333333333,1,"more",4,0,2,12,30,30,5,30,30,60,240,5,30,18,13,"F",1984,0,2,18,9,"No","Bangla",23,9,"No","Bangla",1800,1,0,0
"24B807C4-D0A9-5644-9E8A-93B99419E6FA","ISLAM",0,"",2,"all from bazar",308100,11,66000,2,"more",5,0,2,20,0,60,20,20,60,30,240,20,60,7,7,"F",1946,0,4,18,0,"No","No educaiton",4,0,"No","No educaiton",4500,1,0,0
"24E057EE-B39F-DF45-993C-193FE500F9D3","ISLAM",0,"",1,"all from bazar",240975,6,77000,4,"average",5,0,1,20,30,30,5,20,90,15,120,5,30,8,28,"F",1974,0,2,18,6,"No","Bangla",10,5,"No","Bangla",1800,0,0,0
"26105CF8-0B76-CD4C-B3AE-34380627A18A","HINDU",0,"",2,"25 percent from own work",208895,7,18000,0,"average",6,0,0,20,30,30,30,30,30,30,150,30,30,2,0,"F",1958,0,2,18,0,"No","No educaiton",0,3,"No","Bangla",0,0,0,0
"2640CB21-12CB-B641-84A8-629B493F0401","ISLAM",0,"",2,"all from bazar",135895,6,0,2,"average",2,0,0,10,30,30,20,30,20,20,210,20,25,12,0,"F",1977,0,2,18,10,"No","Bangla",4,0,"No","No educaiton",1800,0,0,0
"26622D62-0F7D-3547-9EEB-FA8DDD6C0B2C","ISLAM",0,"",2,"all from bazar",106430,1,3000,0,NA,4,0,0,5,70,70,5,30,60,60,60,10,60,2,0,"F",1966,0,1,0,0,"No","No educaiton",0,0,"0","0",3600,0,0,0
"26F7B5A7-1074-E143-BD4E-BCCCA9C4135E","ISLAM",0,"",1,"all from bazar",142030,10,28416.6666666667,8,"more",6,0,1,35,30,30,10,30,90,10,300,20,25,11,7,"F",1949,0,2,18,1,"No","Don't know",7,0,"No","No educaiton",0,0,0,0
"27B4B144-6C71-7144-9B2C-85885ADB7FAD","ISLAM",0,"",1,"50 percent from own work",288855,6,54166.6666666667,2,"average",4,0,1,5,40,40,8,20,20,5,240,20,10,8,25,"F",1975,0,2,18,0,"0","0",4,9,"No","Bangla",3600,0,0,0
"27EF362A-067B-3543-928A-AE60C4ECF31C","ISLAM",0,"",1,"50 percent from own work",195860,13,90833.3333333333,4,"more",8,0,4,10,20,20,10,10,60,10,150,10,10,16,17,"F",1956,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,0,0
"283B5033-EC66-2B4A-8615-8E9A30655F95","ISLAM",0,"",1,"25 percent from own work",155135,9,54250,15,"less",5,0,4,7,40,40,5,15,30,40,210,5,15,19,12,"F",1961,0,2,18,2,"No","Bangla",2,0,"No","No educaiton",3600,0,0,0
"28B7A251-062E-6E49-8EB0-089AAC96A53A","HINDU",0,"",2,"25 percent from own work",133530,6,16116.6666666667,0,"less",3,0,0,20,15,15,30,30,70,30,120,30,30,9,4,"F",1962,0,4,18,0,"No","No educaiton",9,0,"No","No educaiton",3600,0,0,0
"28BC1252-5BD8-9B41-BA64-BFC8F1979A39","ISLAM",1,"PATI",1,"all from bazar",260800,7,1000,3,"more",6,0,2,5,20,20,20,20,30,3,150,20,20,6,110,"F",1952,0,4,18,2,"No","Bangla",7,0,"0","0",120,0,0,0
"28E3CAC7-9AD1-D844-A50E-C44CEA1F2CC9","ISLAM",0,"",2,"50 percent from own work",295605,11,49750,2,"average",4,0,0,5,20,20,5,5,10,10,150,10,10,5,1,"F",1947,0,4,18,0,"No","No educaiton",2,0,"No","No educaiton",0,0,0,0
"290736E2-AB24-AE45-8CF5-824C39306D66","ISLAM",1,"PATI",1,"all from bazar",141200,12,12500,9,"average",5,0,0,5,30,30,5,30,30,20,240,30,30,11,9,"F",1947,0,2,18,0,"0","0",0,3,"No","Bangla",0,0,0,0
"29322BE2-1C9D-3140-9924-8A28325E9963","ISLAM",1,"Tailor",1,"25 percent from own work",1075475,13,30000,0,"more",6,0,0,10,30,30,5,30,30,20,240,5,30,8,2,"F",1986,0,2,18,0,"No","No educaiton",9,0,"No","No educaiton",0,1,0,0
"2AF1A838-7F8D-3C49-A5AE-ADFF6964DC08","ISLAM",0,"",1,"all from bazar",518125,10,27000,1,"more",5,0,3,5,20,20,5,20,30,5,180,5,20,10,29,"F",1986,0,2,18,10,"No","Bangla",0,12,"No","Bangla",1800,0,0,0
"2B32C751-B571-B04F-9AD8-4645277169F4","HINDU",0,"",1,"all from bazar",202925,4,0,0,"average",3,0,0,5,20,20,15,15,30,2,180,15,15,8,3,"F",1985,0,2,18,7,"No","Bangla",9,8,"No","Bangla",7200,1,0,0
"2B5F16FC-5791-2A4F-8B5E-3FFB14D005FA","ISLAM",0,"",1,"75 percent from own work",505425,8,42083.3333333333,2,"average",5,0,0,15,60,60,5,40,40,120,240,20,40,4,6,"F",1967,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",0,1,0,1
"2B6EAE86-5927-524D-8978-54AE2E337DFF","ISLAM",1,"PATI",1,"all from bazar",305500,8,24000,6,"average",5,0,1,10,20,20,10,10,30,2,240,5,5,7,0,"F",1962,0,2,0,7,"No","Bangla",0,10,"No","Bangla",0,0,1,1
"2B9585E7-700A-EF4F-A946-08D7B1F7394E","ISLAM",0,"",1,"25 percent from own work",397225,9,106000,8,"less",6,0,1,5,20,20,15,20,20,30,180,20,20,20,8,"F",1956,0,2,18,4,"No","Bangla",1,0,"No","No educaiton",0,1,0,0
"2BB50B79-85AE-A741-804E-97B6171A59BE","ISLAM",0,"",1,"50 percent from own work",432125,8,211916.666666667,3,"more",4,0,0,20,40,40,20,40,70,20,180,7,40,14,20,"F",1968,0,2,18,5,"No","Bangla",1,5,"No","Bangla",1800,0,0,0
"2BF0545B-019A-DC49-AA2E-908EC44A177A","ISLAM",1,"Tailor",1,"all from bazar",410105,4,13000,0,"more",5,0,2,2,5,5,2,7,25,50,210,10,10,15,5,"F",1970,0,2,10,12,"No","Bangla",10,14,"No","Bangla",2700,0,0,0
"2BF9D548-A943-1A42-A194-A758B076AF5B","ISLAM",1,"PATI",2,"all from bazar",268050,12,37000,5,"average",4,0,0,10,0,60,15,60,120,60,300,30,60,15,0,"F",1963,0,2,18,2,"No","Bangla",1,1,"No","Bangla",0,0,0,0
"2C6F2A94-8E91-C142-8D5D-49204E71F705","ISLAM",1,"PATI,MORA",1,"25 percent from own work",739130,12,52166.6666666667,2,"more",10,0,0,10,30,30,20,30,30,20,180,10,30,6,9,"F",1955,0,4,15,8,"No","Bangla",1,9,"No","Bangla",2700,0,0,1
"2C83D79C-67D8-E941-9ADE-5FC0CAA17C02","ISLAM",1,"SEWER",1,"75 percent from own work",281950,8,38161.0833333333,9,"more",6,0,0,5,5,5,2,60,40,30,180,5,30,8,18,"F",1961,0,2,18,9,"No","Bangla",11,10,"No","Bangla",900,0,0,0
"2C9161D6-39C4-574F-BF34-AC2179E73EF3","ISLAM",1,"Pati",1,"all from bazar",126965,9,36000,6,"less",4,0,0,10,15,15,20,20,10,3,30,10,20,8,28,"F",1960,0,2,18,1,"No","Bangla",0,2,"No","Bangla",0,0,0,0
"2C94506B-2808-3D4F-A8D1-A92616B39808","ISLAM",0,"",1,"all from bazar",152875,12,20083.3333333333,2,"more",6,0,0,20,35,35,10,30,30,30,300,10,30,2,5,"F",1952,0,2,19,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,0
"2CAFCDBA-4331-2140-B198-60FA4296FCF7","ISLAM",0,"",1,"25 percent from own work",191340,10,58750,8,"less",3,0,0,20,30,30,10,30,30,30,240,30,30,8,13,"F",1956,0,2,18,0,"No","No educaiton",3,7,"No","Bangla",0,0,0,0
"2D267D92-2CCE-274D-8B45-15E729AFF9B5","ISLAM",1,"PATI",1,"all from bazar",291900,10,55000,4,"average",6,0,4,2,30,30,30,30,30,5,180,20,30,2,1,"F",1954,0,4,18,2,"No","Bangla",4,0,"No","No educaiton",0,0,0,0
"2D903A55-C33A-3444-8F9C-918430DC1004","ISLAM",0,"",1,"all from own work",147545,6,6000,1,"more",10,0,0,10,30,30,3,20,20,15,120,5,20,4,6,"F",1983,0,2,18,5,"No","Bangla",23,6,"No","Bangla",0,0,0,1
"2DF71B65-A044-C942-B848-E640338F8EEF","ISLAM",1,"PATI",1,"all from bazar",63990,3,12000,2,"average",4,0,3,10,25,25,2,25,25,15,180,15,30,13,10,"F",1986,0,2,18,9,"No","Bangla",10,12,"No","Bangla",1800,1,0,0
"2EF41874-1336-8041-BD42-7C09133D04BB","ISLAM",1,"Coocker",3,"all from bazar",185700,13,50000,0,"average",3,0,0,10,20,20,10,10,60,5,120,10,10,4,0,"F",1961,0,4,18,2,"No","Bangla",9,0,"No","Don't know",0,0,0,0
"2F94CEAC-93C3-0142-AEEE-378D98068C3A","ISLAM",0,"",1,"50 percent from own work",278065,9,47666.6666666667,6,"less",2,0,0,10,30,30,5,20,20,25,300,7,15,11,1,"F",1960,0,2,18,4,"No","Bangla",10,9,"No","Bangla",900,0,0,0
"2FD452B7-1F27-4746-9F80-7F318DF61440","ISLAM",0,"",1,"75 percent from own work",272145,15,19000,2,"average",0,0,0,15,30,30,10,30,30,30,180,30,30,8,2,"F",1945,0,2,18,3,"No","Bangla",9,7,"No","Bangla",0,0,0,0
"2FDF12DF-4448-1049-962D-23D1530A51AD","ISLAM",0,"",2,"all from bazar",143125,6,60060,2,"less",5,0,0,4,30,30,10,10,60,30,180,10,30,8,8,"F",1961,0,4,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,0,0
"304C7FBC-4B5E-834A-A238-59D93500B7A6","ISLAM",0,"",3,"50 percent from own work",135114,5,2083.33333333333,1,"average",3,0,0,10,25,25,15,15,15,15,150,7,30,12,10,"F",1982,0,2,18,6,"No","Bangla",2,0,"0","0",0,1,0,1
"30B92210-726C-5040-A12D-95A18C8382E9","ISLAM",1,"PATI",2,"all from bazar",147975,10,5500,1,"average",5,0,0,10,0,60,60,60,30,45,120,10,45,4,14,"F",1957,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,1
"30C53B6F-1A68-5D4E-81FF-8B8CD4AF03B7","ISLAM",0,"",1,"all from bazar",430175,12,173041.666666667,6,"more",10,1,2,5,30,30,20,20,20,10,210,20,20,9,11,"F",1945,0,4,18,4,"No","Bangla",1,4,"No","Bangla",4500,0,0,0
"30D08DE3-156C-3046-92CD-9746C22506B7","ISLAM",0,"",1,"all from bazar",258500,11,30000,2,"more",7,0,2,5,20,20,10,20,25,5,240,10,20,4,24,"F",1958,0,2,16,0,"0","0",0,10,"No","Bangla",0,0,0,0
"310E7C77-1F21-A24E-9938-94EE5351EB1D","ISLAM",0,"",2,"25 percent from own work",155325,8,23500,2,"less",5,0,0,5,0,60,10,30,30,20,240,7,60,10,0,"F",1968,0,2,18,0,"No","No educaiton",1,5,"No","Bangla",0,0,0,0
"314F032B-ACB8-794B-999F-B259C7BDC555","ISLAM",0,"",1,"all from bazar",491000,7,55000,2,"average",9,0,0,15,30,30,40,40,60,60,180,20,240,12,6,"F",1958,0,4,18,4,"No","Bangla",10,9,"No","Bangla",4500,0,0,0
"3183A18E-DCFB-ED44-BCD4-11B99194B6C5","ISLAM",0,"",2,"all from bazar",207750,7,13000,5,"less",4,0,1,30,30,30,15,20,50,20,180,20,20,5,6,"F",1951,0,2,18,0,"0","0",0,0,"No","No educaiton",0,1,0,0
"3196AA57-D350-FD42-A62F-D03C43879737","ISLAM",0,"",3,"all from bazar",135170,16,16000,0,"less",3,0,0,5,30,30,20,30,30,20,0,20,30,1,1,"F",1955,0,3,18,0,"No","No educaiton",0,0,"0","0",0,0,0,0
"31C722A8-F467-F649-BBE1-5CB8B2E57C7A","HINDU",1,"",2,"all from bazar",281950,9,22500,0,"more",4,0,0,20,30,30,30,30,45,1,240,20,60,2,0,"F",1965,0,2,9,5,"No","Bangla",12,0,"No","No educaiton",0,0,0,0
"321D046F-A2EF-F541-9A93-AE81DB6715EF","ISLAM",0,"",2,"50 percent from own work",215500,6,14500,0,"average",4,0,0,10,30,30,10,30,30,25,240,10,30,2,1,"F",1981,0,2,18,6,"No","Bangla",9,5,"No","Bangla",0,0,0,0
"32A2C0D9-75C7-1345-9E0A-2F93097A6B64","ISLAM",0,"",4,"all from bazar",88860,6,1000,7,"less",1,0,0,30,45,45,5,30,90,120,300,30,30,4,4,"F",1950,0,3,18,0,"0","0",2,1,"No","Don't know",0,0,0,0
"32F76FEF-7F63-F243-8278-DB551816CCDF","ISLAM",0,"",3,"all from bazar",102120,8,47000,10,"less",2,0,0,5,40,40,5,40,30,30,240,5,30,17,15,"F",1956,0,4,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,0,1
"330D3EAF-FD78-6043-ADF2-4DD03893EE2A","ISLAM",0,"",1,"all from bazar",237250,9,2000,4,"more",5,0,3,5,30,30,10,15,60,5,180,10,20,11,18,"F",1960,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",900,0,0,0
"335618A3-CC5B-5444-BBD5-16ACC3B51700","ISLAM",1,"HAND CRAFTS",2,"all from bazar",458425,5,25000,0,"more",6,0,1,10,5,5,5,5,10,10,5,180,10,10,4,"F",1987,0,2,18,9,"No","Bangla",9,12,"No","Bangla",3600,1,0,0
"339AAFE8-B913-9E40-A945-E0D98A43D34D","ISLAM",0,"",4,"all from bazar",75295,6,9000,0,"more",5,0,0,20,30,30,20,20,35,20,240,20,30,16,8,"F",1954,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,0
"33AFD5EC-7F1E-7345-8373-500EE8B2C407","ISLAM",0,"",1,"50 percent from own work",424775,8,25666.6666666667,0,"average",5,0,3,20,15,15,5,20,20,5,210,10,20,6,4,"F",1981,0,2,18,4,"No","Bangla",23,1,"No","Bangla",3600,1,0,0
"3449BE6A-CF0A-5648-AAF1-B6D863078E08","ISLAM",1,"SHELAI",1,"all from bazar",430300,7,50000,2,"average",2,0,1,10,20,20,10,10,20,10,120,10,10,14,6,"F",1982,0,2,18,10,"No","Bangla",10,10,"No","Bangla",900,1,0,0
"346A9354-D05E-D049-B8A0-F287DE17CE50","ISLAM",1,"SUTAR KAZ",1,"25 percent from own work",201950,6,50166.6666666667,1,"average",6,0,3,5,25,25,5,20,30,2,210,5,25,3,2,"F",1984,0,2,18,8,"No","Don't know",12,11,"No","Bangla",5400,0,0,1
"34BEFF12-3055-5C41-8199-051487A86C79","ISLAM",0,"",1,"all from own work",175325,9,44166.6666666667,1,"more",5,0,0,10,30,30,30,40,90,30,240,30,60,2,4,"F",1964,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,0,0
"34D71E8E-1606-A047-AB75-D83A7F65CC6F","ISLAM",0,"",1,"all from bazar",96600,12,26500,10,"more",7,0,0,15,0,60,10,20,90,90,270,10,60,4,7,"F",1950,0,4,18,0,"No","No educaiton",10,1,"No","Don't know",0,0,0,0
"34EC5764-18C0-254C-B6E5-3B2A5A66F50F","ISLAM",0,"",2,"all from bazar",735775,16,216000,6,"more",9,0,1,10,20,20,10,15,15,20,300,20,30,16,11,"F",1950,0,2,0,8,"No","Bangla",10,10,"No","Bangla",900,0,0,0
"34EECF4A-393A-384F-97A0-0ED0E5030259","ISLAM",0,"",3,"50 percent from own work",204700,4,36666.6666666667,1,"less",5,0,2,20,20,20,25,30,60,60,240,30,90,8,13,"F",1968,0,2,18,4,"No","Bangla",1,4,"No","Bangla",0,0,0,0
"34FB6E01-420F-CB47-A8DE-44EC1D08330F","ISLAM",0,"",2,"all from bazar",83032,11,5000,10,"average",5,0,0,10,20,20,5,25,25,2,210,5,25,3,8,"F",1951,0,4,18,0,"No","No educaiton",1,4,"No","Bangla",0,0,0,1
"35CB2ABA-63B6-904A-8FDD-6890C21C3C0F","ISLAM",0,"",1,"all from bazar",409485,10,61000,0,"average",6,0,0,2,60,60,30,30,35,30,240,2,35,5,0,"F",1989,0,2,10,12,"No","Bangla",9,10,"No","Bangla",1800,0,0,0
"3664667E-8442-FC4B-998A-F6F3DCD922AA","ISLAM",1,"PATI",1,"all from bazar",233250,3,50000,1,"more",9,0,0,20,30,30,30,30,30,20,180,20,40,2,20,"F",1986,0,2,18,12,"No","Bangla",10,12,"No","Bangla",2700,0,0,0
"36C1DD12-3B73-0A44-B972-2AD09BA932F5","ISLAM",0,"",1,"all from bazar",179220,6,1083.33333333333,5,"average",3,0,0,25,0,60,20,20,60,20,180,20,20,11,11,"F",1958,0,2,18,4,"No","Bangla",0,0,"0","0",0,0,0,0
"36CFABE1-0368-9848-B769-DBE891C8F319","ISLAM",1,"PATI",2,"all from bazar",121155,4,10300,0,"more",5,0,0,10,60,60,5,30,90,30,150,5,60,7,1,"F",1987,0,2,18,8,"No","Bangla",12,7,"No","Bangla",0,0,0,0
"370A9077-EC5E-6C42-8305-5CA79C6567C4","ISLAM",0,"",1,"all from bazar",160337,5,60300,7,"more",3,0,3,65,0,60,10,60,120,120,240,10,120,11,2,"F",1961,0,4,18,0,"No","No educaiton",10,4,"No","Bangla",5400,0,0,1
"3718CFBB-6898-465A-AF57-B2808ACA7B64","HINDU",1,"HANDY CRAFT",2,"all from bazar",122462,10,9000,0,"more",3,0,0,30,30,30,2,5,5,30,210,2,20,10,0,"F",1974,0,2,18,8,"No","Bangla",8,7,"No","Bangla",2700,0,0,1
"372EB208-16EC-FE4D-89B4-F6ECC04C922E","ISLAM",1,"TAILOR",1,"all from bazar",344775,6,32320,2,"less",5,0,2,10,30,30,10,10,25,5,240,10,25,14,13,"F",1983,0,2,10,12,"No","Bangla",10,12,"No","Bangla",1800,1,0,1
"37908474-E485-4C44-B7D9-113F5F1CD015","ISLAM",0,"",1,"all from bazar",80950,6,62000,5,"less",4,0,2,5,30,30,15,30,30,50,150,15,30,13,13,"F",1957,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",1800,0,0,0
"383A9932-6B20-1F43-B4CE-6A9DD5D1B7BE","HINDU",0,"",1,"all from bazar",181380,5,11416.6666666667,0,"less",3,0,0,10,30,30,10,10,60,30,90,10,10,5,10,"F",1974,0,2,18,0,"No","No educaiton",9,0,"No","No educaiton",900,1,0,0
"384ED69E-07DC-824B-A741-7E9E515361C0","ISLAM",0,"",1,"all from bazar",402850,5,1e+05,4,"average",9,0,1,10,30,30,10,45,45,90,240,10,45,18,6,"F",1972,0,2,18,5,"No","Bangla",9,10,"No","Bangla",1800,1,0,0
"3853B589-4B85-3746-80E5-7B2FC1B99FBF","ISLAM",0,"",1,"50 percent from own work",165195,9,18000,3,"less",5,0,0,20,30,30,15,30,30,60,180,15,30,11,14,"F",1957,0,4,0,0,"No","No educaiton",1,10,"No","Bangla",0,0,0,0
"3886A240-8434-6B4C-BCC3-9245968D3A1D","ISLAM",1,"MORA BANAY",1,"all from bazar",229175,5,37000,1,"average",4,0,1,5,45,45,10,15,15,15,180,10,15,4,3,"F",1984,0,2,18,9,"No","Bangla",10,5,"No","Bangla",900,1,0,0
"396D0CA3-3502-1242-9A03-C91625D00783","ISLAM",0,"",2,"all from bazar",149735,9,11900,0,"more",2,0,0,20,40,40,10,10,60,30,120,20,20,16,3,"F",1969,0,2,18,0,"No","No educaiton",10,0,"No","No educaiton",0,0,0,1
"3A54ADE8-2FE3-CF4E-9D0C-2B9ADB229B94","ISLAM",0,"",2,"50 percent from own work",59045,6,27000,1,"less",3,0,0,15,30,30,15,30,30,20,180,20,30,3,6,"F",1952,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,0
"3A8DC9EA-61BB-CA4A-8B28-92B2705D7021","ISLAM",0,"",2,"25 percent from own work",84280,7,36375,3,"less",2,0,3,5,0,60,20,30,60,70,240,5,60,19,4,"F",1960,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",480,0,0,0
"3AF0E16B-F464-B140-95E5-DD68004B61BB","ISLAM",1,"TAILORING",1,"50 percent from own work",299400,6,12166.6666666667,0,"average",2,0,0,10,20,20,10,10,30,10,150,10,10,5,6,"F",1970,0,2,18,8,"No","Bangla",2,5,"No","Bangla",900,0,0,1
"3B4269C0-C942-7C40-B60F-0A457C27AEA3","ISLAM",1,"Tailor",2,"all from bazar",251735,5,19100,1,"less",3,0,0,10,20,20,10,15,30,30,150,15,30,6,11,"F",1979,0,2,18,6,"No","Bangla",23,3,"No","Bangla",3600,0,0,1
"3B5908FA-1781-9449-8CAB-7AE34A1C79C9","ISLAM",0,"",1,"all from bazar",141800,5,10000,2,"average",5,0,1,30,20,20,30,30,60,30,180,30,30,8,9,"F",1988,0,2,18,0,"0","0",13,5,"No","Bangla",0,0,0,0
"3BA1AF92-2849-5840-AEEA-EDDFD5C1AAF0","ISLAM",0,"",3,"25 percent from own work",69955,5,13950,0,"less",2,0,0,30,40,40,30,30,40,30,210,30,30,5,5,"F",1973,0,2,18,5,"No","Bangla",4,0,"No","No educaiton",450,1,0,1
"3BB321FD-7740-AF47-878A-916341305743","ISLAM",0,"",2,"all from bazar",204465,9,12500,10,"less",3,0,0,5,90,30,20,20,120,60,120,20,20,26,27,"F",1963,0,2,18,0,"No","No educaiton",6,0,"No","No educaiton",0,0,0,0
"3BD7964F-4254-FF4C-B658-C00C88709A93","ISLAM",0,"",2,"all from bazar",122875,7,9000,3,"less",2,0,0,3,0,60,15,15,60,20,120,20,20,12,6,"F",1966,0,2,18,5,"No","Bangla",9,9,"No","Bangla",0,0,0,1
"3C585ED9-405C-7B49-9382-11ECEAC60EAF","HINDU",0,"",1,"all from bazar",108850,11,48000,8,"less",4,0,0,10,20,20,10,10,60,10,120,10,10,1,10,"F",1945,0,4,18,0,"No","No educaiton",4,0,"No","No educaiton",0,0,0,0
"3CC113D3-8F75-D540-8B9D-B921A640AA4A","HINDU",1,"HOGLA",1,"all from bazar",125645,10,30500,0,"average",4,0,0,15,45,45,5,30,30,30,180,30,30,4,2,"F",1948,0,4,18,0,"No","No educaiton",9,1,"No","Don't know",0,0,0,0
"3E64739D-90B1-1442-B809-05BC43B40E23","ISLAM",0,"",2,"all from bazar",97695,9,6500,1,"average",1,0,0,25,30,30,15,30,30,25,240,15,30,1,2,"F",1954,0,4,18,0,"No","No educaiton",9,0,"No","No educaiton",0,0,0,0
"3EC4AB44-2BF7-EF4A-99D7-A7C13A80A448","ISLAM",0,"",1,"75 percent from own work",396650,13,6333.33333333333,2,"average",5,0,2,7,25,25,8,20,30,20,240,20,30,6,10,"F",1953,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,0,0
"3EC53681-AF22-2147-BF79-2DCE941F0A6F","ISLAM",1,"PATI,PAKHA",1,"75 percent from own work",189255,8,6583.33333333333,1,"more",4,0,0,10,30,30,10,10,15,10,120,10,10,16,8,"F",1983,0,2,18,9,"No","Bangla",2,5,"No","Bangla",0,0,0,0
"3ED58F06-3FE8-0448-AEEB-82D1BDC7DD51","ISLAM",0,"",1,"all from bazar",249245,6,49000,2,"less",4,0,1,10,10,10,3,25,30,7,240,10,10,10,1,"F",1980,0,2,18,7,"No","Bangla",10,9,"No","Bangla",0,1,0,0
"3F2C96D9-069E-A644-A141-EA5805D33F98","ISLAM",0,"",1,"75 percent from own work",193075,5,8333.33333333333,1,"less",5,0,0,10,10,10,7,15,60,20,240,20,20,1,4,"F",1956,0,2,18,0,"No","No educaiton",0,0,"No","No educaiton",0,0,0,0
"3FAD54F5-40B5-9446-9D4D-7E15A82260E1","HINDU",0,"",2,"all from bazar",127425,4,0,4,"less",3,0,0,10,30,30,3,5,35,3,180,3,5,20,0,"F",1982,0,2,18,5,"No","Bangla",10,0,"0","0",0,0,0,0
"3FB2839A-DE6E-CB47-860A-E76E2A25BA2C","ISLAM",1,"KANTHA SEWING.",1,"all from bazar",192525,5,40000,3,"less",3,0,3,15,10,10,5,10,30,2,180,10,30,24,0,"F",1975,0,4,18,0,"0","0",0,0,"No","Don't know",0,0,0,0
"3FB58AC4-1920-9641-BE02-35D11DFE8C98","ISLAM",0,"",1,"75 percent from own work",77125,6,2183.33333333333,1,"average",5,0,0,10,0,60,5,60,60,90,300,5,60,6,4,"F",1980,0,2,18,0,"0","0",2,8,"No","Bangla",1800,0,0,1
"3FD04800-B1CE-5F47-BCB8-9D6B4329D467","ISLAM",0,"",3,"all from bazar",121595,6,3000,0,"less",3,0,0,10,0,60,10,20,60,20,240,20,60,11,2,"F",1975,0,2,18,0,"No","No educaiton",4,0,"No","No educaiton",0,0,0,1
