id_Questionaire,id,gender,yearOfBirth,ageAtDeath,yearsSinceDeath,yearOfDeath,maritalStatus,relationToRespondent,relationOther,orderOfBirth,residentOfRespondentHousehold,location,laborMigrantNow,laborMigrantPast,spouseLaborMigrantNow,spouseLaborMigrantPast,numberOfSons,numberOfDaughters,educationMedium,education,educationOfSpouse,mainOccupation,otherOccupation1,otherOccupation2,otherOccupationNote,ageBeganWorkingFullTime,incomeTotalMonthly,incomeYearlyCrops,incomeMonthlyRentsInvestments,incomeMonthlyPension,remittance,incomeMonthlyRemittance,mainOccupationSpouse,unmarried,marriageMadeArranged,marriageMadeArrangedLove,marriageMadeLove,marriageMadeRegistry,marriageMadeOther,kabinAmount,kabinStatus,kabinPaidTaka,kabinPaidJewelry,kabinPaidLand,kabinPaidOther,kabinPaidNA,kabinPaidMarriageAt,kabinPaidMarriageAfter,kabinPaidMarriageNA,weddingExpenses
2BB50B79-85AE-A741-804E-97B6171A59BE,B986E5E8-C0F6-FD4E-8616-96B49A6086C2,M,1959,0,0,,2,Husband,,,1,1,,,,,,,1,05,,1,0,0,,15,5000,35000,0,0,Yes,5000,,,,,,,,,,,,,,,,,,
2BB50B79-85AE-A741-804E-97B6171A59BE,DF4EF194-5C6B-F843-AE0D-D5864A02A784,F,1968,,,,2,Respondent,,,1,1,,,,,,,1,05,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,150000,Not Paid,,,,,1,,,1,NA
2BF0545B-019A-DC49-AA2E-908EC44A177A,7461A8AD-6832-1F4F-9A20-0BD694F38783,F,2005,,,,1,Child,,2,1,1,,,,,0,0,1,6/77,NA,20,,,,,,,,,No,,0,1,,,,,,,,,,,,,,,,
2BF0545B-019A-DC49-AA2E-908EC44A177A,9A34763C-14B9-C648-9AA2-04113B614735,M,1958,,,,2,Husband,,,1,1,,,,,,,1,14,,10,9,,,42,10500,,1500,,No,,,,,,,,,,,,,,,,,,,
2BF0545B-019A-DC49-AA2E-908EC44A177A,ACB7419D-E79C-7A4A-AFAF-321342B1035E,F,2000,,,,1,Child,,1,1,1,,,,,0,0,1,11/77,NA,20,,,,,,,,,No,,0,1,,,,,,,,,,,,,,,,
2BF0545B-019A-DC49-AA2E-908EC44A177A,E08B8A76-6FA7-CD4B-9A75-DC1F0A9A7CA9,F,1970,,,,2,Respondent,,,1,1,,,,,,,1,12,,10,,,,33,1000,,,,No,,,,1,,,,,50000,Partly Paid,,,,1,,1,,,bride
2BF9D548-A943-1A42-A194-A758B076AF5B,47D7D8BA-CB35-7F4A-8612-F363D1E697A4,F,2002,,,,2,Other,CHELER BOW,,1,,,,,,0,0,1,10,,18,0,0,,0,0,0,0,0,No,0,10,,,,,,,,,,,,,,,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,8573D95C-239E-7C4E-9828-963C1E696D5F,M,1985,0,0,,2,Child,,2,1,4,,,,,0,1,1,08,08,10,0,0,,29,8000,0,0,0,No,0,18,,,1,,,,500000,DK,,,,,1,1,,,equal
2BF9D548-A943-1A42-A194-A758B076AF5B,85D4A1B0-CF64-F944-97D9-9B811F5DC1D8,F,1963,,,,2,Respondent,,,1,1,,,,,,,1,02,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,0,Not Paid,,1,,,,1,,,equal
2BF9D548-A943-1A42-A194-A758B076AF5B,980FBE6D-7935-7546-B262-9E370E3D3087,F,1993,,,,2,Other,CHELER BOW,,1,,,,,,0,1,1,08,,18,0,0,,0,0,0,0,0,No,0,10,,,,,,,,,,,,,,,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,98296768-62DB-7B41-871E-BF373A2F411E,F,1998,,,,2,Other,CHELER BOW,,1,,,,,,1,0,1,12,,18,0,0,,0,0,0,0,0,No,0,10,,,,,,,,,,,,,,,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,9A6A4E5C-7E49-164F-8E6C-0E907F35BBD0,M,1984,0,0,,2,Child,,1,,4,1,1,,,1,0,1,08,12,10,0,0,,25,14000,0,0,0,No,0,18,,,1,,,,250000,Partly Paid,,1,,,,1,,,equal
2BF9D548-A943-1A42-A194-A758B076AF5B,A4323189-C60A-1145-ADFC-D5045E2E2235,M,1959,0,0,,2,Husband,,,1,1,,1,,,,,1,01,,1,0,0,,54,2000,0,0,0,No,0,,,,,,,,,,,,,,,,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,CBA0BF94-0AC9-C24C-A564-12CE47429345,M,1991,0,0,,2,Child,,4,,4,1,,,,0,0,1,12,10,10,0,0,,26,7000,0,0,0,No,0,18,,1,,,,,300000,DK,,,,,1,,1,,equal
2BF9D548-A943-1A42-A194-A758B076AF5B,D472025C-587E-7C40-B04D-50D71B6289BB,M,1993,0,0,,1,Child,,5,,4,1,,,,0,0,1,08,NA,4,0,0,,23,6000,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,DD38B142-F3F4-574A-9C5A-07633BB6013D,M,1999,0,0,,1,Child,,6,1,1,,,,,0,0,1,12,NA,20,0,0,,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,EB249542-2105-864D-9867-993B3D2297AA,F,1987,0,0,,2,Child,,3,,4,,,,,0,1,1,10,08,18,0,0,,0,0,0,0,0,No,0,4,,,,1,,,150000,DK,,,,,1,,1,,bride
2BF9D548-A943-1A42-A194-A758B076AF5B,EDCDFD34-A4C5-FB40-AF9E-EA2795E311DB,F,2014,,,,1,Other,NATIN,,1,,,,,,0,0,,NA,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,16B37669-BEB3-764C-BABE-83CB7F49E915,F,1975,1,,1975,1,Child,,5,,,,,,,0,0,6,00,NA,0,0,0,DEAD,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,1AC16D3E-F3AE-1C4D-BAE2-1332DDDC46E8,M,2006,,,,1,Other,NATI,,1,,,,,,0,0,1,03,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,1D77A8C8-8DFD-B447-8263-CE3A9AA4EC8E,M,1982,0,0,,2,Child,,2,,4,,,,,1,1,1,16,13,10,0,0,,25,30000,0,0,0,No,0,18,,1,,,,,0,DK,,,,,1,,,1,equal
2C6F2A94-8E91-C142-8D5D-49204E71F705,2E43E5BA-5119-7F4E-9F96-B0F1B621304B,M,,61,,2007,2,Husband,,,,,,,,,,,1,09,,1,0,0,DEAD,0,0,0,0,0,No,0,,,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,58F7A3DE-4378-D247-A6DD-07803A9A6177,F,1985,0,0,,2,Child,,3,,4,,,,1,1,2,1,10,14,18,0,0,,0,0,0,0,0,No,0,23,,1,,,,,200000,Partly Paid,1,1,,,,,1,,equal
2C6F2A94-8E91-C142-8D5D-49204E71F705,600A3AA9-E0DC-5A49-A5E5-09D7D23F5BDA,M,1987,0,0,,2,Child,,4,,4,,,,,1,0,1,10,12,9,0,0,,22,15000,0,0,0,No,0,18,,,1,,,,300000,Partly Paid,,1,,1,,1,,,equal
2C6F2A94-8E91-C142-8D5D-49204E71F705,79763B7B-59C6-EA40-8453-E72628693F8B,F,2011,,,,1,Other,NATIN,,1,,,,,,0,0,1,1/77,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,A389B77B-45DF-144B-AED5-6D801E838186,F,1988,,,,2,Other,CHELER BOW,,1,,,,,,1,2,1,09,,18,0,0,,0,0,0,0,0,No,0,25,,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,A5765B50-E479-5D49-B457-EAE042C19BC0,M,2009,,,,1,Other,NATI,,1,,,,,,0,0,1,3/77,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,C31C0731-8D16-F94D-B4F5-08CAD63D0669,F,2017,,,,1,Other,NATIN,,1,,,,,,0,0,6,00,,0,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2C6F2A94-8E91-C142-8D5D-49204E71F705,E13EF1B3-116B-724F-A6F4-B8AF7F931131,M,1979,0,0,,2,Child,,1,1,1,,1,,,1,2,1,12,09,1,0,0,,25,2000,2000,0,0,No,0,18,,,,1,,,60000,Partly Paid,,1,,,,1,,,NA
2C6F2A94-8E91-C142-8D5D-49204E71F705,F35C6AAD-FEB9-2F4F-AC94-17876739E718,F,1955,,,,4,Respondent,,,1,1,,,,,,,1,08,,15,0,0,,30,1000,0,0,0,Yes,4000,,,1,,,,,15000,Paid In Full,,1,,,,1,,,bride
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,12EF4F58-B780-474B-B5D3-B84A765F9008,F,1978,,,,2,Child,,1,,2,,,1,1,2,1,1,09,09,18,,,,,,,,,No,,10,,1,,,,,30000,Partly Paid,,,,1,,1,,,bride
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,1AF5E2A6-54B1-E141-8F94-9F2CAB05F639,F,1961,,,,2,Respondent,,,1,1,,,,,,,1,09,,18,,,,,,31000,,,No,,,,1,,,,,1500,Paid In Full,,,,1,,1,1,,groom
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,2EBE9D1C-33D0-3248-9937-0F166D3270E1,F,29.112016,,,,1,Other,G DAUGHTER,,1,,,,,,,,0,00,,0,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,A306091B-3D45-8644-B75B-70A0D11249E9,M,1988,,,,1,Child,,4,,4,1,1,,,0,0,1,14,NA,10,,,,27,12000,,,,No,,0,1,,,,,,,,,,,,,,,,
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,A3D841DC-462C-3B45-8611-21A4EA9ADF7A,M,1985,,,,2,Child,,3,1,1,,,1,1,0,0,1,17,17,10,,,,28,15000,,,,No,,18,,1,,,,,300000,Partly Paid,,1,,,,1,,,groom
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,BB415C90-0C5D-8A40-A411-6EA11C78EC9D,M,1948,,,,2,Husband,,,1,1,,1,,,,,1,10,,11,,,,60,,33333,,5800,No,,,,,,,,,,,,,,,,,,,
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,E64B3920-D7AD-A349-8013-3F81D7D80787,M,1981,,,,2,Child,,2,,4,1,1,,,0,1,1,10,09,10,,,,24,0,,,,No,,10,,1,,,,,200000,Partly Paid,,1,,,,1,,,groom
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,FF9114FD-CC88-A246-8129-4AA90F84CF52,F,26.111995,,,,2,Other,DAUGHTER IN LAW,,1,,,,,,0,1,1,10,,18,,,,,,,,,No,,10,,,,,,,,,,,,,,,,,
2C9161D6-39C4-574F-BF34-AC2179E73EF3,142F4C79-A493-D246-BE1C-A92FBC644617,F,1991,,,,2,Other,Daughter in law,,1,,,,,,1,0,1,9,,18,0,0,,0,0,0,0,0,No,0,10,,,,,,,,,,,,,,,,,
2C9161D6-39C4-574F-BF34-AC2179E73EF3,2C65435F-FDB8-4E4B-A9BC-533820A73EC5,M,1981,,,,2,Child,,3,,5,1,1,,,2,1,1,8,8,10,0,0,,33,15000,0,0,0,No,0,18,,1,,,,,100000,Partly Paid,,,,1,,1,,,bride
2C9161D6-39C4-574F-BF34-AC2179E73EF3,3B3B69F3-5F21-9C44-9EBA-EEB660CB572C,M,1985,,,,2,Child,,4,,5,1,1,,,1,0,1,7,9,10,0,0,,30,15000,0,0,0,No,0,18,,,1,,,,100000,Paid In Full,1,1,,,,1,1,,groom
2C9161D6-39C4-574F-BF34-AC2179E73EF3,453EC2F8-1088-9349-8DDA-0747A8086730,F,1977,,,,2,Child,,1,,3,,,,1,1,3,1,3,0,18,0,0,,0,0,0,0,0,No,0,2,,1,,,,,60000,Partly Paid,,,,1,,1,,,bride
2C9161D6-39C4-574F-BF34-AC2179E73EF3,5CE75F20-6866-4B4B-A14B-43A182DDE29C,M,1998,,,,1,Other,JEARE,,1,,,,,,0,0,1,10/77,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2C9161D6-39C4-574F-BF34-AC2179E73EF3,5E425EED-DEB2-CB4B-8917-B465E148DFA8,F,1979,,,,2,Child,,2,,3,,,,1,2,1,1,3,0,18,0,0,,0,0,0,0,0,No,0,0,,1,,,,,70000,Partly Paid,,,,1,,1,,,bride
2C9161D6-39C4-574F-BF34-AC2179E73EF3,86675904-1552-E040-AD5C-926F5E72A1DD,M,2012,,,,1,Other,"G, Son",,1,,,,,,0,0,1,1/77,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2C9161D6-39C4-574F-BF34-AC2179E73EF3,8A5DF562-1C98-4647-BF4E-B0F978AA4B9B,M,1954,,,,2,Husband,,,1,1,,,,,,,1,2,,0,0,0,,0,0,0,0,0,No,0,,,,,,,,,,,,,,,,,,
2C9161D6-39C4-574F-BF34-AC2179E73EF3,E38B2B70-102B-614B-A07B-33D6D6E45DF1,F,1960,,,,2,Respondent,,,1,1,,,,,,,1,1,,18,0,0,,0,0,0,0,0,Yes,6000,,,1,,,,,50000,Partly Paid,,,,1,,1,,,bride
2C94506B-2808-3D4F-A8D1-A92616B39808,2145FC43-21C2-8F4E-B3A8-3F6F926A6B65,M,1945,,,,2,Husband,,,1,1,,,,,,,0,00,,0,,,,,,,,,No,,,,,,,,,,,,,,,,,,,
2C94506B-2808-3D4F-A8D1-A92616B39808,479A1666-6BC2-CC46-AAE6-25E3310A7E04,F,2006,,,,1,Other,G DAUGHTER,,1,,,,,,0,0,1,6/77,,0,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,
2C94506B-2808-3D4F-A8D1-A92616B39808,735BB44B-DE53-054E-81AF-AE6D23BC2CB3,F,1990,,,,2,Child,,1,,4,,,,,1,0,1,12,09,0,,,,,,,,,No,,18,,1,,,,,0,Partly Paid,,,1,,,1,,,groom
2C94506B-2808-3D4F-A8D1-A92616B39808,7D323851-72BF-8D4E-9312-3FE7CF2F3171,F,1984,,,,2,Other,DAUGHTER IN LAW,,1,,,,,,0,3,1,10,,18,,,,,,,,,No,,18,,,,,,,,,,,,,,,,,
2C94506B-2808-3D4F-A8D1-A92616B39808,8E49E603-778A-1945-94D8-30246A2C4F07,M,1974,,,,2,Child,,2,,2,,,,,1,1,,02,09,2,,,,18,5000,1000,,,No,,18,,1,,,,,0,Partly Paid,,1,,,,1,,,equal
2C94506B-2808-3D4F-A8D1-A92616B39808,BB255162-C081-544F-B9F1-9C2506ADE3AD,F,1952,,,,2,Respondent,,,1,1,,,,,,,0,00,,19,,,,,,,,,No,,,,1,,,,,0,Partly Paid,,1,,,,1,,,equal
2C94506B-2808-3D4F-A8D1-A92616B39808,CD6B0B6E-C44E-FC4A-B1FE-79E48773C5D4,F,1964,,,,2,Child,,6,,3,,,,,1,1,0,00,00,18,,,,,,,,,No,,4,,1,,,,,250000,Partly Paid,,1,,1,,1,,,equal
2C94506B-2808-3D4F-A8D1-A92616B39808,D9FB0A56-8B3F-4C43-BF57-A0ABF609310E,F,1967,,,,2,Child,,5,,3,,,,,1,2,1,02,05,18,,,,,,,,,No,,4,,1,,,,,0,Not Paid,,,,,1,,,1,equal
2C94506B-2808-3D4F-A8D1-A92616B39808,ED679EAD-8FF7-FB4E-9DDB-944FB32F2B54,F,2009,,,,1,Other,G DAUGHTER,,1,,,,,,0,0,0,NA,,20,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,
2C94506B-2808-3D4F-A8D1-A92616B39808,F2EB5613-96CD-A646-8AA3-FAEFD7754C38,M,1978,,,,2,Child,,4,,2,1,,,,1,2,1,03,03,18,,,,,,,,,No,,4,,1,,,,,0,Partly Paid,,1,,1,,1,,,equal
2C94506B-2808-3D4F-A8D1-A92616B39808,F30FF43E-7143-1042-A8BA-B8D49152EE24,M,1970,,,,2,Child,,3,1,1,1,,,,0,3,1,09,10,10,,,,36,15000,,,,No,,10,,1,,,,,0,Not Paid,,,,,1,1,,,equal
2C94506B-2808-3D4F-A8D1-A92616B39808,FA529615-B764-6D47-9DCB-B5D19D34C604,F,2017,,,,1,Other,G DAUGHTER,,1,,,,,,0,0,6,NA,,20,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,
2CAFCDBA-4331-2140-B198-60FA4296FCF7,3F9B107E-A302-8444-8361-9062B59DF6A5,M,1946,0,0,,2,Husband,,,1,1,,1,,,,,1,7,,3,0,0,,64,0,15000,0,0,Yes,3000,,,,,,,,,,,,,,,,,,
2CAFCDBA-4331-2140-B198-60FA4296FCF7,633D180A-9DF6-584B-97FA-26BEEE6B7123,F,1956,,,,2,Respondent,,,1,1,,,,,,,6,0,,18,0,0,,0,0,0,0,0,Yes,3000,,,1,,,,,5000,Partly Paid,,1,,,,1,,,equal
2CAFCDBA-4331-2140-B198-60FA4296FCF7,7589A41D-8E60-4A40-A78C-9D0F30128B14,M,1976,0,0,,2,Child,,3,,4,1,,,,1,2,4,9,12,10,0,0,,20,15000,0,0,0,No,0,18,,,1,,,,0,Partly Paid,,,,1,,1,,,equal
2CAFCDBA-4331-2140-B198-60FA4296FCF7,79C5E84B-E828-0243-9450-FEC146CC7A96,F,2002,,,,,Other,G. Daughter,,1,,,,,,0,0,1,9/77,,20,0,0,,0,0,0,0,0,Yes,1500,0,,,,,,,,,,,,,,,,,
2CAFCDBA-4331-2140-B198-60FA4296FCF7,8646C584-3707-9044-957A-165A21A53B26,F,1983,0,0,,2,Child,,6,,4,1,,,,0,1,1,12,5,10,0,0,,28,9000,0,0,0,No,0,9,,1,,,,,0,Paid In Full,,1,,1,,1,,,groom
2CAFCDBA-4331-2140-B198-60FA4296FCF7,88574DCB-8D99-C942-B3F5-2603F63DB601,M,1974,0,0,,2,Child,,2,,4,1,,,,1,2,1,5,8,23,0,0,,18,12000,0,0,0,No,0,18,,1,,,,,0,Partly Paid,,,,1,,1,,,equal
2CAFCDBA-4331-2140-B198-60FA4296FCF7,9435C257-8C73-234A-BB74-3784063EDAA8,M,1972,0,0,,2,Child,,1,,2,,1,,,2,3,1,4,2,10,0,0,,45,6000,0,0,0,No,0,18,,1,,,,,0,Partly Paid,,,,1,,1,,,equal
2CAFCDBA-4331-2140-B198-60FA4296FCF7,AC99586B-4327-0749-8D92-A9183F98158A,F,1979,0,0,,2,Child,,4,,3,,,,1,1,1,1,5,5,18,0,0,,0,0,0,0,0,No,0,4,,1,,,,,0,Not Paid,,,,,1,,,1,bride
2CAFCDBA-4331-2140-B198-60FA4296FCF7,C47C0A3C-26DF-C041-BC9D-E84FCD879708,M,1981,0,0,,2,Child,,5,,4,1,,1,,0,2,1,9,5,10,0,0,,18,8000,0,0,0,No,0,18,,,1,,,,0,DK,,,,,1,,,1,NA
2CAFCDBA-4331-2140-B198-60FA4296FCF7,E61CC749-5D7D-F941-88FA-E06BE719C176,F,1986,0,0,,2,Child,,7,,3,,,,,0,2,1,8,10,18,0,2,,0,0,0,0,0,No,0,9,,1,,,,,150000,Partly Paid,,1,,,,1,,,equal
2D267D92-2CCE-274D-8B45-15E729AFF9B5,10C35967-83CB-BC46-8B97-4409AC6BF385,M,2016,,,,1,Other,NATI,,1,,,,,,0,0,6,00,,0,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2D267D92-2CCE-274D-8B45-15E729AFF9B5,16339730-C6C5-EF4F-95A3-F4E15EC0EB45,F,1980,0,0,,2,Child,,3,,3,,,1,,1,1,1,05,00,18,0,0,,0,0,0,0,0,No,0,10,,1,,,,,0,DK,,,,,1,,,1,equal
2D267D92-2CCE-274D-8B45-15E729AFF9B5,476927B1-4AE9-EC4C-BED6-8AAA56C65E98,M,1982,0,0,,2,Child,,4,1,5,1,,,,0,1,1,05,09,25,0,0,,32,20000,0,0,0,No,0,18,,1,,,,,0,DK,,,,,1,,,1,equal
2D267D92-2CCE-274D-8B45-15E729AFF9B5,489F5357-34A2-494A-9920-1A5668653A65,F,2012,,,,1,Other,NATIN,,1,,,,,,0,0,1,1/77,,20,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2D267D92-2CCE-274D-8B45-15E729AFF9B5,59070496-98D1-A948-9AE1-757251AB1825,M,2004,,,,1,Other,NATI,,1,,,,,,0,0,1,05,,0,0,0,,0,0,0,0,0,No,0,0,,,,,,,,,,,,,,,,,
2D267D92-2CCE-274D-8B45-15E729AFF9B5,976C5490-A1B6-3248-BF02-1A755BB53E26,M,0,0,20,,2,Husband,,,,,,,,,,,6,00,,4,0,0,DEAD,0,0,0,0,0,No,0,,,,,,,,,,,,,,,,,,
2D267D92-2CCE-274D-8B45-15E729AFF9B5,BC7C18AC-12DF-9B4C-8048-0DB28220149A,F,1954,,,,4,Respondent,,,1,1,,,,,,,1,02,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,0,Forgiven,,1,,,,1,,,equal
2D267D92-2CCE-274D-8B45-15E729AFF9B5,D08FFD92-A4A0-CA4B-9F21-F0626ADABBE3,F,1988,,,,2,Other,CHELER BOW,,1,,,,,,1,1,1,09,,18,0,0,,0,0,0,0,0,Yes,15000,25,,,,,,,,,,,,,,,,,
2D267D92-2CCE-274D-8B45-15E729AFF9B5,D3CE84A5-DDD1-4242-B07D-1095CFEA56D7,M,1977,0,0,,2,Child,,2,1,5,1,,,,1,1,1,05,09,25,0,0,,39,20000,0,0,0,No,0,18,,1,,,,,0,DK,,1,,,,1,,,equal
2D267D92-2CCE-274D-8B45-15E729AFF9B5,E48384B0-BA37-AD44-91D9-4867E8317BEC,F,1974,0,0,,2,Child,,1,,3,,,1,,1,2,1,03,05,18,0,0,,0,0,0,0,0,No,0,23,,1,,,,,0,DK,,,,,1,,,1,equal
2D903A55-C33A-3444-8F9C-918430DC1004,4C878375-D720-294C-800A-BD7B13C387D1,F,2013,0,0,,1,Child,,2,1,1,,,,,0,0,6,00,NA,0,0,0,,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
2D903A55-C33A-3444-8F9C-918430DC1004,5B6DE9A9-B007-0E44-ACAD-7C8CC7EC112C,M,2006,0,0,,1,Child,,1,1,1,,,,,0,0,1,5/77,NA,20,0,0,,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
2D903A55-C33A-3444-8F9C-918430DC1004,AB0D9EFA-5086-BA43-8FDA-864409B79706,M,1985,0,0,,2,Husband,,,1,1,,1,,,,,1,06,,23,1,0,,32,5000,0,0,0,No,0,,,,,,,,,,,,,,,,,,
2D903A55-C33A-3444-8F9C-918430DC1004,C3571154-59BC-5C4D-8061-F7C1B7119E0C,F,1983,,,,2,Respondent,,,,1,,,,,,,1,05,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,0,DK,,,,,1,,,1,bride
2D903A55-C33A-3444-8F9C-918430DC1004,C4C1FF5B-106D-E748-ABE5-2FAB7BA80094,M,1962,,,,2,Other,SHASUR,,1,,,,,,2,1,6,00,,1,0,0,,60,1000,0,0,0,No,0,18,,,,,,,,,,,,,,,,,
2D903A55-C33A-3444-8F9C-918430DC1004,E09A88C3-C9A3-E74F-B533-64D6A1E676EF,F,1969,,,,2,Other,SHASURI,,1,,,,,,2,1,6,00,,18,0,0,,0,0,0,0,0,No,0,1,,,,,,,,,,,,,,,,,
2DF71B65-A044-C942-B848-E640338F8EEF,382D6054-A644-D349-A69F-719EC856EBFD,F,1986,,,,2,Respondent,,,1,1,,,,,,,1,09,,18,0,0,,0,0,0,0,0,No,0,,,1,,,,,0,Partly Paid,,1,,,,1,1,,equal
2DF71B65-A044-C942-B848-E640338F8EEF,78186186-3384-5A4F-B41D-AE24D32B6702,M,2009,0,0,,1,Child,,1,1,1,,,,,0,0,1,4/77,NA,20,0,0,,0,0,0,0,0,No,0,0,1,,,,,,,,,,,,,,,,
2DF71B65-A044-C942-B848-E640338F8EEF,8EB5AFF4-79A9-F242-820D-3140CEA5CCBE,M,1979,0,0,,2,Husband,,,1,1,1,1,,,,,1,12,,10,0,0,,23,12000,0,0,0,No,0,,,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,1A5D89FB-2065-9947-8768-1B55A5C38FCE,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,3E15D866-5B27-234A-93DB-C37908B8D58C,F,2012,,,,1,Other,Grand daughter,,1,,,,,,,,1,1/77,,20,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,4FB903AB-FFCB-744C-8F31-7055670F1B19,F,1986,,,,2,Child,,3,1,1,,,,,1,3,1,5,8,18,,,,,,,,,No,0,23,,1,,,,,100000,DK,,1,,,,1,,,bride
2EF41874-1336-8041-BD42-7C09133D04BB,75029774-8C8E-5345-8F28-DF47B6637C3B,F,1961,,,,4,Respondent,,,1,1,,,,,,,1,2,,18,,,,,,,,,,,,,1,,,,,0,DK,,1,,,,1,,,bride
2EF41874-1336-8041-BD42-7C09133D04BB,79E3A5D1-2973-1242-97A1-BAD5F182ACAB,F,2017,,,,1,Other,Grand daughter,,1,,,,,,,,6,0,,0,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,7C5B0249-413B-294B-85B4-B3BA2B221638,M,1971,,,,2,Other,Daughters husband,,1,,,,,,1,3,1,8,,23,,,,20,20000,,,,No,0,18,,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,8898AB67-085C-4240-B5F1-4AFDCC432E95,M,1955,,,2000,2,Husband,,,,,,,,,,,6,NA,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,A2CBAD1D-B05E-7E49-8D33-DD8926CDA40B,F,1984,,,,2,Child,,4,,4,,,,,1,2,1,8,8,18,,,,,,,,,NA,0,5,,1,,,,,200000,Paid In Full,,1,,,,1,,,equal
2EF41874-1336-8041-BD42-7C09133D04BB,A4076D57-3958-7346-9DD4-9BD42EF75FCA,,1984,6,,1984,,Child,,2,,,,,,,,,,,,0,,,,,,,,,No,0,,1,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,C3645C6A-0564-BE4E-A10C-6AE6CFFDB758,,9.1293,,,,2,Child,,5,1,1,,,,,,,1,2,NA,0,,,,,,,,,No,0,0,1,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,C76A55F2-3F29-0C4B-8FA2-19674E234E80,,1.31997,,,,1,Child,,6,1,1,,,,,,,1,5,NA,20,,,,,,,,,No,0,0,1,,,,,,,,,,,,,,,,
2EF41874-1336-8041-BD42-7C09133D04BB,DF1D1D3C-9575-5941-A478-6EEF0C26A4C6,F,1981,,,,2,Child,,1,,4,,,,,1,1,1,5,5,18,4,,,17,30000,,,,No,0,4,,1,,,,,100000,DK,,,,,1,,,1,bride
2EF41874-1336-8041-BD42-7C09133D04BB,F0D6E1E7-47B0-F947-A839-7A97C04F7DDA,F,2004,,,,1,Other,Grand daughter,,1,,,,,,,,1,6/77,,20,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,
