id,idhusband,interviewDate,notesRecord,HusbandAge,notesOccupation,foodSourceChildhood,foodSourceNow,skilledWork,skilledWorkWhich,skilledWorkLearnedFromParent,skilledWorkLearnedFromRelative,skilledWorkLearnedFromFriend,skilledWorkLearnedFromApprenticeship,skilledWorkLearnedFromSchool,skilledWorkLearnedFromSelf,skilledWorkLearnedFromOther,skilledWorkLearnedYears,skilledWorkLearnedMonths,skilledWorkLearnedDays,skilledWorkTeaching,skilledWorkTeachingChildren,skilledWorkTeachingRelatives,skilledWorkTeachingFriends,skilledWorkTeachingApprentice,skilledWorkTeachingOther,skilledWorkTeachingYears,skilledWorkTeachingMonths,skilledWorkTeachingDays,notesSkills,religiousEducationMuslim,religiousEducationFromSchool,religiousEducationFromReligiousLeader,religiousEducationFromFamily,religiousEducationFromTemple,religiousEducationFromNoOne,religiousEducationFromRelatives,religiousEducationNeverLearned,religiousEducationFromOthers,religiousEducationReadReligiousText,religiousEducationReadTextLevel,religiousEducationReadTextBangla,religiousEducationReadTextSanskrit,religiousEducationReciteText,religiousEducationMemorizeTextLevel,religiousEducationGoneOnUmrah,religiousEducationGoneOnHajj,religiousEducationNumberFamilyUmrah,religiousEducationNumberFamilyHajj,religiousEducationReadOtherHolyBooks,religiousEducationGoneOnPilgrimageIndia,religiousEducationGoneToHolyPlaces,religiousEducationNumberPilgrimageIndia,religiousEducationNumberHolyPlaces,notesReligiousEducation,respondentDhakaVisit,respondentBangladeshVisit,respondentAbroadVisit,MacArthurLadderPresent,MacArthurLadderPast,MacArthurLadderTelephonePresent,MacArthurLadderTelephonePast,listenRadio,watchTVMinutes,watchTVHours,watchTVPer,useInternet,notesMarketIntegration,perceptionRiskEconomy,perceptionRiskJobs,perceptionRiskChildrenSick,perceptionRiskAdultsSick,perceptionRiskChildrenDie,perceptionRiskAdultsDie,perceptionRiskYoungerAdultsDie,perceptionRiskOlderAdultsDie,perceptionRiskPeopleLive,perceptionRiskRTA,perceptionRiskInjury,perceptionRiskViolence,healthBetelnut,healthBetelnutDay,healthBetelnutMonth,healthBetelnutYears,healthSmoke,healthCigarettesDay,healthSmokeYears,healthPassiveSmoke,abilityToWorkRespondent,illnessRespondent,hospitalRespondent,seriousIllnessRespondent,seriousIllnessRespondentDescription,chronicIllnessRespondent,chronicIllnessRespondentDescription,notesHealth,loanInstitution1,loanInstitution1Type,loanInstitution2,loanInstitution2Type,loanInstitution3,loanInstitution3Type,loanCooperative,notesSocialNetwork
1227A235-0E6D-F54B-B945-4789965BB98E,A11215A5-1D5D-604C-9462-1089101CC8AC,11-Dec-17,,39,,50 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,0,,3,2,0,2,1,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,4,,12,,,,,1,1,0,,,,,,,,,,,,RONGDHANU SOMITY,
12E7A782-DD69-784A-8163-FCE3EC3BFA72,4AD9EA5A-AEDD-944E-AAB5-5DDDBA7F2FC9,07-Jul-18,,45,,all from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,Can,1,,1,Nothing,,,,,1,,,0,0,,6,2,0,,,2,1,0,0,1,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,4,,1,1,20,2,,1,3,3,2,1- FEVER  2- CHEST PAIN.,1,CHEST PAIN.,,,,,,,,,
13556211-99ED-C647-B236-C803BDF9FB15,21B739F3-BE8A-F04D-96F4-E6C2F5C9FFB0,22-Mar-18,,56,,25 percent from own work,75 percent from own work,1,MECHANIC,,,,1,,,,2,0,0,1,,,1,,,0,2,0,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,5,3,,,0,30,0,day,0,,3,3,3,1,3,1,1,3,3,1,1,1,1,10,,25,1,25,25,,1,1,0,1,TYPHOID,1,"ALLERGY, PILES",,GRAMEEN BANK,microcredit,,,,,,
1357842D-F937-FD44-8C30-5E717E621252,E8DE571A-7D86-B449-977B-7887663998E4,12-May-18,,56,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,0,0,,,,,,,1,3,0,3,2,,,0,30,0,day,0,,3,3,1,1,3,1,1,3,1,1,3,1,,,,,1,25,28,,2,2,0,0,,1,Gastric,,Grameen Bank,microcredit,,,,,,
13C71AC6-A236-BE40-94D0-734AB077FE8B,FB28D849-24A2-E74A-97E2-6212F7F30947,11-Apr-18,,68,,75 percent from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,Can,1,,1,Little,,,,,,1,1,2,4,,4,1,2,4,3,,,0,0,1,day,0,,3,3,1,1,3,1,1,3,3,1,1,1,,,,,1,6,,,2,1,2,1,HEAD TUMOR,1,DIABETIC.  PRESSURE.,,,,,,,,,
146C5E3F-BACD-404C-A670-184E5E9835B2,EFE6332F-EAFE-D34C-9532-9A18E2CEF81F,03-Jan-18,,53,,50 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,3,3,2,4,3,,,0,35,0,day,0,,3,3,1,1,1,3,1,1,3,1,1,1,,,,,1,7,28,,1,1,1,0,,,,,,,,,,,,
14837634-2F57-8E46-BA5C-5D85C943CDCA,55C1470D-9770-9D44-8D9C-C765B37DD99D,20-Nov-17,,37,,75 percent from own work,75 percent from own work,1,PAINTER,,,1,,,,,0,3,0,1,,,1,,,0,2,0,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,2,0,4,2,,,,0,2,day,1,,3,3,1,1,3,1,1,1,3,1,3,1,,,,,,,,,1,1,0,,,,,,,,,,,,,
157B3B2E-4165-444B-A8BD-23D7B8F3751B,BFA910BC-D380-AB48-9B5D-0EB50E4E22A2,06-Jan-18,,41,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,3,0,3,2,,,0,0,30,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,6,,20,1,10,20,,1,1,1,0,NA,,,,GRAMIN BANK,microcredit,BRAC,microcredit,,,,
15B7B4CF-89F5-9C4C-B951-B5C451BF8D73,99BD1E0D-3E6F-C142-8398-2630B60D5616,23-Feb-18,,56,,75 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,2,0,0,5,3,,,0,0,0,,0,,3,3,3,1,3,1,3,3,3,1,1,1,1,10,,20,,,,,2,0,0,2,DIARRHEA.  HEART  STROKE.,,,,,,,,,,,
16A526B1-4627-3E4E-BE3A-8FA8F4131549,4C9DEF87-1C2C-C349-BFEE-75BEAAD86633,30-Dec-17,,73,,50 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,4,3,,,0,0,0,-,0,,3,1,1,1,1,2,1,2,3,1,1,1,1,4,,5,,,,,1,1,0,,,,,,,,,,,,,
16BA5DBE-1B0F-7549-A897-2CDC3BC9938A,5B8AF37D-9810-D44A-A004-1FC685527BED,14-May-18,,61,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,1,1,0,3,2,,,0,30,0,day,0,,2,1,1,1,3,3,3,3,3,1,1,1,1,5,,10,,,,,2,1,0,0,,,,,Grameen,microcredit,Krishi Bank,bank,,,,
16F50600-8FAB-BE45-86B9-DC0B581049A3,29FA56CD-60B3-9648-9838-19D978A8E5C2,18-Feb-18,,60,,all from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,4,0,4,5,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,4,,15,1,9,35,,1,1,0,0,NA,,,,PAYIZ,microcredit,,,,,,
17C6E529-4CAA-584C-A473-055526B4F0FF,30611A34-5BC1-6C40-9D48-F202371E621F,08-May-18,,57,,50 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,2,2,0,3,4,,,0,0,0,,0,,3,3,1,1,3,3,1,3,3,1,1,3,,,,,1,25,40,,1,3,1,3,"Hernia,Piles,Diarrhea",1,High BP,,grameen Bank,microcredit,,,,,,
1967844D-27A5-E141-A2C0-AC4F9858992C,3141529D-456D-7249-8B54-B1F85D827830,22-Apr-18,,52,,75 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,4,3,,,0,0,2,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,1,25,35,,1,1,2,0,,1,Heart Problem,,,,,,,,,
19B9F9A5-4086-4A4A-9C69-C84F5150A71D,BC751BD9-98A0-2E41-A8B0-DD804D0836EF,30-Nov-17,,64,,25 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,0,,,,,,,3,2,1,4,3,,,0,30,0,day,1,,3,3,1,1,1,1,1,1,3,1,2,1,1,7,,20,,,,,1,2,0,1,EYE OPERATION,,,,BRAC,microcredit,,,,,,
19BBC60A-79A8-8C40-87FD-4FAF88B36B5B,3D6ABBDF-B835-E649-9FB4-39094363E188,18-Feb-18,,62,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,0,5,,3,2,0,4,2,,,0,0,0,NA,0,,3,3,1,1,2,1,1,1,3,1,1,1,1,4,,22,1,25,45,,1,1,1,0,NA,1,WAIST PAIN,,,,,,,,,
19F77498-99FA-7440-BE05-36A58DDAE675,5D7DAF4C-D394-0D4E-99EA-0E965FBE8A02,14-Mar-18,,72,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Very good,,,1,Little,,,0,0,,,,,,,4,4,0,5,4,,,0,0,0,-,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,5,,33,,,,,1,1,0,3,DIARRHOEA IN 3 TIMES,1,DIABETES,,,,,,,,,
1A05E825-2217-804F-B68B-662352EC8938,B5601808-E488-B84B-9603-755307DF2286,19-Nov-17,,34,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,3,1,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,6,,6,,,,,1,1,0,,,,,,BRAC,microcredit,,,,,,
1A9E8DE8-7DFC-5244-9A8B-6D1A54B5CC9E,2C7A8830-8998-4A4B-9BB6-51FE42E61C13,23-Dec-17,,48,,25 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,3,2,,,0,35,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,1,10,30,,1,1,2,,,,,,BRAC,microcredit,,,,,,
1BF872DC-7F65-D149-96EB-96F043A488CD,A9E5937A-3446-C64F-A893-789EF13C1781,22-Mar-18,,59,,all from own work,75 percent from own work,1,TAYLOR,,,1,,,,,3,0,0,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,4,3,,,0,0,0,-,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,,1,1,0,,,,,,,,,,,,,
1CB5A96A-9457-4446-82FC-552F367CB9AA,B42FDE43-ACD0-0E48-9825-7AEAB71B3997,08-Dec-17,,65,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,1,1,2,1,,,,,,,5,3,5,6,5,,,0,0,4,day,1,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,,1,1,0,1,DIABETES,1,DIABETES,,,,,,,,,
1D37C796-ED6D-5A41-A699-C970B73E91F9,2B5F16E3-01B7-4848-B2C0-6E0B9DE2F24A,23-Feb-18,,74,,75 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,1,1,7,5,,,,,,,3,3,1,7,4,,,0,0,0,NA,0,,3,3,1,1,3,1,1,1,2,1,1,1,,,,,,,,,1,1,1,0,NA,1,PROSTATE PROBLEM.,,,,,,,,,
1D457514-0E43-EB49-8D49-63CE5D824CE2,5FAA153D-BD84-CE4A-B556-35E5BF62FBC4,07-Apr-18,,57,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,8,2,1,3,3,,,0,10,1,day,0,,3,3,1,1,3,1,1,3,3,1,3,1,1,3,,18,1,1,45,1,1,2,2,3,T B. STROKE. FEVER.,,,,B A R C,microcredit,,,,,,
1E5FD9D7-D84D-F941-9573-292FD64C4ECB,D457042E-CB27-434E-A75B-9282EA3EE35E,19-Apr-18,,32,,50 percent from own work,50 percent from own work,1,,1,,,,,,,0,6,0,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,4,3,,,0,30,2,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,1,1,1,0,1,Diarrhea,,,,BRAC,microcredit,,,,,BAZAR,
1F4969F9-010D-1641-9E6D-3BCED0DA25B6,A35FC13C-0A76-C547-96E1-6F8DC16CF453,16-Jan-18,,39,,all from bazar,all from bazar,1,Pipe Fiter,,,1,,,,,0,2,0,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,3,0,2,1,,,0,30,0,day,1,,3,3,1,1,3,1,1,2,3,1,1,1,1,8,,15,1,10,22,,1,1,1,0,,1,"Asthma,Gastric",,Asha,microcredit,,,,,,
1F8C3A10-880B-7844-88B7-30CBFBF11BD2,B97E6231-EDC4-9443-987E-59BE6D37B417,24-Feb-18,,57,,25 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,8,3,0,4,3,,,0,30,0,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,1,5,50,,1,1,1,1,SICK DUE TO ULCER OPERATION.,,,,,,,,,,,
1FE19333-99A8-A44F-B82B-809211C99A88,252B106E-B34F-4D4D-87DD-F74F84A589E8,13-May-18,,49,,all from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,0,0,,,,,,,4,3,1,4,3,,,0,30,0,day,1,,3,3,2,1,3,2,1,1,3,1,1,1,1,10,,25,1,10,30,,1,1,2,1,Abdominal Pain,1,Heart Problem,,,,,,,,,
2032792F-3197-6143-AD04-500B0413353D,7988A087-6DB1-8540-AAB5-50709CB2F6D8,10-Apr-18,,68,,all from own work,50 percent from own work,1,Elicitation,,,1,,,,,0,6,0,1,1,,,,,0,6,0,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,4,2,2,6,3,,,0,30,2,day,0,,3,3,1,1,3,1,1,3,3,1,3,1,1,5,,20,,,,,2,3,0,1,Abdominal  pain,,,,ISLAMI  BANK,bank,AGRANI BANK,bank,KRISHI BANK,bank,,
207C5ED1-82C3-7E4B-9AC2-96930556CB5E,1C823B32-A1E9-634F-A5B0-444431312C8C,23-Apr-18,,45,,50 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,8,5,0,5,3,,,0,0,0,,0,,3,3,1,1,3,1,1,3,3,1,3,1,,,,,,,,,2,2,0,2,"Kidney problem,Heart Problem",,,,Sonali Bank,bank,Asha,microcredit,,,,
20B71C2D-B95B-DF42-8CAE-6C69E465FC90,4F442D32-1E66-6848-8860-DE97F77F7464,22-Feb-18,,43,,all from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,1,,1,0,,,,,,,3,3,3,4,5,,,0,0,0,NA,0,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,,1,1,0,1,SICK DUE  TO TB OPERATION.,,,,SAMOBY SAMITI,microcredit,,,,,,
20E178CA-04AB-C045-9E11-9A2524FAB306,CE7AF246-69E3-9C41-973A-92AC610318FC,01-Apr-18,,65,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,2,1,0,3,2,,,0,0,0,,0,,3,3,3,1,3,1,1,1,3,1,3,1,,,,,,,,,1,3,3,2,DIARRHEA. FEVER.,1,PRESSURE. GASTRIC.,,B R A C,microcredit,,,,,,
217864AB-C175-674D-800A-0997833E4C31,8D8F5D06-A682-DE47-A0EB-892B0232B578,16-Jul-18,,60,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,2,2,0,,,2,3,0,0,0,-,0,,3,3,3,1,3,1,1,1,3,1,1,1,1,15,,6,,,,,2,3,3,3,"1- ASTHMA, 2- TUBERCULOSIS, 3- FEVER.",1,ASTHMA,,,,,,,,,
21856158-F942-3C40-9879-047AA6384618,B606AAB6-DBDA-7749-B094-4431C063F70E,12-Apr-18,,44,,50 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,Can,1,,,Little,,,,,,,,2,0,,5,3,0,5,4,,,0,0,1,day,3,,3,3,1,1,3,1,1,1,3,1,3,3,,,,,,,,,1,0,0,1,Diarrhea.,,,,UDDIPON,microcredit,,,,,,
23495656-296B-FE49-8C3A-5C34185A1098,C11A5502-0408-8D47-8361-1815758753A7,27-Apr-18,,40,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,0,,,,,,,3,3,3,5,4,,,0,0,2,day,1,,3,3,1,1,3,1,1,1,3,1,1,1,,,,,,,,,1,1,2,0,NA,,,,,,,,,,,
23898066-E05F-FA44-849B-6C19C452EDC1,1515B71E-DEED-324B-8DA6-A7CFC782FA68,22-Dec-17,,52,,50 percent from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,4,3,0,3,2,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,4,,4,,,,,1,1,0,,,,,,,,,,,,,
2411CF31-B500-4D4A-BED3-6EFD3FD97013,6F2ADED1-2299-DB49-B25B-2494BE622E6E,03-May-18,,58,,50 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,4,4,0,5,3,,,0,30,1,day,0,,3,3,1,1,3,1,1,3,3,1,1,1,,,,,,,,,2,2,3,3,Stroke,1,Herat Problem,,CCDA,microcredit,,,,,,
2419AF3A-D10A-964E-A621-3AFA6CCE5AE1,C08E012D-5A97-6F42-9785-BD6F66A9E749,10-Jul-17,,55,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,Can,,,,,,,0,1,,,,,,,5,4,0,5,7,,,0,30,0,day,0,,3,3,3,3,3,3,3,1,1,1,1,3,,,,,,,,,1,0,0,1,BRONGKAYTIS,1,SLEEPING  PILL,,,,,,,,,
2461F9E7-61DC-A747-96D2-6B83C7A96D07,764BD0E9-0482-8543-8683-37D90B33C35D,22-Dec-17,,36,,all from bazar,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,6,6,3,5,4,,,3,0,1,day,1,,3,1,1,1,1,1,1,1,3,1,1,1,,,,,1,10,15,1,1,1,2,3,1- LEG OPERATION 2- TONCIL OPERATION 3- VERTIGO.,1,DIABETES,,,,,,,,,
26105CF8-0B76-CD4C-B3AE-34380627A18A,0B2AA520-A9BA-834F-9442-E73AC0140C78,29-Mar-18,,62,,50 percent from own work,all from bazar,1,BLACKSMITH,,1,,,,,,4,0,0,1,1,,,,,4,0,0,,,,1,,,,,,,,,,,,,,,,,,,,0,0,,2,1,0,3,2,,,0,0,0,-,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,3,,30,1,25,40,,3,1,1,2,BRAIN STROKE,1,HIGH PRESSER,,,,,,,,,
26F7B5A7-1074-E143-BD4E-BCCCA9C4135E,8EE9D79A-FBFF-6849-A30F-D8C7831EDB8F,27-Feb-18,,79,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,2,4,,,0,0,0,-,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,5,,30,,,,,1,1,1,,,1,1- COUGH 2- KNEE PAIN 3- ASTHMA.,,,,,,,,,
283B5033-EC66-2B4A-8615-8E9A30655F95,913E131F-C2BE-194F-BEA7-151CC73634DE,13-Jan-18,,60,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,2,1,,,0,0,2,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,2,,3,1,10,40,,1,0,0,1,ACCIDENT,,,,BRAC,microcredit,,,,,,
290736E2-AB24-AE45-8CF5-824C39306D66,E3859CC5-6B5B-F34C-80DD-ABAB4BF5B6E3,22-Jan-18,,81,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,2,2,0,2,3,,,0,0,0,,0,,3,3,2,1,3,1,1,1,2,1,2,1,1,10,,65,,,,,1,1,0,0,,,,,,,,,,,,
29322BE2-1C9D-3140-9924-8A28325E9963,574323A0-131B-D145-B3BC-C5C4F0154581,04-Dec-17,,42,,75 percent from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Good,,,1,Nothing,,,1,1,,,,,,,4,3,0,5,2,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,,,,,,,,,1,1,0,2,1- DIARRHOEA  2- DIARRHOEA,1,BACK PAIN,,,,,,,,,
2AF1A838-7F8D-3C49-A5AE-ADFF6964DC08,B31C6C94-8E47-E849-9806-1F935D35A3F8,15-Apr-18,,39,,75 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,2,1,,,,,,,4,2,4,6,7,,,0,0,2,day,1,,1,2,3,3,3,3,3,1,3,1,1,1,,,,,1,6,19,1,1,0,0,1,ACCIDENT,,,,,,,,,,,
2B32C751-B571-B04F-9AD8-4645277169F4,3A78E040-5F71-4746-8B06-C321B9594662,12-Jul-18,,48,,25 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,Can,1,,1,Little,,,,,1,,1,2,0,,2,2,0,,,2,3,0,30,0,day,0,,3,3,1,1,3,1,1,3,3,1,1,1,,,,,,,,,1,0,0,1,MEASLES,,,,,,,,,,,
2B5F16FC-5791-2A4F-8B5E-3FFB14D005FA,ADAA83B6-CEFC-274B-90FC-F2BFA40DCD25,13-Nov-17,,55,,25 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,4,2,,,0,30,0,day,0,,3,1,3,1,3,3,3,1,3,1,1,1,,,,,1,15,4,,1,1,1,1,DIARRHOEA,1,SKIN DISEASE,,,,,,,,,
2B6EAE86-5927-524D-8978-54AE2E337DFF,DA4AA128-A8FF-244A-A049-763A0535DF47,01-Mar-18,,63,,all from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,0,,,,,,,3,3,1,5,4,,,0,30,0,day,2,,3,3,1,1,2,1,1,1,3,1,2,1,,,,,,,,,1,1,3,2,1- TUMOR OPERATION 2- HERNIA OPERATION,1,DIABETES,,GRAMEEN BANK,microcredit,,,,,,
2B9585E7-700A-EF4F-A946-08D7B1F7394E,0C48694C-7257-DA4B-A4F2-9F666F2A62FD,13-Nov-17,,67,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,0,,,,,,,2,2,0,3,1,,,0,30,0,day,0,,3,3,3,1,1,1,1,1,3,1,1,1,1,8,,20,,,,,1,1,0,,,,,,ASHA,microcredit,BRAC,microcredit,ISLAMI BANK,bank,,
2BB50B79-85AE-A741-804E-97B6171A59BE,C6944851-7AB9-C247-9EB9-99D41ACC9D79,20-Mar-18,,62,,all from own work,50 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,5,6,,,0,35,0,day,0,,3,3,1,3,3,3,1,3,3,1,3,1,1,10,,7,,,,,3,2,1,2,TYPHOID FEVER,1,1- DIABETES 2- HIGH PRESSER.,,,,,,,,,
2BF0545B-019A-DC49-AA2E-908EC44A177A,4D171298-D775-9045-91AC-65C1BC6DE58A,22-Dec-17,,59,,75 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,4,4,0,5,4,,,0,0,1,day,0,,3,1,3,1,3,2,2,1,1,1,1,1,1,3,,7,,,,,1,1,0,,,1,ASTHMA,,,,,,,,,
2BF9D548-A943-1A42-A194-A758B076AF5B,12F0C128-A170-744B-8C73-EF1F6BC9E5D9,10-May-18,,58,,all from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,4,4,0,4,3,,,0,30,0,day,0,,3,3,1,1,3,1,1,1,3,1,1,1,1,10,,15,1,10,40,,1,1,1,1,Gastric,,,,,,,,,,,
2C83D79C-67D8-E941-9ADE-5FC0CAA17C02,C382EAB0-C353-E34E-8DC7-5EEEAA4E7E07,29-Oct-17,,64,,25 percent from own work,25 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,Can,,,,,,,0,0,,,,,,,4,3,0,5,3,,,0,30,1,day,0,,3,3,1,3,3,3,1,3,3,1,1,1,1,20,,25,,,,,2,0,0,1,DIARRHOEA,,,,,,,,,,,
2C9161D6-39C4-574F-BF34-AC2179E73EF3,B3BD68BA-D445-AF43-B6A3-6127B81792DF,21-Jan-18,,63,,50 percent from own work,all from bazar,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,3,0,3,2,,,0,10,0,day,0,,3,3,1,1,3,1,1,1,1,1,1,1,1,2,,20,,,,,1,1,1,0,,,,,,,,,,,,
2C94506B-2808-3D4F-A8D1-A92616B39808,CE159768-97B8-884C-BCA4-D3031A4752F4,13-Dec-17,,70,,25 percent from own work,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,4,3,,,0,30,0,day,0,,3,3,1,1,1,1,1,1,3,1,1,1,1,4,,20,,,,,1,1,2,3,1- ABDOMEN PAIN 2- VOMITING 3- HEART DISEASE.,1,HEART DISEASE.,,BRAC,microcredit,,,,,,
2CAFCDBA-4331-2140-B198-60FA4296FCF7,DCF8C3E7-7BDA-7A45-BDD0-E8660C1FF75E,15-Nov-17,,64,,all from bazar,75 percent from own work,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,,,,,,,3,2,0,4,2,,,0,30,0,day,0,,3,3,3,1,1,1,1,1,3,1,1,1,1,7,,12,1,5,30,,1,1,1,1,ACCIDENT,,,,,,,,,,,
