"id","religion","skilledWork","skilledWorkWhich","foodSecurity","foodSourceChildhood","foodSourceNow","WEALTH_TOTAL_VAL","n","hh_income","hh_remit","hh_pension","hh_crops","hh_rents","total_income","labor_migrant_hh_total","husbandDhakaVisit","husbandBangladeshVisit","husbandAbroadVisit","respondentDhakaVisit","respondentBangladeshVisit","respondentAbroadVisit","natalBariDhakaMale","natalBariDhakaFemale","natalBariBangladeshMale","natalBariBangladeshFemale","natalBariAbroadMale","natalBariAbroadFemale","maritalBariDhakaMale","maritalBariDhakaFemale","maritalBariBangladeshMale","maritalBariBangladeshFemale","maritalBariAbroadMale","maritalBariAbroadFemale","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","watchTVMinutes","watchTVHours","watchTVPer","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime"
"1CB5A96A-9457-4446-82FC-552F367CB9AA","ISLAM",0,"",1,"50 percent from own work","all from bazar",655400,8,0,0,0,0,0,0,2,4,3,1,4,3,1,2,1,0,0,1,1,2,1,2,3,2,1,"more",7,0,0,2,"day",0,10,20,20,10,10,10,10,300,5,10
"1D37C796-ED6D-5A41-A699-C970B73E91F9","ISLAM",0,"",2,"75 percent from own work","all from bazar",575725,14,0,50000,0,1666.66666666667,70000,121666.666666667,8,4,0,1,1,0,1,1,0,0,0,0,0,2,4,0,0,1,0,"average",6,0,0,0,"",1,10,20,20,10,60,60,10,120,10,10
"1D457514-0E43-EB49-8D49-63CE5D824CE2","Islam",0,"",3,"75 percent from own work","all from bazar",80180,5,18000,0,0,0,0,18000,0,2,0,1,2,0,0,5,2,2,1,2,0,0,0,0,0,0,0,"average",4,0,0,0,"",0,10,30,30,5,30,30,30,240,5,30
"1E5FD9D7-D84D-F941-9573-292FD64C4ECB","ISLAM",1,"KATHA SHELAI",1,"75 percent from own work","50 percent from own work",221300,8,0,400,0,5000,0,5400,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,"less",3,0,0,NA,"",0,8,20,20,10,15,60,12,150,15,30
"1F3A7474-6D31-0142-A2A3-A27A48F4E79A","ISLAM",0,"",1,"all from bazar","all from bazar",590225,7,135000,25000,0,0,0,160000,10,2,2,0,2,2,1,12,25,8,0,10,0,0,0,0,0,2,3,"average",6,0,10,0,"day",2,10,10,10,5,15,40,5,180,5,15
"1F4969F9-010D-1641-9E6D-3BCED0DA25B6","ISLAM",1,"MATE, HAND FAN",2,"75 percent from own work","25 percent from own work",94205,4,1200,4000,0,175,0,5375,0,3,1,0,2,2,0,10,8,0,1,5,0,2,0,0,0,5,0,"less",4,0,0,30,"week",3,10,10,10,10,10,30,5,120,10,10
"1F8C3A10-880B-7844-88B7-30CBFBF11BD2","ISLAM",0,"",4,"50 percent from own work","all from bazar",194470,6,0,0,0,0,0,0,2,8,0,0,1,0,0,7,5,0,0,0,0,1,4,0,0,0,NA,"more",0,0,0,0,NA,0,30,0,60,20,30,60,30,180,20,30
"1FE19333-99A8-A44F-B82B-809211C99A88","ISLAM",0,"",1,"all from bazar","all from bazar",371665,7,10800,40000,0,0,0,50800,5,4,3,8,2,2,0,4,5,6,5,3,0,0,0,2,0,8,0,"average",5,0,0,1,"day",3,5,40,40,25,60,75,20,150,25,60
"2032792F-3197-6143-AD04-500B0413353D","ISLAM",1,"TAILORING",1,"50 percent from own work","25 percent from own work",359350,7,6000,15000,600,1000,2000,24600,7,4,4,8,2,2,0,2,0,0,0,2,0,2,2,0,0,5,0,"less",6,0,0,2,"day",2,10,5,5,30,30,45,15,180,5,10
"207C5ED1-82C3-7E4B-9AC2-96930556CB5E","Islam",0,"",1,"75 percent from own work","25 percent from own work",242225,7,6000,6000,7100,1250,0,20350,3,5,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,"average",2,0,0,1,"day",0,5,15,15,5,20,30,30,150,20,30
"20AB90E2-EFED-474C-8374-F2367C8FA7DC","ISLAM",1,"MOILLA, PATI, DALA, CHALUN.",2,"25 percent from own work","all from bazar",76425,9,0,5000,0,0,0,5000,8,2,2,0,4,2,0,0,0,0,0,0,0,5,2,0,0,2,0,"less",5,0,0,0,"-",2,10,30,30,5,10,60,10,210,10,10
"20B71C2D-B95B-DF42-8CAE-6C69E465FC90","ISLAM",1,"WEAVING MATE.",1,"75 percent from own work","25 percent from own work",289825,4,3000,0,0,1250,0,4250,1,5,2,8,3,2,0,18,12,0,0,0,0,0,2,0,0,2,0,"less",5,0,0,1,"day",0,20,10,10,5,25,25,25,180,5,25
"20E178CA-04AB-C045-9E11-9A2524FAB306","Islam",0,"",1,"75 percent from own work","all from bazar",115450,14,77000,12000,500,0,0,89500,11,4,0,0,4,0,0,3,3,0,0,1,0,2,0,0,0,1,0,"average",5,0,0,0,"",2,10,30,30,15,30,30,30,210,10,25
"217864AB-C175-674D-800A-0997833E4C31","ISLAM",0,"",1,"50 percent from own work","all from bazar",180490,9,0,30000,0,0,0,30000,6,2,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2,0,"average",6,0,0,0,"",2,10,30,30,20,20,20,15,150,20,20
"21856158-F942-3C40-9879-047AA6384618","HINDU",0,"",2,"75 percent from own work","all from bazar",174100,5,27000,0,0,0,0,27000,0,4,1,0,2,1,0,2,1,0,0,3,0,1,1,0,0,0,0,"more",8,0,0,1,"day",0,10,10,10,10,10,5,5,240,5,20
"2283F967-B396-F14E-BED3-75091BAF262C","Islam",0,"",1,"all from own work","25 percent from own work",150000,10,0,10000,6500,333.333333333333,0,16833.3333333333,8,8,0,0,3,0,0,1,0,0,0,2,0,1,2,0,0,0,0,"more",6,0,0,0,"",0,2,15,15,15,60,60,75,300,15,15
"23495656-296B-FE49-8C3A-5C34185A1098","ISLAM",0,"",1,"all from bazar","all from bazar",173700,4,28000,10000,0,0,0,38000,2,4,3,3,4,0,0,1,0,0,0,0,0,2,0,0,0,2,0,"average",5,0,0,0,"",1,10,30,90,10,10,90,210,210,10,10
"23898066-E05F-FA44-849B-6C19C452EDC1","Islam",0,"",1,"25 percent from own work","25 percent from own work",57780,6,9100,0,0,208.333333333333,2500,11808.3333333333,1,4,2,0,1,0,0,3,1,0,0,1,0,0,0,0,0,2,0,"average",7,0,10,0,"week",0,10,30,30,5,30,30,90,240,5,30
"2411CF31-B500-4D4A-BED3-6EFD3FD97013","ISLAM",0,"",1,"all from bazar","25 percent from own work",267640,12,0,5000,0,4166.66666666667,0,9166.66666666667,9,3,2,0,3,2,0,5,0,0,0,1,0,0,0,3,0,4,0,"average",5,0,0,1,"day",0,10,30,30,10,30,120,30,180,10,30
"2419AF3A-D10A-964E-A621-3AFA6CCE5AE1","ISLAM",1,"TAILORING",1,"25 percent from own work","all from bazar",291750,4,35000,22001,0,0,0,57001,0,6,5,0,3,2,0,0,1,0,0,1,2,1,1,0,0,2,0,"more",5,0,0,2,"day",0,5,10,10,5,10,10,20,240,10,15
"243F2D6B-AF0A-6848-B2BD-72AA9DB815E7","Islam",0,"",1,"all from own work","all from bazar",100980,6,0,0,500,0,0,500,1,8,0,0,8,0,0,4,3,0,0,1,0,4,3,0,0,1,0,"less",5,0,30,0,"day",0,10,60,120,30,60,60,60,300,15,30
"2461F9E7-61DC-A747-96D2-6B83C7A96D07","ISLAM",0,"",1,"25 percent from own work","25 percent from own work",327365,8,40000,20000,0,833.333333333333,0,60833.3333333333,1,8,6,1,3,1,0,4,5,1,0,2,0,2,1,0,0,3,2,"more",4,0,0,1,"day",2,12,30,30,5,30,30,60,240,5,30
"24B807C4-D0A9-5644-9E8A-93B99419E6FA","ISLAM",0,"",2,"50 percent from own work","all from bazar",308100,11,55000,11000,0,0,0,66000,2,1,1,0,4,1,0,1,0,0,0,1,0,2,3,0,1,1,0,"more",5,0,30,2,"day",2,20,0,60,20,20,60,30,240,20,60
"24E057EE-B39F-DF45-993C-193FE500F9D3","ISLAM",0,"",1,"25 percent from own work","all from bazar",240975,6,35000,42000,0,0,0,77000,4,2,2,8,2,2,0,7,3,0,0,2,0,9,5,2,2,4,0,"average",5,0,0,1,"day",1,20,30,30,5,20,90,15,120,5,30
"26105CF8-0B76-CD4C-B3AE-34380627A18A","HINDU",0,"",2,"all from own work","25 percent from own work",208895,7,18000,0,0,0,0,18000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"average",6,0,0,0,"",0,20,30,30,30,30,30,30,150,30,30
"2640CB21-12CB-B641-84A8-629B493F0401","ISLAM",0,"",2,"25 percent from own work","all from bazar",135895,6,0,0,0,0,0,0,2,8,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"average",2,0,0,1,"day",0,10,30,30,20,30,20,20,210,20,25
"26622D62-0F7D-3547-9EEB-FA8DDD6C0B2C","ISLAM",0,"",2,"75 percent from own work","all from bazar",106430,1,0,3000,0,0,0,3000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,4,0,0,2,"day",0,5,70,70,5,30,60,60,60,10,60
"26F7B5A7-1074-E143-BD4E-BCCCA9C4135E","ISLAM",0,"",1,"all from own work","all from bazar",142030,10,15000,10000,3000,416.666666666667,0,28416.6666666667,8,1,8,0,1,1,0,2,2,0,0,0,0,1,1,1,0,7,0,"more",6,0,0,0,"",1,35,30,30,10,30,90,10,300,20,25
"27B4B144-6C71-7144-9B2C-85885ADB7FAD","Islam",0,"",1,"all from bazar","50 percent from own work",288855,6,30000,20000,0,4166.66666666667,0,54166.6666666667,2,3,1,2,4,0,0,6,6,3,4,0,0,2,3,1,0,1,0,"average",4,0,0,2,"day",1,5,40,40,8,20,20,5,240,20,10
"27EF362A-067B-3543-928A-AE60C4ECF31C","ISLAM",0,"",1,"75 percent from own work","50 percent from own work",195860,13,70000,20000,0,833.333333333333,0,90833.3333333333,4,4,4,0,4,4,0,2,2,2,2,2,0,1,4,2,2,4,0,"more",8,0,0,0,"",4,10,20,20,10,10,60,10,150,10,10
"283B5033-EC66-2B4A-8615-8E9A30655F95","Islam",0,"",1,"25 percent from own work","25 percent from own work",155135,9,37000,15000,0,2250,0,54250,15,8,2,0,8,1,0,2,0,0,0,0,0,4,0,3,3,0,0,"less",5,0,0,2,"day",4,7,40,40,5,15,30,40,210,5,15
"28B7A251-062E-6E49-8EB0-089AAC96A53A","Hindu",0,"",2,"50 percent from own work","25 percent from own work",133530,6,15000,0,0,416.666666666667,700,16116.6666666667,0,8,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,"less",3,0,0,2,"day",0,20,15,15,30,30,70,30,120,30,30
"28BC1252-5BD8-9B41-BA64-BFC8F1979A39","ISLAM",1,"PATI",1,"25 percent from own work","all from bazar",260800,7,0,1000,0,0,0,1000,3,1,2,0,1,2,0,8,1,1,0,0,0,50,50,0,0,8,1,"more",6,0,30,0,"week",2,5,20,20,20,20,30,3,150,20,20
"28E3CAC7-9AD1-D844-A50E-C44CEA1F2CC9","ISLAM",0,"",2,"50 percent from own work","50 percent from own work",295605,11,45000,0,1000,3750,0,49750,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"average",4,0,0,0,"",0,5,20,20,5,5,10,10,150,10,10
"290736E2-AB24-AE45-8CF5-824C39306D66","ISLAM",1,"PATI",1,"75 percent from own work","all from bazar",141200,12,0,12000,500,0,0,12500,9,4,2,0,3,2,0,2,3,0,0,0,0,2,2,0,0,1,0,"average",5,0,0,0,"",0,5,30,30,5,30,30,20,240,30,30
"29322BE2-1C9D-3140-9924-8A28325E9963","Islam",1,"Tailor",1,"75 percent from own work","25 percent from own work",1075475,13,10000,20000,0,0,0,30000,0,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,"more",6,0,0,0,"",0,10,30,30,5,30,30,20,240,5,30
"2AF1A838-7F8D-3C49-A5AE-ADFF6964DC08","ISLAM",0,"",1,"25 percent from own work","all from bazar",518125,10,0,0,0,0,27000,27000,1,2,4,8,2,2,0,4,0,0,0,8,0,15,10,0,0,6,0,"more",5,0,0,1,"day",3,5,20,20,5,20,30,5,180,5,20
"2B32C751-B571-B04F-9AD8-4645277169F4","HINDU",0,"",1,"all from bazar","all from bazar",202925,4,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,2,1,0,2,0,1,0,"average",3,0,0,4,"day",0,5,20,20,15,15,30,2,180,15,15
"2B5F16FC-5791-2A4F-8B5E-3FFB14D005FA","ISLAM",0,"",1,"all from own work","75 percent from own work",505425,8,32000,8000,0,2083.33333333333,0,42083.3333333333,2,1,2,0,1,0,0,0,0,0,0,4,0,3,3,0,0,1,0,"average",5,0,0,0,"",0,15,60,60,5,40,40,120,240,20,40
"2B6EAE86-5927-524D-8978-54AE2E337DFF","ISLAM",1,"PATI",1,"75 percent from own work","all from bazar",305500,8,12000,10000,0,0,2000,24000,6,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,"average",5,0,0,0,"",1,10,20,20,10,10,30,2,240,5,5
"2B9585E7-700A-EF4F-A946-08D7B1F7394E","Islam",0,"",1,"25 percent from own work","25 percent from own work",397225,9,38000,65000,1000,2000,0,106000,8,1,8,0,3,8,0,3,1,3,0,1,0,1,0,0,0,0,0,"less",6,0,0,0,"",1,5,20,20,15,20,20,30,180,20,20
"2BB50B79-85AE-A741-804E-97B6171A59BE","ISLAM",0,"",1,"75 percent from own work","50 percent from own work",432125,8,5000,185000,4000,2916.66666666667,15000,211916.666666667,3,2,6,0,4,2,0,4,4,2,2,0,0,4,4,0,0,0,0,"more",4,0,0,1,"day",0,20,40,40,20,40,70,20,180,7,40
"2BF0545B-019A-DC49-AA2E-908EC44A177A","Islam",1,"Tailor",1,"all from bazar","all from bazar",410105,4,11500,0,0,0,1500,13000,0,4,2,0,4,5,0,0,1,1,2,2,2,0,0,0,1,2,0,"more",5,0,30,1,"day",2,2,5,5,2,7,25,50,210,10,10
"2BF9D548-A943-1A42-A194-A758B076AF5B","ISLAM",1,"PATI",2,"all from own work","all from bazar",268050,12,37000,0,0,0,0,37000,5,3,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"average",4,0,0,NA,"",0,10,0,60,15,60,120,60,300,30,60
"2C6F2A94-8E91-C142-8D5D-49204E71F705","ISLAM",1,"PATI,MORA",1,"all from own work","25 percent from own work",739130,12,48000,4000,0,166.666666666667,0,52166.6666666667,2,2,1,0,2,1,0,3,3,0,0,1,0,2,1,0,0,0,0,"more",10,0,30,1,"day",0,10,30,30,20,30,30,20,180,10,30
"2C83D79C-67D8-E941-9ADE-5FC0CAA17C02","ISLAM",1,"SEWER",1,"all from own work","75 percent from own work",281950,8,27000,0,5800,5361.08333333333,0,38161.0833333333,9,4,2,0,2,0,0,1,0,1,0,0,0,1,4,4,7,1,0,"more",6,0,30,0,"day",0,5,5,5,2,60,40,30,180,5,30
"2C9161D6-39C4-574F-BF34-AC2179E73EF3","Islam",1,"Pati",1,"25 percent from own work","all from bazar",126965,9,30000,6000,0,0,0,36000,6,2,2,0,2,2,0,10,13,0,0,5,0,4,1,0,0,8,0,"less",4,0,0,0,"",0,10,15,15,20,20,10,3,30,10,20
"2C94506B-2808-3D4F-A8D1-A92616B39808","ISLAM",0,"",1,"all from own work","all from bazar",152875,12,20000,0,0,83.3333333333333,0,20083.3333333333,2,1,0,0,1,0,0,0,0,0,0,2,0,3,2,0,0,7,0,"more",6,0,0,NA,"",0,20,35,35,10,30,30,30,300,10,30
"2CAFCDBA-4331-2140-B198-60FA4296FCF7","Islam",0,"",1,"50 percent from own work","25 percent from own work",191340,10,50000,7500,0,1250,0,58750,8,2,2,0,2,2,0,1,2,2,3,1,0,4,1,0,0,1,0,"less",3,0,0,0,"",0,20,30,30,10,30,30,30,240,30,30
"2D267D92-2CCE-274D-8B45-15E729AFF9B5","ISLAM",1,"PATI",1,"all from own work","all from bazar",291900,10,40000,15000,0,0,0,55000,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,"average",6,0,0,0,"",4,2,30,30,30,30,30,5,180,20,30
"2D903A55-C33A-3444-8F9C-918430DC1004","ISLAM",0,"",1,"all from own work","all from own work",147545,6,6000,0,0,0,0,6000,1,2,0,1,2,0,0,3,3,0,0,2,0,0,0,0,0,0,0,"more",10,0,0,0,"",0,10,30,30,3,20,20,15,120,5,20
"2DF71B65-A044-C942-B848-E640338F8EEF","ISLAM",1,"PATI",1,"50 percent from own work","all from bazar",63990,3,12000,0,0,0,0,12000,2,8,2,0,2,1,0,3,3,0,0,2,0,3,1,0,0,1,0,"average",4,0,0,1,"day",3,10,25,25,2,25,25,15,180,15,30
"2EF41874-1336-8041-BD42-7C09133D04BB","Islam",1,"Coocker",3,"all from bazar","all from bazar",185700,13,50000,0,0,0,0,50000,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"average",3,0,0,1,"",0,10,20,20,10,10,60,5,120,10,10
"2F94CEAC-93C3-0142-AEEE-378D98068C3A","ISLAM",0,"",1,"all from own work","50 percent from own work",278065,9,41000,5000,0,1666.66666666667,0,47666.6666666667,6,2,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"less",2,0,30,0,"day",0,10,30,30,5,20,20,25,300,7,15
"2FD452B7-1F27-4746-9F80-7F318DF61440","ISLAM",0,"",1,"75 percent from own work","75 percent from own work",272145,15,15000,4000,0,0,0,19000,2,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"average",NA,0,0,0,"",0,15,30,30,10,30,30,30,180,30,30
"2FDF12DF-4448-1049-962D-23D1530A51AD","Islam",0,"",2,"25 percent from own work","all from bazar",143125,6,60060,0,0,0,0,60060,2,2,2,0,2,2,0,0,0,1,1,0,0,3,3,0,0,1,0,"less",5,0,0,0,"",0,4,30,30,10,10,60,30,180,10,30
"304C7FBC-4B5E-834A-A238-59D93500B7A6","Islam",0,"",3,"50 percent from own work","50 percent from own work",135114,5,0,0,0,2083.33333333333,0,2083.33333333333,1,8,1,0,2,1,0,0,0,0,0,1,1,3,3,1,3,1,0,"average",3,0,0,0,"",0,10,25,25,15,15,15,15,150,7,30
"30B92210-726C-5040-A12D-95A18C8382E9","ISLAM",1,"PATI",2,"all from own work","all from bazar",147975,10,0,5000,500,0,0,5500,1,1,1,0,1,1,0,0,0,0,0,4,0,7,3,2,2,10,0,"average",5,0,0,0,"",0,10,0,60,60,60,30,45,120,10,45
"30C53B6F-1A68-5D4E-81FF-8B8CD4AF03B7","ISLAM",0,"",1,"25 percent from own work","all from bazar",430175,12,150000,23000,0,41.6666666666667,0,173041.666666667,6,4,0,1,5,0,0,1,3,3,0,4,2,1,1,1,1,1,0,"more",10,1,30,2,"day",2,5,30,30,20,20,20,10,210,20,20
"30D08DE3-156C-3046-92CD-9746C22506B7","ISLAM",0,"",1,"all from own work","all from bazar",258500,11,20000,10000,0,0,0,30000,2,2,0,0,2,0,0,12,12,0,0,1,0,0,0,0,0,2,0,"more",7,0,0,0,"",2,5,20,20,10,20,25,5,240,10,20
"310E7C77-1F21-A24E-9938-94EE5351EB1D","ISLAM",0,"",2,"75 percent from own work","25 percent from own work",155325,8,22000,1500,0,0,0,23500,2,2,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,"less",5,0,0,0,"",0,5,0,60,10,30,30,20,240,7,60
"314F032B-ACB8-794B-999F-B259C7BDC555","ISLAM",0,"",1,"75 percent from own work","all from bazar",491000,7,40000,15000,0,0,0,55000,2,4,2,0,4,2,0,1,3,1,0,0,0,1,0,0,0,1,0,"average",9,0,30,2,"day",0,15,30,30,40,40,60,60,180,20,240
"3183A18E-DCFB-ED44-BCD4-11B99194B6C5","ISLAM",0,"",2,"25 percent from own work","all from bazar",207750,7,9000,4000,0,0,0,13000,5,1,2,0,0,2,0,2,1,0,0,5,0,0,0,1,2,6,0,"less",4,0,0,0,"",1,30,30,30,15,20,50,20,180,20,20
"3196AA57-D350-FD42-A62F-D03C43879737","ISLAM",0,"",3,"25 percent from own work","all from bazar",135170,16,14000,0,2000,0,0,16000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"less",3,0,0,0,"",0,5,30,30,20,30,30,20,0,20,30
"31C722A8-F467-F649-BBE1-5CB8B2E57C7A","HINDU",1,"",2,"25 percent from own work","all from bazar",281950,9,22500,0,0,0,0,22500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"more",4,0,0,0,NA,0,20,30,30,30,30,45,1,240,20,60
"321D046F-A2EF-F541-9A93-AE81DB6715EF","ISLAM",0,"",2,"all from own work","50 percent from own work",215500,6,14000,0,500,0,0,14500,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"average",4,0,0,0,"",0,10,30,30,10,30,30,25,240,10,30
"32A2C0D9-75C7-1345-9E0A-2F93097A6B64","Islam",0,"",4,"75 percent from own work","all from bazar",88860,6,0,0,1000,0,0,1000,7,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,"less",1,0,NA,0,"",0,30,45,45,5,30,90,120,300,30,30
"32F76FEF-7F63-F243-8278-DB551816CCDF","ISLAM",0,"",3,"50 percent from own work","all from bazar",102120,8,47000,0,0,0,0,47000,10,8,4,0,1,4,0,3,1,2,2,0,0,1,2,2,2,0,0,"less",2,0,0,0,"",0,5,40,40,5,40,30,30,240,5,30
"330D3EAF-FD78-6043-ADF2-4DD03893EE2A","ISLAM",0,"",1,"all from bazar","all from bazar",237250,9,0,2000,0,0,0,2000,4,1,8,0,1,1,0,0,0,2,3,1,0,10,3,0,0,0,0,"more",5,0,30,0,"day",3,5,30,30,10,15,60,5,180,10,20
"335618A3-CC5B-5444-BBD5-16ACC3B51700","ISLAM",1,"HAND CRAFTS",2,"all from bazar","all from bazar",458425,5,20000,5000,0,0,0,25000,0,3,2,0,3,2,0,0,0,1,1,2,0,1,1,0,0,0,0,"more",6,0,0,2,"day",1,10,5,5,5,5,10,10,5,180,10
"339AAFE8-B913-9E40-A945-E0D98A43D34D","ISLAM",0,"",4,"75 percent from own work","all from bazar",75295,6,9000,0,0,0,0,9000,0,8,0,0,8,0,0,1,2,3,2,0,0,0,0,0,0,0,0,"more",5,0,0,0,"",0,20,30,30,20,20,35,20,240,20,30
"33AFD5EC-7F1E-7345-8373-500EE8B2C407","Islam",0,"",1,"50 percent from own work","50 percent from own work",424775,8,24000,0,0,1666.66666666667,0,25666.6666666667,0,2,2,0,1,1,0,4,0,0,0,5,0,0,0,0,0,2,0,"average",5,0,0,2,"day",3,20,15,15,5,20,20,5,210,10,20
"3449BE6A-CF0A-5648-AAF1-B6D863078E08","ISLAM",1,"SHELAI",1,"all from bazar","all from bazar",430300,7,40000,10000,0,0,0,50000,2,2,2,8,8,2,0,0,0,0,0,3,0,3,3,0,0,14,0,"average",2,0,30,0,"day",1,10,20,20,10,10,20,10,120,10,10
"346A9354-D05E-D049-B8A0-F287DE17CE50","ISLAM",1,"SUTAR KAZ",1,"25 percent from own work","25 percent from own work",201950,6,30000,20000,0,166.666666666667,0,50166.6666666667,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"average",6,0,0,3,"day",3,5,25,25,5,20,30,2,210,5,25
"34BEFF12-3055-5C41-8199-051487A86C79","Islam",0,"",1,"all from own work","all from own work",175325,9,36000,4000,0,4166.66666666667,0,44166.6666666667,1,1,0,0,1,0,0,4,0,0,0,5,0,0,0,0,0,3,0,"more",5,0,0,0,"",0,10,30,30,30,40,90,30,240,30,60
"34D71E8E-1606-A047-AB75-D83A7F65CC6F","Islam",0,"",1,"50 percent from own work","all from bazar",96600,12,24000,2000,500,0,0,26500,10,1,1,0,1,1,0,2,3,0,0,4,0,1,1,0,0,1,0,"more",7,0,0,0,"",0,15,0,60,10,20,90,90,270,10,60
"34EC5764-18C0-254C-B6E5-3B2A5A66F50F","ISLAM",0,"",2,"75 percent from own work","all from bazar",735775,16,196000,20000,0,0,0,216000,6,8,2,0,4,2,0,5,4,0,0,1,1,0,0,0,2,1,1,"more",9,0,30,0,"day",1,10,20,20,10,15,15,20,300,20,30
"34EECF4A-393A-384F-97A0-0ED0E5030259","ISLAM",0,"",3,"75 percent from own work","50 percent from own work",204700,4,20000,15000,0,1666.66666666667,0,36666.6666666667,1,4,0,0,4,0,0,4,5,0,0,1,0,1,1,1,1,3,0,"less",5,0,0,0,"",2,20,20,20,25,30,60,60,240,30,90
"34FB6E01-420F-CB47-A8DE-44EC1D08330F","Islam",0,"",2,"25 percent from own work","all from bazar",83032,11,0,5000,0,0,0,5000,10,2,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,2,0,"average",5,0,0,0,"",0,10,20,20,5,25,25,2,210,5,25
"35CB2ABA-63B6-904A-8FDD-6890C21C3C0F","ISLAM",0,"",1,"all from own work","all from bazar",409485,10,60000,1000,0,0,0,61000,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"average",6,0,0,1,"day",0,2,60,60,30,30,35,30,240,2,35
"3664667E-8442-FC4B-998A-F6F3DCD922AA","ISLAM",1,"PATI",1,"50 percent from own work","all from bazar",233250,3,40000,10000,0,0,0,50000,1,1,0,1,1,0,0,9,4,1,0,0,0,2,2,1,1,0,0,"more",9,0,30,1,"day",0,20,30,30,30,30,30,20,180,20,40
"36C1DD12-3B73-0A44-B972-2AD09BA932F5","Islam",0,"",1,"75 percent from own work","all from bazar",179220,6,0,0,0,1083.33333333333,0,1083.33333333333,5,8,0,0,1,2,0,3,4,0,0,1,0,3,1,0,0,0,0,"average",3,0,0,0,"",0,25,0,60,20,20,60,20,180,20,20
"36CFABE1-0368-9848-B769-DBE891C8F319","ISLAM",1,"PATI",2,"50 percent from own work","all from bazar",121155,4,10000,0,300,0,0,10300,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"more",5,0,0,0,"",0,10,60,60,5,30,90,30,150,5,60
"370A9077-EC5E-6C42-8305-5CA79C6567C4","Islam",0,"",1,"25 percent from own work","all from bazar",160337,5,0,60000,300,0,0,60300,7,4,3,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,"more",3,0,0,3,"day",3,65,0,60,10,60,120,120,240,10,120
"3718CFBB-6898-465A-AF57-B2808ACA7B64","HINDU",1,"HANDY CRAFT",2,"all from own work","all from bazar",122462,10,9000,0,0,0,0,9000,0,2,2,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"more",3,0,30,1,"day",0,30,30,30,2,5,5,30,210,2,20
"372EB208-16EC-FE4D-89B4-F6ECC04C922E","ISLAM",1,"TAILOR",1,"50 percent from own work","all from bazar",344775,6,32320,0,0,0,0,32320,2,5,5,0,2,2,0,7,6,0,0,2,0,0,0,0,0,0,0,"less",5,0,60,0,"day",2,10,30,30,10,10,25,5,240,10,25
"37908474-E485-4C44-B7D9-113F5F1CD015","Islam",0,"",1,"25 percent from own work","all from bazar",80950,6,56000,6000,0,0,0,62000,5,2,8,0,1,2,0,0,0,3,2,1,0,3,5,0,0,0,0,"less",4,NA,0,1,"day",2,5,30,30,15,30,30,50,150,15,30
"383A9932-6B20-1F43-B4CE-6A9DD5D1B7BE","Hindu",0,"",1,"all from bazar","all from bazar",181380,5,6000,0,0,5416.66666666667,0,11416.6666666667,0,1,2,0,1,1,0,3,3,0,0,1,0,0,0,2,2,0,0,"less",3,0,30,0,"day",0,10,30,30,10,10,60,30,90,10,10
