id,marketIntegrationPrimarySchoolMinutes,marketIntegrationPrimarySchoolHours,marketIntegrationPrimarySchoolByFoot,marketIntegrationPrimarySchoolByRickshaw,marketIntegrationPrimarySchoolByTomTom,marketIntegrationPrimarySchoolByCNG,marketIntegrationPrimarySchoolByBoat,marketIntegrationPrimarySchoolByBus,marketIntegrationHighSchoolMinutes,marketIntegrationHighSchoolHours,marketIntegrationHighSchoolByFoot,marketIntegrationHighSchoolByRickshaw,marketIntegrationHighSchoolByTomTom,marketIntegrationHighSchoolByCNG,marketIntegrationHighSchoolByBoat,marketIntegrationHighSchoolByBus,marketIntegrationCollegeMinutes,marketIntegrationCollegeHours,marketIntegrationCollegeByFoot,marketIntegrationCollegeByRickshaw,marketIntegrationCollegeByTomTom,marketIntegrationCollegeByCNG,marketIntegrationCollegeByBoat,marketIntegrationCollegeByBus,marketIntegrationSmallBazaarMinutes,marketIntegrationSmallBazaarHours,marketIntegrationSmallBazaarByFoot,marketIntegrationSmallBazaarByRickshaw,marketIntegrationSmallBazaarByTomTom,marketIntegrationSmallBazaarByCNG,marketIntegrationSmallBazaarByBoat,marketIntegrationSmallBazaarByBus,marketIntegrationLargeBazaarMinutes,marketIntegrationLargeBazaarHours,marketIntegrationLargeBazaarByFoot,marketIntegrationLargeBazaarByRickshaw,marketIntegrationLargeBazaarByTomTom,marketIntegrationLargeBazaarByCNG,marketIntegrationLargeBazaarByBoat,marketIntegrationLargeBazaarByBus,marketIntegrationTownMinutes,marketIntegrationTownHours,marketIntegrationTownByFoot,marketIntegrationTownByRickshaw,marketIntegrationTownByTomTom,marketIntegrationTownByCNG,marketIntegrationTownByBoat,marketIntegrationTownByBus,marketIntegrationMainRoadMinutes,marketIntegrationMainRoadHours,marketIntegrationMainRoadByFoot,marketIntegrationMainRoadByRickshaw,marketIntegrationMainRoadByTomTom,marketIntegrationMainRoadByCNG,marketIntegrationMainRoadByBoat,marketIntegrationMainRoadByBus,marketIntegrationDhakaMinutes,marketIntegrationDhakaHours,marketIntegrationDhakaByCNG,marketIntegrationDhakaByBus,marketIntegrationDhakaByLaunch,marketIntegrationPharmacyMinutes,marketIntegrationPharmacyHours,marketIntegrationPharmacyByFoot,marketIntegrationPharmacyByRickshaw,marketIntegrationPharmacyByTomTom,marketIntegrationPharmacyByCNG,marketIntegrationPharmacyByBoat,marketIntegrationPharmacyByBus,marketIntegrationMBBSMinutes,marketIntegrationMBBSHours,marketIntegrationMBBSByFoot,marketIntegrationMBBSByRickshaw,marketIntegrationMBBSByTomTom,marketIntegrationMBBSByCNG,marketIntegrationMBBSByBoat,marketIntegrationMBBSByBus,marketIntegrationHospitalMinutes,marketIntegrationHospitalHours,marketIntegrationHospitalByFoot,marketIntegrationHospitalByRickshaw,marketIntegrationHospitalByTomTom,marketIntegrationHospitalByCNG,marketIntegrationHospitalByBoat,marketIntegrationHospitalByBus,husbandDhakaVisit,husbandBangladeshVisit,husbandAbroadVisit,respondentDhakaVisit,respondentBangladeshVisit,respondentAbroadVisit,relocatedSince1997,relocatedSince1997Number,relocationJob,relocationFinancialImprovement,relocationFinancialProblems,relocationFamilyProblems,relocationBetterEducation,relocationBetterHealthcare,relocationBetterInfrastructure,relocationMarriage,relocationOther,relocationOtherDescription,closerToPrimarySchool,closerToCollege,closerToMarket,closerToTown,closerToMainRoad,closerToCity,natalBariDhakaMale,natalBariDhakaFemale,natalBariBangladeshMale,natalBariBangladeshFemale,natalBariAbroadMale,natalBariAbroadFemale,maritalBariDhakaMale,maritalBariDhakaFemale,maritalBariBangladeshMale,maritalBariBangladeshFemale,maritalBariAbroadMale,maritalBariAbroadFemale,familiesFoodShare,familiesCooperationAgriculture,familiesCooperationChildcare,familiesLoanActivity,familyBariWealthBefore,familyBariWealthAfter,familyBariEducationBefore,familyBariEducationAfter,familyBariReligiousBefore,familyBariReligiousAfter,familyBariSocialSizeBefore,familyBariSocialSizeAfter,familyBariSocialClassBefore,familyBariSocialClassAfter,familyBariPoliticalBefore,familyBariPoliticalAfter,MacArthurLadderPresent,MacArthurLadderPast,listenRadio,watchTVMinutes,watchTVHours,watchTVPer,useInternet
346A9354-D05E-D049-B8A0-F287DE17CE50,5,0,,,,,,,20,0,,,,,,,25,0,,,,,,,5,0,,,,,,,20,0,,,,,,,30,0,,,,,,,2,0,,,,,,,30,3,,,,5,0,,,,,,,25,0,,,,,,,30,0,,,,,,,2,0,1,1,0,0,1,1,,,,,,,,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,more,less,average,average,more,average,more,middle,middle,not at all,not at all,6,2,0,0,3,day,3
34BEFF12-3055-5C41-8199-051487A86C79,10,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,40,0,1,,,,1,,30,1,1,,,1,,,30,0,1,,,1,,,0,4,1,1,,30,0,1,,,,,,0,1,,,,1,,,30,1,,,,1,,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,average,more,average,more,less,average,average,more,lower,lower,not at all,not at all,5,3,0,0,0,,0
34D71E8E-1606-A047-AB75-D83A7F65CC6F,15,0,,,1,,,,15,0,,,1,,,,0,1,,,,1,,,10,0,1,,,,,,20,0,,,1,,,,30,1,,,,1,,,30,1,,,,1,,,30,4,,1,1,10,0,1,,,,,,0,1,,,,1,,,45,1,,,,1,,,1,1,0,1,1,0,1,1,,,1,,,,,,,,,,,,,,2,3,0,0,4,0,1,1,0,0,1,0,0,0,0,0,less,average,less,more,more,average,less,less,lower,middle,not at all,less,7,8,0,0,0,,0
34EC5764-18C0-254C-B6E5-3B2A5A66F50F,10,0,,1,,,,,10,0,,1,,,,,20,0,,1,,,,,10,0,1,,,,,,15,0,,1,,,,,15,0,,1,,,,,20,0,,1,,,,,0,5,,1,,20,0,,1,,,,,30,0,,1,,,,,30,0,,1,,,,,8,2,0,4,2,0,,,,,,,,,,,,,,,,,,,5,4,0,0,1,1,0,0,0,2,1,1,0,0,0,0,more,more,more,more,more,more,more,more,middle,middle,not at all,not at all,9,6,0,30,0,day,1
34EECF4A-393A-384F-97A0-0ED0E5030259,20,0,,,,,,,20,0,,,,,,,20,0,,,,,,,25,0,,,,,,,30,0,,,,,,,0,1,,,,,,,0,1,,,,,,,0,4,,,,30,0,,,,,,,30,1,,,,,,,30,1,,,,,,,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,4,5,0,0,1,0,1,1,1,1,3,0,0,0,0,0,more,average,less,less,more,average,average,average,middle,middle,not at all,not at all,5,3,0,0,0,,2
34FB6E01-420F-CB47-A8DE-44EC1D08330F,10,0,1,,,,,,5,0,1,,,,,,20,0,,,,1,,,5,0,1,,,,,,25,0,,,,1,,,25,0,,,,1,,,2,0,1,,,,,,30,3,,1,,5,0,1,,,,,,25,0,,,,1,,,30,0,,,,1,,,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,average,average,less,average,more,average,more,average,middle,middle,not at all,not at all,5,4,0,0,0,,0
35CB2ABA-63B6-904A-8FDD-6890C21C3C0F,2,0,1,,,,,,0,1,1,,1,,,,0,1,1,,,,,,30,0,1,,,,,,30,0,1,,1,,,,35,0,1,,,1,,,30,0,,1,1,,,,0,4,,1,,2,0,1,,,,,,35,0,,,1,1,,,30,0,,,1,,,,2,1,0,1,1,0,1,1,,,,,,,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,more,average,average,average,average,average,average,middle,middle,not at all,average,6,5,0,0,1,day,0
3664667E-8442-FC4B-998A-F6F3DCD922AA,20,0,1,,,,,,20,0,1,,,,,,30,0,1,,,,,,30,0,1,,1,,,,30,0,1,,1,1,,,30,0,1,,1,1,,,20,0,1,,1,1,,,0,3,,1,,20,0,1,,,,,,40,0,1,,1,1,,,30,0,1,,1,1,,,1,0,1,1,0,0,1,1,,,,,,,,1,,,,,,,,,9,4,1,0,0,0,2,2,1,1,0,0,0,0,0,0,average,more,less,more,average,more,average,average,middle,middle,not at all,not at all,9,6,0,30,1,day,0
36C1DD12-3B73-0A44-B972-2AD09BA932F5,25,0,1,,,,,,20,0,,1,,,,,0,1,,,,1,,,20,0,,1,,,,,20,0,,1,,,,,0,1,,,,1,,,20,0,1,,,,,,0,3,,1,,20,0,,1,,,,,20,0,,1,,,,,0,1,,,,1,,,8,0,0,1,2,0,,,,,,,,,,,,,,,,,,,3,4,0,0,1,0,3,1,0,0,0,0,0,0,0,0,more,average,average,average,more,more,average,average,upper,middle,average,average,3,2,0,0,0,,0
36CFABE1-0368-9848-B769-DBE891C8F319,10,0,1,,,,,,0,1,1,,,,,,0,1,,,,1,,,5,0,1,,,,,,30,0,,1,,,,,30,1,,,,1,,,30,0,,1,,,,,30,2,,1,,5,0,1,,,,,,0,1,,,,1,,,30,1,,,,1,,,2,2,1,2,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,more,less,average,more,more,average,average,average,middle,middle,not at all,not at all,5,6,0,0,0,,0
370A9077-EC5E-6C42-8305-5CA79C6567C4,5,1,,,,,,,40,0,,,,,,,0,1,,,,,,,10,0,,,,,,,0,1,,,,,,,0,2,,,,,,,0,2,,,,,,,0,4,,,,10,0,,,,,,,0,2,,,,,,,0,2,,,,,,,4,3,0,2,2,0,1,,,,1,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,average,more,less,more,less,more,average,average,middle,middle,not at all,not at all,3,1,0,0,3,day,3
3718CFBB-6898-465A-AF57-B2808ACA7B64,30,0,,,,,,,20,0,,,,,,,30,0,,,,,,,2,0,,,,,,,5,0,,,,,,,5,0,,,,,,,30,0,,,,,,,30,3,,,,2,0,,,,,,,20,0,,,,,,,30,0,,,,,,,2,2,0,2,4,1,1,4,,,,,,,,,1,NEED MORE ROOM,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,average,less,average,more,average,more,average,average,middle,middle,not at all,not at all,3,5,0,30,1,day,0
372EB208-16EC-FE4D-89B4-F6ECC04C922E,10,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,10,0,1,,,,,,10,0,,1,,,,,25,0,,,,1,,,5,0,1,,,,,,0,4,,1,,10,0,,1,,,,,25,0,,,,1,,,25,0,,,,1,,,5,5,0,2,2,0,1,1,,1,,,,,1,,,,1,1,1,1,1,1,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,average,average,more,less,average,average,more,more,middle,middle,average,not at all,5,2,0,60,0,day,2
37908474-E485-4C44-B7D9-113F5F1CD015,5,0,,,,,,,2,0,,,,,,,30,0,,,,,,,15,0,,,,,,,30,0,,,,,,,30,0,,,,,,,50,0,,,,,,,30,2,,,,15,0,,,,,,,30,0,,,,,,,50,0,,,,,,,2,8,0,1,2,0,,,,,,,,,,,,,,,,,,,0,0,3,2,1,0,3,5,0,0,0,0,0,0,0,0,more,less,average,less,more,more,more,average,middle,middle,not at all,not at all,4,3,,0,1,day,2
383A9932-6B20-1F43-B4CE-6A9DD5D1B7BE,10,0,1,,,,,,10,0,1,,,,,,30,0,1,,,,,,10,0,1,,,,,,10,0,1,,,,,,0,1,,,,1,,,30,0,,,,1,,,30,1,1,1,,10,0,1,,,,,,10,0,1,,,,,,0,1,,,,1,,,1,2,0,1,1,0,1,1,,1,,,,,,,,,1,1,1,1,1,1,3,3,0,0,1,0,0,0,2,2,0,0,0,0,0,0,less,less,less,less,average,average,more,average,lower,lower,not at all,not at all,3,2,0,30,0,day,0
384ED69E-07DC-824B-A741-7E9E515361C0,10,0,,,,,,,30,0,,,,,,,30,0,,,,,,,10,0,,,,,,,45,0,,,,,,,45,0,,,,,,,30,1,,,,,,,0,4,,,,10,0,,,,,,,45,0,,,,,,,0,1,,,,,,,8,1,8,8,1,0,1,1,,1,,,,,,,,,,1,1,1,1,1,2,3,0,0,2,1,0,1,0,0,4,1,0,0,0,0,more,more,more,average,average,average,more,more,upper,upper,average,less,9,10,0,0,1,day,1
3853B589-4B85-3746-80E5-7B2FC1B99FBF,20,0,1,,,,,,30,0,,,1,,,,30,0,,,1,,,,15,0,1,,,,,,30,0,,,1,,,,30,0,,,1,,,,0,1,,,,1,,,0,3,,1,,15,0,1,,,,,,30,0,,,1,,,,30,1,,,,1,,,8,2,1,1,0,0,,,,,,,,,,,,,,,,,,,5,0,6,0,1,1,2,1,0,0,2,0,0,0,0,0,more,average,more,less,more,average,more,average,upper,middle,average,less,5,4,0,0,0,NA,0
3886A240-8434-6B4C-BCC3-9245968D3A1D,5,0,1,,,,,,5,0,1,,,,,,45,0,,1,,,,,10,0,1,,,,,,15,0,,1,,,,,15,0,,1,,,,,15,0,,1,,,,,0,3,,1,,10,0,1,,,,,,15,0,,1,,,,,25,0,1,,,,,,2,0,1,2,0,0,1,1,,,,,,,,1,,,1,1,1,,,1,2,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0,average,average,average,average,average,average,more,more,middle,middle,not at all,not at all,4,2,0,30,0,day,1
396D0CA3-3502-1242-9A03-C91625D00783,20,0,,,,,,,20,0,,,,,,,40,0,,,,,,,10,0,,,,,,,10,0,,,,,,,0,1,,,,,,,30,0,,,,,,,0,2,,,,20,0,,,,,,,20,0,,,,,,,10,0,,,,,,,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,average,more,average,more,average,average,average,average,middle,middle,not at all,less,2,7,0,0,0,,0
3A54ADE8-2FE3-CF4E-9D0C-2B9ADB229B94,15,0,1,,,,,,20,0,1,,,,,,30,0,,1,,,,,15,0,1,,,,,,30,0,,1,,,,,30,0,,1,,,,,20,0,1,,,,,,0,3,,1,,20,0,1,,,,,,30,0,,1,,,,,30,0,,1,,,,,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,0,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,less,less,less,less,average,less,less,less,lower,lower,not at all,not at all,3,1,0,0,0,,0
3A8DC9EA-61BB-CA4A-8B28-92B2705D7021,5,0,1,,,,,,30,0,1,,,,,,0,1,,,,1,,,20,0,1,,,,,,30,0,1,,,,,,0,1,,,,1,,,10,1,,,,1,,,0,4,,,1,5,0,1,,,,,,0,1,,,,1,,,10,1,,,,1,,,2,8,0,8,1,0,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,less,less,less,less,average,average,average,average,lower,middle,not at all,not at all,2,1,0,0,2,week,3
3AF0E16B-F464-B140-95E5-DD68004B61BB,10,0,1,,,,,,10,0,1,,,,,,20,0,,,,1,,,10,0,1,,,,,,10,0,,,,1,,,30,0,,,,1,,,10,0,1,,,,,,30,2,,1,,10,0,1,,,,,,10,0,1,,,,,,30,0,,,,1,,,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,more,average,average,average,average,average,average,more,middle,middle,average,average,2,8,0,30,0,day,0
3B4269C0-C942-7C40-B60F-0A457C27AEA3,10,0,,,,,,,20,0,,,,,,,20,0,,,,,,,10,0,,,,,,,15,0,,,,,,,30,0,,,,,,,30,0,,,,,,,30,2,,,,15,0,,,,,,,30,0,,,,,,,30,1,,,,,,,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,0,4,0,3,7,0,2,2,0,0,0,0,0,0,0,0,average,average,more,less,more,average,more,more,upper,middle,not at all,average,3,1,0,0,2,day,0
3B5908FA-1781-9449-8CAB-7AE34A1C79C9,30,0,1,,,,,,30,0,1,,,,,,20,0,,,1,,,,30,0,1,,,,,,30,0,1,,,,,,0,1,,,,1,,,30,0,1,,,,,,0,3,,1,,30,0,1,,,,,,30,0,1,,,,,,0,1,,,,1,,,2,2,8,2,2,0,1,1,,,,,,,,1,,,,,,,,,1,1,3,2,8,0,1,1,0,0,3,0,0,0,0,0,less,average,less,average,average,average,average,average,middle,middle,not at all,not at all,5,5,0,0,0,NA,1
3BA1AF92-2849-5840-AEEA-EDDFD5C1AAF0,30,0,1,,,,,,40,0,1,,,,,,40,0,1,,,,,,30,0,1,,,,,,30,0,,,1,,,,40,0,,,1,,,,30,0,1,,,,,,30,3,,,1,30,0,1,,,,,,30,0,1,,,,,,45,0,,,,1,,,1,1,0,2,1,0,1,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,0,0,2,0,1,2,0,0,1,0,0,0,0,0,more,less,average,less,average,average,average,less,middle,lower,not at all,not at all,2,3,0,15,0,day,0
3BB321FD-7740-AF47-878A-916341305743,5,0,1,,,,,,0,1,1,,,,,,30,0,1,,,,,,20,0,1,,,,,,20,0,1,,,,,,0,2,,,,1,,,0,1,,,,1,,,0,2,1,1,,20,0,1,,,,,,20,0,1,,,,,,0,2,,,,1,,,8,8,0,2,8,0,,,,,,,,,,,,,,,,,,,6,5,0,0,6,0,7,3,4,2,10,0,0,0,0,0,average,less,less,less,more,more,more,more,middle,lower,not at all,not at all,3,2,0,0,0,,0
3BD7964F-4254-FF4C-B658-C00C88709A93,3,0,,,,,,,3,0,,,,,,,0,1,,,,,,,15,0,,,,,,,15,0,,,,,,,0,1,,,,,,,20,0,,,,,,,0,2,,,,20,0,,,,,,,20,0,,,,,,,30,1,,,,,,,6,3,0,1,2,0,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,less,less,more,less,average,average,average,average,lower,lower,not at all,not at all,2,2,0,0,,,0
3C585ED9-405C-7B49-9382-11ECEAC60EAF,10,0,,,,,,,10,0,,,,,,,20,0,,,,,,,10,0,,,,,,,10,0,,,,,,,0,1,,,,,,,10,0,,,,,,,0,2,,,,10,0,,,,,,,10,0,,,,,,,10,1,,,,,,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,0,0,3,2,0,0,0,0,3,2,2,0,0,0,0,0,average,average,less,less,average,average,average,average,middle,middle,not at all,not at all,4,2,0,0,0,,0
3CC113D3-8F75-D540-8B9D-B921A640AA4A,15,0,1,,,,,,30,0,1,,,,1,,45,0,1,,,1,1,,5,0,1,,,,,,30,0,1,,,,1,,30,0,1,,,,1,,30,0,1,,,,,,0,3,,1,,30,0,1,,,,1,,30,0,1,,,,1,,45,0,1,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,less,average,less,average,average,average,average,average,middle,middle,not at all,less,4,3,0,0,0,,0
3E64739D-90B1-1442-B809-05BC43B40E23,25,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,15,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,25,0,,,,1,,,0,4,,1,,15,0,1,,,,,,30,0,,,,1,,,45,0,,,,1,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,less,less,average,average,average,average,average,average,middle,middle,not at all,not at all,1,2,0,0,0,,0
3EC4AB44-2BF7-EF4A-99D7-A7C13A80A448,7,0,1,,,,,,15,0,1,,,,,,25,0,,,,1,,,8,0,1,,,,,,20,0,,,1,,,,30,0,,1,,,,,20,0,1,,,,,,0,4,,1,,20,0,1,,,,,,30,0,,1,,,,,40,0,,1,,,,,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,4,2,0,0,1,0,3,1,0,0,1,2,0,0,0,0,more,average,more,average,more,more,average,average,middle,middle,average,more,5,3,0,0,0,,2
3EC53681-AF22-2147-BF79-2DCE941F0A6F,10,0,1,,,,,,10,0,1,,,,,,30,0,,,,1,,,10,0,1,,,,,,10,0,1,,,,,,15,0,,,,1,,,10,0,1,,,,,,0,2,,1,,10,0,1,,,,,,10,0,1,,,,,,0,1,,,,1,,,5,5,1,5,1,0,1,1,,,,,,,,1,,,,,,,,,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,average,average,average,more,average,average,average,average,middle,middle,not at all,not at all,4,3,0,0,0,,0
3ED58F06-3FE8-0448-AEEB-82D1BDC7DD51,10,0,,,,,,,10,0,,,,,,,10,0,,,,,,,3,0,,,,,,,25,0,,,,,,,30,0,,,,,,,7,0,,,,,,,0,4,,,,10,0,,,,,,,10,0,,,,,,,45,0,,,,,,,4,4,1,2,0,0,1,,,,,,,,,1,,,,,,,,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,more,average,average,less,more,less,more,more,middle,middle,not at all,not at all,4,5,0,0,,,1
3F2C96D9-069E-A644-A141-EA5805D33F98,10,0,1,,,,,,10,0,1,,,,,,10,0,1,,,,,,7,0,1,,,,,,15,0,,,1,,,,0,1,,,,1,,,20,0,1,,,,,,0,4,,1,,20,0,1,,,,,,20,0,1,,,,,,0,1,,,,1,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,average,average,average,less,average,less,more,average,middle,middle,not at all,not at all,5,4,0,0,0,NA,0
3FAD54F5-40B5-9446-9D4D-7E15A82260E1,10,0,1,,,,,,10,0,1,,,,,,30,0,1,,,,,,3,0,1,,,,,,5,0,1,,,,,,35,0,,,,1,,,3,0,1,,,,,,0,3,,1,,3,0,1,,,,,,5,0,1,,,,,,40,0,,,,1,,,2,8,0,2,8,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,less,less,less,less,more,less,less,less,lower,lower,not at all,not at all,3,4,0,0,0,,0
3FB2839A-DE6E-CB47-860A-E76E2A25BA2C,15,0,1,,,,,,10,0,,,,1,,,10,0,,,,1,,,5,0,1,,,,,,10,0,,,,1,,,30,0,,,,1,,,2,0,1,,,,,,0,3,,1,,10,0,,,,1,,,30,0,,,,1,,,30,1,,,,1,,,8,0,0,8,8,0,,,,,,,,,,,,,,,,,,,10,7,1,0,1,0,5,1,,0,0,0,0,0,0,0,more,average,more,less,more,average,less,average,middle,lower,not at all,not at all,3,5,0,0,,NA,3
3FB58AC4-1920-9641-BE02-35D11DFE8C98,10,0,1,,,,,,30,0,1,,,,,,0,1,,,,1,,,5,0,1,,,,,,0,1,,,,1,,,0,1,,,,1,,,30,1,,,,1,,,0,5,1,1,,5,0,1,,,,,,0,1,,,,1,,,30,1,,,,1,,,5,0,0,1,0,0,1,1,,,,,,,,1,,,,,,,,,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,less,average,more,average,more,average,average,average,upper,middle,not at all,less,5,8,0,0,1,day,0
3FD04800-B1CE-5F47-BCB8-9D6B4329D467,10,0,1,,,,,,10,0,1,,,,,,0,1,,,,1,,,10,0,1,,,,,,20,0,1,,,,,,0,1,1,,,,,,20,0,1,,,,,,0,4,,,1,20,0,1,,,,,,0,1,1,,,1,,,30,1,,,1,,,,4,4,0,2,1,0,1,1,,,,,,,,1,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,less,less,less,less,average,less,average,less,lower,lower,not at all,not at all,3,2,0,0,0,,0
3FFAA2E3-E0C8-B04F-B758-43A2BB768CE4,5,0,,,,,,,5,0,,,,,,,10,0,,,,,,,5,0,,,,,,,20,0,,,,,,,30,0,,,,,,,0,1,,,,,,,0,3,,,,10,0,,,,,,,30,0,,,,,,,35,0,,,,,,,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,more,average,average,less,more,more,average,average,middle,middle,not at all,not at all,6,6,0,0,2,day,0
400634F0-0849-7D49-85D3-69CD6CFB5B37,10,0,1,,,,,,30,0,1,,,,,,30,0,,,1,,,,5,0,1,,,,,,30,0,1,,,,,,30,0,1,,,,,,45,0,,,,1,,,0,3,1,1,,5,0,1,,,,,,45,0,,,,1,,,30,1,,,,1,,,0,1,0,1,1,0,1,1,,,,,,,,1,,,,,,,,,0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,average,less,less,less,average,average,average,average,middle,middle,not at all,not at all,6,7,0,0,3,day,0
40FB8BF2-7A59-754E-B647-9EF07C267D6D,5,0,,,,,,,5,0,,,,,,,20,0,,,,,,,5,0,,,,,,,20,0,,,,,,,30,0,,,,,,,10,0,,,,,,,0,3,,,,8,0,,,,,,,20,0,,,,,,,30,0,,,,,,,1,0,0,1,0,0,1,1,,1,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,less,less,less,less,average,average,average,average,lower,lower,not at all,not at all,1,2,0,0,,,0
41467FAB-C98E-824E-9DBE-15E7AB99952D,0,0,1,,,,,,0,0,1,,,,,,0,0,,,1,,,,5,0,1,,,,,,10,0,1,,,,,,10,0,1,,,,,,10,0,1,,,,,,0,4,,1,,5,0,1,,,,,,25,0,,1,,,,,30,0,,1,,,,,2,4,0,4,0,0,1,1,,,,,,,1,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,more,average,less,less,more,average,average,average,middle,middle,not at all,not at all,4,3,0,0,0,,2
41B6B1F2-EC9F-4B48-BC80-62D04DBDA9CA,10,0,1,,,,,,5,0,1,,,,,,10,0,,,,1,,,2,0,1,,,,,,10,0,,,,1,,,20,0,,,1,,,,10,,,,1,,,,0,3,1,1,,2,0,1,,,,,,20,0,,,1,,,,20,0,,,1,,,,4,4,0,1,4,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,average,more,average,less,more,more,more,more,middle,middle,not at all,not at all,6,4,3,0,1,day,2
427B885D-5E95-C94B-BF4C-97772DF2F4FD,5,0,1,,,,,,30,0,1,,,,,,35,0,,,,1,,,20,0,1,,,,,,30,0,,,,1,,,30,0,,,,1,,,30,0,,,,1,,,0,3,,1,,10,0,1,,,,,,30,0,,,,1,,,0,1,,,,1,,,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,average,average,less,average,average,average,less,average,lower,lower,not at all,not at all,4,4,0,0,0,,0
4295CCBD-E4BC-2541-A996-DDA96472C160,10,0,1,,,,,,15,0,1,,,,,,20,0,1,,,,,,2,0,1,,,,,,10,0,1,,,,,,50,0,,,,1,,,15,0,1,,,,,,0,3,1,1,,5,0,1,,,,,,20,0,1,,,,,,15,0,,1,,,,,2,2,0,2,2,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,less,less,less,less,more,more,more,more,lower,lower,not at all,not at all,4,3,,0,1,day,3
42AB45F8-A191-0D46-8BC9-E65F2CB398DA,20,0,1,,,,,,30,0,1,,,,,,0,1,1,,,1,,,10,0,1,,,,,,10,1,1,,,1,,,10,1,1,,,1,,,10,1,1,,,1,,,0,5,1,1,,10,0,1,,,1,,,10,1,1,,,1,,,30,1,,,,1,,,1,4,0,1,8,0,,,,,,,,,,,,,,,,,,,1,0,3,3,0,0,2,1,0,1,2,0,0,0,0,0,average,average,more,average,average,average,average,average,middle,middle,not at all,not at all,4,6,0,0,0,,0
432C8D8B-9AEE-224B-AC40-DB65042D5254,30,0,1,,1,,,,30,0,1,,1,,,,30,0,1,,1,,,,20,0,1,,1,,,,30,0,,,1,1,,,30,1,,,1,1,1,,20,0,1,,1,,,,30,2,,1,,20,0,1,,1,,,,0,1,,,,1,1,,30,1,1,,1,1,1,,2,1,1,2,1,1,1,2,,1,,,,,1,1,1,RIVER EROSION,1,1,1,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,average,more,average,more,average,average,average,more,middle,upper,not at all,not at all,6,5,0,30,0,week,2
